peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6928542806695752,0.6931476143240494,0.005888680325788558,6.1387462563169795,0.0001,detected,True,8.796168814660646,0.005,detected,True,6.1767585039479,-62.89474227079519,-54.514992054074014,83.23240332926537,-2.4274455235352077,13.472221670541344
1,1.0984371381082623,1.098612836562357,0.005888680325788558,7.827180009443163,0.0001,detected,True,9.051503826466794,0.005,detected,True,7.84440619898565,99.5002601543165,41.251205235014474,107.71241202441782,0.3930151374893804,13.729952996864922
2,1.3862463890311778,1.386294549994581,0.005888680325788558,4.095813710442049,0.0001,detected,True,4.39150365363525,0.005,detected,True,4.096579160845103,-8.358514344184435,-58.25760671451989,58.85417149315423,-1.71329889994348,14.366888054416444
3,1.6092801563704195,1.6094384347717976,0.005888680325788558,8.53778296455276,0.0001,detected,True,8.399016575986808,0.005,detected,True,8.553297127020373,-105.35039881814771,61.97584222407297,122.22811276676885,2.6098331903507193,14.28965581918659
4,1.945671019981091,1.945910709457453,0.005888680325788558,8.627532734579557,0.0001,detected,True,7.90946332654297,0.005,detected,True,8.668687164565672,-119.259504225362,37.103568936125484,124.89797506716012,2.83996892802127,14.415193751481047
5,2.197412103908552,2.19722402117193,0.005888680325788558,4.183333369574116,0.0001,detected,True,3.6971683695523563,0.015,detected,True,4.195014877756186,-43.945667076154486,-44.001139420829105,62.187795628237616,-2.3555637414531048,14.826761040727579
6,2.3976272349853627,2.397895786483184,0.005888680325788558,8.176440803155261,0.0001,detected,True,7.152415887064887,0.005,detected,True,8.219370219491083,8.74442125030596,-122.46499259883043,122.7767865487381,-1.4995138699809178,14.935832466284058
7,2.564718539229613,2.5649499118948387,0.005888680325788558,7.908509238667168,0.0001,detected,True,6.424053073053392,0.005,detected,True,7.941409627009204,35.08831467142312,115.59835742932569,120.80633289210853,1.2760982519106658,15.215045418708861
8,2.833389579093716,2.833212831092884,0.005888680325788558,7.158485447132384,0.0001,detected,True,5.995808828340617,0.005,detected,True,7.174721582105072,43.910524714269194,108.11432545578158,116.69122310371549,1.1850003564368219,16.263490729259747
9,2.944538420242975,2.9444385823766606,0.005888680325788558,7.0437995550071,0.0001,detected,True,5.859501549677581,0.005,detected,True,7.048411068485459,56.82047654648179,99.6509777748505,114.71217863179584,1.0525807261379956,16.273570827487557
10,3.1351844457903795,3.1354945682478625,0.005888680325788558,6.4076094988599825,0.0001,detected,True,5.578070863252135,0.005,detected,True,6.453163912128979,-88.33426489171715,-67.25941908565773,111.02599609866238,-2.4908231259818976,17.20387986287737
11,3.2190981404328665,3.218875318322714,0.005888680325788558,3.2186800642054867,0.0767,not_detected,False,2.6504595518077996,0.8,not_detected,False,3.2301931595017876,-26.553571426562016,47.779032238143174,54.66194359075659,2.0780493885265923,16.9204084708227
12,3.3670512336183043,3.3672964233863953,0.005888680325788558,6.0210902643535675,0.0001,detected,True,5.155604469276325,0.005,detected,True,6.047030736108025,-101.02100682104297,32.71456475807495,106.18609403517719,2.828410991966228,17.55730794278148
13,3.434034972324149,3.4339867401038466,0.005888680325788558,6.008999270100394,0.0001,detected,True,5.079980763443238,0.005,detected,True,6.0094427318401635,68.36012083039276,79.3490313451076,104.73478359815695,0.8596569615429183,17.426659776336034
14,3.6106953820978056,3.610918507222885,0.005888680325788558,5.5778634414159844,0.0001,detected,True,4.708389246409986,0.005,detected,True,5.5979220099091735,92.95368003141918,39.01406267204139,100.80914500957456,0.39738578335654207,18.00657700818469
15,3.7137472877991056,3.7135710994890885,0.005888680325788558,5.393373057692845,0.0001,detected,True,4.445806823109048,0.005,detected,True,5.407574401229285,-97.30099256075178,15.266395517199157,98.491349799843,2.9859627717176735,18.219655089640753
16,3.760856730405414,3.7612007025395813,0.005888680325788558,5.224200733992768,0.0001,detected,True,4.519157620218008,0.005,detected,True,5.2717143954241035,81.12053421414727,-53.922166365400365,97.40708956090698,-0.5866513477871784,18.48193296732229
17,3.849923020332966,3.8501481217096103,0.005888680325788558,5.144254791350054,0.0001,detected,True,4.278235530568811,0.005,detected,True,5.162410316018969,-48.98992047679616,-81.8249943383336,95.36950249839377,-2.110271059126834,18.469607504322326
18,3.970640967011631,3.970291796416637,0.005888680325788558,4.903872892035977,0.0001,detected,True,3.9979065730481795,0.01,detected,True,4.949309118741226,-80.4995319918954,-45.788930981931316,92.61101906027305,-2.624422839263188,18.71475893252159
19,4.077373297916549,4.077537834274026,0.005888680325788558,4.714326656117575,0.0001,detected,True,4.053857629586052,0.005,detected,True,4.723071141891593,-60.072108321593674,67.21965661356862,90.15065409328633,2.300102483134277,19.08445803268001
20,4.111233209789833,4.110874038929637,0.005888680325788558,4.565674592773353,0.0001,detected,True,3.8834423236911064,0.015,detected,True,4.6108279621544925,54.27354749041987,71.0212328529305,89.38474966763087,0.9182767980743213,19.39042428893229
21,4.204716009961727,4.204692414501331,0.005888680325788558,4.4567556846927125,0.0001,detected,True,3.739667264453681,0.015,detected,True,4.456947344070081,33.189319321194475,80.67510449298658,87.2353334490017,1.1805055958153647,19.57292524053968
22,4.262866728178889,4.262679132448943,0.005888680325788558,4.363347904596569,0.0001,detected,True,3.699755717796443,0.015,detected,True,4.375518833804469,-69.91516585820476,49.94370083634323,85.9214971366912,2.5213024754683127,19.640400538443334
23,4.290101874685661,4.2904597543074585,0.005888680325788558,4.223139519778697,0.0001,detected,True,3.65657530516881,0.02,detected,True,4.263104757726473,19.803910414391456,82.95713187506816,85.28822073791135,1.3364576064710123,20.003650511371845
24,4.369599059083806,4.369447669552447,0.005888680325788558,4.143180838608197,0.0001,detected,True,3.5514624387996867,0.03,inconclusive,False,4.1507378041258916,73.68655121105883,-39.23619881904298,83.48165742932675,-0.4892883328887175,20.11507917734974
25,4.418916756812285,4.418840303876403,0.005888680325788558,4.053038173752644,0.0001,detected,True,3.4638614755553463,0.035,inconclusive,False,4.054831585161574,-69.91567809720866,43.56235191599734,82.37645627389963,2.584382506703671,20.315839776156526
26,4.488844835681024,4.4886356912443315,0.005888680325788558,3.847916579500842,0.0008,detected,True,3.4043745782356387,0.04,inconclusive,False,3.8608699130929462,-29.5390264655855,75.20727117657471,80.8002953111027,1.945052911752798,20.930568251667506
27,4.574966785445682,4.5747110689220385,0.005888680325788558,3.736636241088865,0.0017,detected,True,3.1821180961823887,0.12,not_detected,False,3.7562871481736853,-72.85367711048752,30.24508993134028,78.88234107500888,2.7480958732517413,21.008451478363135
28,4.615451462685479,4.61511529865014,0.005888680325788558,3.683645306391417,0.0026,detected,True,3.1596155802215593,0.145,not_detected,False,3.71399216537591,-74.63072900954961,-22.38037858131479,77.91422885416888,-2.850244533752315,20.975130298615625
29,4.6345896737442915,4.634734114197285,0.005888680325788558,3.6409276654190283,0.0036,detected,True,3.168363068325281,0.14,not_detected,False,3.6454849493622525,-76.40890046139388,-12.82237675000707,77.47730903457038,-2.9753292152562727,21.246729949465543
30,4.672866095861917,4.672823826412421,0.005888680325788558,3.590311800094255,0.0062,detected,True,3.1665153524929983,0.14,not_detected,False,3.5906857501374114,46.65382504060708,-60.99157184737758,76.78900459918333,-0.9178130292554852,21.384983333853985
31,4.691268221880006,4.691352691664479,0.005888680325788558,3.6288873025867314,0.0043,detected,True,3.1207282359924777,0.175,not_detected,False,3.630685994425898,-58.91277738063032,48.623367861541496,76.38682635702634,2.451587346546222,21.038459508948552
32,4.727336388875461,4.727388078142661,0.005888680325788558,3.5067933075697244,0.0122,detected,True,3.1186507077493943,0.175,not_detected,False,3.5075335687091966,-47.122045240426615,-59.01500412204225,75.51991697006477,-2.2446071110683503,21.531073414389674
33,4.844373910350509,4.844198241253126,0.005888680325788558,3.310069295779083,0.0432,detected,True,2.8934969234043493,0.42,not_detected,False,3.3170845217469065,-20.29495160219162,-70.21235502599545,73.08665992389945,-1.8521781484482913,22.03065734680183
34,4.875289482060898,4.875197192226467,0.005888680325788558,3.309709135533829,0.0432,detected,True,2.923636390977156,0.38,not_detected,False,3.3117928219087855,-60.88637814943596,-39.026055929795106,72.3200116537021,-2.571594954982392,21.83715798142631
35,4.920190669545036,4.919961842247878,0.005888680325788558,3.2023666000379944,0.084,not_detected,False,2.879812666893182,0.445,not_detected,False,3.21388989199824,-61.016475469385846,-36.96720766722743,71.341325481225,-2.596878274330603,22.190432743937194
36,4.9341762853187845,4.934493506637494,0.005888680325788558,3.1753935577301013,0.1003,not_detected,False,2.8752645269273613,0.455,not_detected,False,3.199686735810708,-53.55088495165817,-46.66018003797778,71.02724604179885,-2.424848340016188,22.200362387739197
