peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6930228059702495,0.6931473939616305,0.008257660148459868,5.042110617032537,0.001,detected,True,7.216423479068145,0.005,detected,True,5.044470510943536,46.520111549968924,32.550863061368574,56.777455602215234,0.6105352871367282,11.253775725997894
1,1.0986803607633404,1.0986121624816239,0.008257660148459868,6.520107317749997,0.001,detected,True,7.665683832899648,0.005,detected,True,6.5218724826981065,56.852124770442956,-46.547160297314036,73.47654198897673,-0.6860643199218092,11.267160570877115
2,1.3866662584408784,1.386294029494968,0.008257660148459868,3.481586028514287,0.01,detected,True,3.7476040881964776,0.01,detected,True,3.5003099255395367,-13.756155398177166,-37.717395164927,40.147648864735,-1.9205209659530833,11.46860493265402
3,1.6096230824492948,1.6094376255201401,0.008257660148459868,7.072247404745009,0.001,detected,True,7.301237745899271,0.005,detected,True,7.0821542609546935,-82.82337978029528,-9.605190674690926,83.37848599086095,-3.026136447554276,11.77358047172137
4,1.9461227334990343,1.9459098409692581,0.008257660148459868,6.987930564084051,0.001,detected,True,6.773142779703782,0.005,detected,True,7.002058095906319,11.70835750346473,84.39144992907761,85.1997796743686,1.4329376823625517,12.170682361076144
5,2.1969491605085025,2.1972249259674164,0.008257660148459868,3.4054396482379334,0.016,detected,True,3.1543090391699793,0.065,inconclusive,False,3.4153580389848184,-8.372562602408577,41.5873115727826,42.421743108728435,1.7694655328493196,12.419794468380701
6,2.398229626627212,2.3978949274964116,0.008257660148459868,6.755859376249062,0.001,detected,True,6.103316258384782,0.005,detected,True,6.781774012674829,-71.14386399986586,44.193504587599236,83.75270283737454,2.5857413792194275,12.342435328088625
7,2.5654472446335244,2.5649493154893523,0.008257660148459868,6.296256121287674,0.001,detected,True,5.722636035632495,0.005,detected,True,6.358861792015885,-82.40662068983168,-0.5597824198245163,82.40852194934295,-3.1347998279018134,12.960971572491957
8,2.8327889919399127,2.8332135787027504,0.008257660148459868,6.079730250715356,0.001,detected,True,5.26678483905956,0.005,detected,True,6.125696564077447,-64.31767937401655,-46.90002036462972,79.601355454926,-2.5115413611364685,13.000122180708765
9,2.944267403944121,2.9444392531843007,0.008257660148459868,5.954952783141584,0.001,detected,True,5.032814106898728,0.005,detected,True,5.960608388019239,11.838765425211077,-77.35037210481481,78.25111137579124,-1.4189211613071668,13.125242792956236
10,3.1352257948772553,3.1354945454078407,0.008257660148459868,5.4988308572981515,0.001,detected,True,4.566180877510463,0.005,detected,True,5.512985103640646,69.95788691011585,29.016495678485143,75.73680058193708,0.39317470490783873,13.734129230872426
11,3.367472486552689,3.3672955609604642,0.008257660148459868,5.164290611468997,0.001,detected,True,4.290157376315383,0.005,detected,True,5.170785750497558,-55.45872009658803,46.595369789245495,72.4347852937263,2.4428266445952542,14.008814498915566
12,3.433533767740368,3.433987403392529,0.008257660148459868,4.995431281914941,0.001,detected,True,4.137495662837744,0.005,detected,True,5.037873747756455,-52.72931381465807,-48.21053275045205,71.44673542889906,-2.4009316892322756,14.186731369194161
13,3.6110734609322552,3.6109176547515904,0.008257660148459868,4.784348088460043,0.001,detected,True,3.9270128630724557,0.005,detected,True,4.788986032543679,-46.875614913277516,50.315307509418005,68.76738647982182,2.320818166111837,14.35968059974836
14,3.713262005269446,3.713572422105301,0.008257660148459868,4.555200264266735,0.001,detected,True,3.740118425386543,0.01,detected,True,4.573487042943297,66.42910454489423,-10.041486783003979,67.18375836055714,-0.1500251606261739,14.692915652242387
15,3.7607435511230904,3.761200276937048,0.008257660148459868,4.48416300826877,0.001,detected,True,3.716908131631322,0.01,detected,True,4.519361585327759,-32.771485291728666,57.80013469086856,66.4441556384648,2.086582017258193,14.696028347196263
16,3.8505456052375915,3.8501473385016185,0.008257660148459868,4.3318468532784955,0.001,detected,True,3.5221724118797493,0.015,detected,True,4.359131053713958,55.9113138097301,-33.261815011321595,65.05707763016638,-0.5366633656513005,14.924667526028875
17,3.9702816773902594,3.9702919700399186,0.008257660148459868,4.160917037091512,0.001,detected,True,3.4235327936523556,0.02,detected,True,4.16097883584849,-52.283210184570216,35.46289287669083,63.17555570303751,2.5455899795570884,15.183021313045884
18,4.0776312593202375,4.077537201779996,0.008257660148459868,3.9599286227204074,0.001,detected,True,3.2891735204389576,0.02,detected,True,3.961852107196902,-50.60735658133591,-34.93480025927737,61.494266475063256,-2.5373992119532307,15.52372844871969
19,4.110661899914077,4.110874252271527,0.008257660148459868,3.9073650987937882,0.001,detected,True,3.1635367180551444,0.065,inconclusive,False,3.914260812234251,-46.82571597376711,-39.05052966455753,60.9720554314712,-2.4464877340401836,15.576711410393527
20,4.204592784102808,4.204692774000098,0.008257660148459868,3.7445288727779396,0.002,detected,True,3.2103975175516943,0.045,inconclusive,False,3.746339436261923,18.415363653509036,-56.58510535963562,59.5063002299088,-1.256161608938501,15.885281091253255
