period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.8441903278545855,3.2858326481299667,3.2690408235344197,3.2972581078553653,4.844187086458591,127,1,0.0005372118298517542
