period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.634729017046842,3.2218571784775327,3.210583535599079,3.279781409996856,4.634728988229636,103,1,3.948765398295279e-06
