bin_low,bin_high,count,r2_zeros,r2_montgomery_bin_average,r2_gue_q025,r2_gue_q975,r2_poisson_mean
0.0,0.1,3,0.009998665706527984,0.010880075773905347,0.0,0.023515089216891483,1.0033166456179312
0.1,0.2,24,0.07999199338600853,0.07413404796904365,0.046638119081621944,0.10333697526628624,1.0005285417566683
0.2,0.30000000000000004,42,0.13999065727105012,0.19095854114451255,0.14330587531825312,0.24005525005820808,0.9956583108035442
0.30000000000000004,0.4,71,0.23665876610452471,0.34397032721535337,0.28637711869206256,0.4035049651914489,0.9997594611922498
0.4,0.5,128,0.4266666541607058,0.5115819583831043,0.4367256512534703,0.5866051572474947,1.0000673197870884
0.5,0.6000000000000001,205,0.6833561062778616,0.6721885543830428,0.5868371914226632,0.7567594015502674,1.0006144550741185
0.6000000000000001,0.7000000000000001,257,0.8567237926752233,0.8080880987057939,0.7200264426380416,0.8998868529683843,0.999373279374589
0.7000000000000001,0.8,275,0.9167583737386805,0.9082828445338809,0.8096352864602679,1.0069363127324447,0.9966563500446249
0.8,0.9,310,1.03347118653702,0.9696220624379864,0.8604169984739078,1.0802044031591553,1.0010886589332255
0.9,1.0,314,1.0468412201036517,0.9961768215519745,0.8899354620076741,1.0971626201853757,0.997459982340183
1.0,1.1,286,0.9535241310827021,0.9971682598039076,0.8900171689585836,1.1014087468046303,0.99849073086529
1.1,1.2000000000000002,294,0.9802288362968784,0.9840897678865965,0.8835998671886441,1.090258021979359,0.9974655993955915
1.2000000000000002,1.3,272,0.9069086356707524,0.9677947309947522,0.8667210312550239,1.0709454750884293,0.9999540685924477
1.3,1.4000000000000001,291,0.9702912434287778,0.9562443325964873,0.8501933250082827,1.057352867272127,0.9973996208854518
1.4000000000000001,1.5,287,0.9569858360795783,0.9533617580525252,0.8536029009063835,1.053539952887327,0.9988935452149845
1.5,1.6,289,0.9636868809032131,0.9591011977685195,0.8540165715543518,1.0672055724216136,0.9962514284178611
1.6,1.7000000000000002,318,1.0604244075266163,0.9705117715364148,0.8673531040845346,1.064239683879979,1.001258747235868
1.7000000000000002,1.8,295,0.9837598706355932,0.9833461401644016,0.8834656722158437,1.0845701017247578,1.0009097717109572
1.8,1.9000000000000001,289,0.9637833557185993,0.993684068203446,0.8944379176359135,1.1035963840077454,0.9981648963247972
1.9000000000000001,2.0,301,1.0038355398034342,0.999117942057802,0.8865644407284251,1.1007882266220697,0.9992899067045261
2.0,2.1,315,1.0505606233327076,0.9992406350449041,0.9006721815242659,1.0977870423079417,0.9991595666637995
2.1,2.2,280,0.933862830306563,0.9954171041495951,0.8975510255422601,1.1040632826018866,0.9984733269095561
2.2,2.3000000000000003,269,0.8972053047494658,0.990034169399947,0.8906700330567779,1.091459589100643,0.9979435703988823
2.3000000000000003,2.4000000000000004,307,1.0239822364462423,0.98554896777027,0.8808121371115033,1.0872962891108546,0.9989559025173118
2.4000000000000004,2.5,294,0.9806541550623781,0.9836689151281006,0.8872612460176218,1.0947074279865918,1.0002881658807388
2.5,2.6,303,1.0107079143372593,0.9849051611236193,0.8869762936287461,1.0946841182425149,0.9981634434839978
2.6,2.7,335,1.1174866435233655,0.9885881806301873,0.8837425904469183,1.0968551559567379,0.9971091104621628
2.7,2.8000000000000003,285,0.9507293266006966,0.9932735949609561,0.8941194894856953,1.1046882250088765,1.000575730254399
2.8000000000000003,2.9000000000000004,274,0.9140650220381055,0.9973497911610998,0.8936628170529805,1.1109097470257525,0.9986364212535263
2.9000000000000004,3.0,284,0.9474566865623152,0.9996180044904006,0.894243389980194,1.1043530984038354,0.9996601108719275
3.0,3.1,317,1.057583789223623,0.9996542907833564,0.8912097247849188,1.1013105285925529,0.9994850327293675
3.1,3.2,299,0.9975650149859969,0.9978593113900632,0.9002900877450031,1.1048501759968077,1.003609792871436
