versao,bloco,p,r,eligible,d1,Delta,J,zeros_rel_sup,razao_Zp_Z,polos_rel_sup,arq_rel_sup,B2_rel_sup,theta_rel,orcamento2,orcamento_anterior
m4-v1,b01,47,1,True,1,2,5,6.7308768453e-05,0.09781276473451182,1.497268e-09,1.465751e-09,6.7311731469e-05,1.847712812500044e-11,6.731174994612813e-05,0.0006881418844771281
m4-v1,b01,7,2,False,1,2,5,0.000120170340358,0.09781276473451182,2.67316e-09,2.616892e-09,0.000120175630407,2.2618342390682442e-11,0.0001201756530253424,0.0012285805486183423
m4-v1,b01,53,1,True,1,2,5,7.0998255913e-05,0.09781276473451184,1.579339e-09,1.546096e-09,7.1001381345e-05,1.6643669200965635e-11,7.100139798866921e-05,0.0007258619426436692
m4-v1,b01,59,1,False,1,2,5,5.5055785992e-05,0.09781276473451182,1.224703e-09,1.198924e-09,5.5058209617e-05,5.845631481235986e-12,5.505821546263148e-05,0.0005628715628456315
m4-v1,b01,61,1,False,1,2,5,7.3600500633e-05,0.09781276473451184,1.637226e-09,1.602763e-09,7.3603740619e-05,2.3333856072735964e-11,7.360376395285607e-05,0.0007524664103338561
m4-v1,b01,2,6,False,1,2,5,0.000386024782354,0.09781276473451184,8.587023e-09,8.406273e-09,0.000386041775647,8.010669599282351e-11,0.00038604185575369604,0.003946585638106696
m4-v1,b01,67,1,False,1,2,5,7.3251260097e-05,0.09781276473451184,1.629457e-09,1.595158e-09,7.3254484709e-05,1.711213779582264e-11,7.32545018211378e-05,0.0007488958881121377
m4-v1,b01,71,1,False,1,2,5,6.5920761752e-05,0.09781276473451184,1.466392e-09,1.435525e-09,6.5923663666e-05,3.215236273629136e-11,6.592369581836274e-05,0.0006739513911523627
m4-v1,b01,73,1,False,1,2,5,6.7672082528e-05,0.09781276473451182,1.50535e-09,1.473663e-09,6.7675061538e-05,2.3289203780141397e-11,6.767508482720378e-05,0.0006918562882892038
m4-v1,b01,79,1,False,1,2,5,6.2798759901e-05,0.09781276473451181,1.396944e-09,1.367539e-09,6.2801524381e-05,3.916490935431791e-12,6.280152829749094e-05,0.0006420330819164909
m4-v1,b01,3,4,False,1,2,5,0.000284832980042,0.09781276473451184,6.336038e-09,6.202669e-09,0.000284845518746,1.6489514488592647e-10,0.0002848456836411449,0.0029120352908951447
m4-v1,b01,83,1,False,1,2,5,6.8909484925e-05,0.09781276473451184,1.532875e-09,1.500609e-09,6.8912518407e-05,3.0925222307894806e-12,6.891252149952224e-05,0.0007045070470925222
m4-v1,b01,89,1,False,1,2,5,6.3418288377e-05,0.09781276473451182,1.410725e-09,1.38103e-09,6.342108013e-05,5.3096701464089416e-11,6.342113322670146e-05,0.0006483669790967015
m4-v1,b01,97,1,False,1,2,5,8.3033008651e-05,0.09781276473451182,1.847049e-09,1.80817e-09,8.3036663868e-05,5.588633407555131e-12,8.303666945663341e-05,0.0008489011335886334
m4-v1,b01,101,1,False,1,2,5,6.5759960185e-05,0.09781276473451182,1.462815e-09,1.432024e-09,6.576285502e-05,4.1781864964183565e-11,6.576289680186497e-05,0.000672307420781865
m4-v1,b01,103,1,False,1,2,5,6.2598816399e-05,0.09781276473451184,1.392496e-09,1.363185e-09,6.2601572077e-05,1.1215274394200479e-11,6.260158329227439e-05,0.0006399889352152743
m4-v1,b01,107,1,False,1,2,5,7.2731482942e-05,0.09781276473451182,1.617895e-09,1.583839e-09,7.2734684672e-05,5.1803925649157156e-11,7.273473647592565e-05,0.0007435818988039256
m4-v1,b01,109,1,False,1,2,5,8.6688749487e-05,0.09781276473451182,1.92837e-09,1.88778e-09,8.6692565634e-05,6.166853413900845e-11,8.669262730253414e-05,0.0008862762356685341
m4-v1,b01,113,1,False,1,2,5,6.2401952513e-05,0.09781276473451181,1.388117e-09,1.358898e-09,6.2404699525e-05,4.5783878692913514e-11,6.24047453088787e-05,0.0006379763007838787
m4-v1,b01,11,2,False,1,2,5,0.00013322819374,0.09781276473451184,2.963628e-09,2.901246e-09,0.000133234058612,1.6303091520924433e-10,0.0001332342216429152,0.001362079723030915
m4-v1,b01,5,3,False,1,2,5,0.000264149424733,0.09781276473451184,5.875937e-09,5.752253e-09,0.000264161052921,8.551605241773584e-11,0.0002641611384370524,0.0027005736045160526
m4-v1,b01,127,1,False,1,2,5,8.2544124769e-05,0.09781276473451182,1.836174e-09,1.797524e-09,8.2547758465e-05,6.280790831223153e-11,8.254782127290832e-05,0.0008439030088079083
m4-v1,b01,2,7,False,1,2,5,0.000567532822926,0.09781276473451182,1.2624623e-08,1.2358884e-08,0.00056755780643,4.075645289799301e-10,0.000567558213994529,0.005802262191564529
m4-v1,b01,131,1,False,1,2,5,7.35280956e-05,0.09781276473451184,1.635615e-09,1.601187e-09,7.3531332399e-05,5.072526908958983e-12,7.353133747152692e-05,0.0007517261480725269
