versao,bloco,p,r,eligible,d1,Delta,J,zeros_rel_sup,razao_Zp_Z,polos_rel_sup,arq_rel_sup,B2_rel_sup,theta_rel,orcamento2,orcamento_anterior
m4-v1,b07,61,1,False,4,2,2,2.179083451e-06,0.3016025720048515,3.547e-11,2.5578e-11,2.179144495e-06,3.963559976799739e-13,2.1791448913559977e-06,7.225079396355998e-06
m4-v1,b07,2,6,False,4,2,2,1.5476610431e-05,0.3016025720048515,2.5191e-10,1.81652e-10,1.547704399e-05,3.751711029291803e-11,1.5477081507110293e-05,5.131505651711029e-05
m4-v1,b07,67,1,False,4,2,2,2.613519709e-06,0.3016025720048515,4.2541e-11,3.0677e-11,2.613592924e-06,2.026061764705752e-12,2.6135949500617647e-06,8.665519026061764e-06
m4-v1,b07,71,1,False,4,2,2,2.668053734e-06,0.3016025720048515,4.3429e-11,3.1317e-11,2.668128476e-06,4.461147024655389e-12,2.6681329371470244e-06,8.846337461147025e-06
m4-v1,b07,73,1,False,4,2,2,2.246617394e-06,0.3016025720048515,3.6569e-11,2.637e-11,2.246680331e-06,2.913326890289655e-13,2.246680622332689e-06,7.448998291332689e-06
m4-v1,b07,79,1,False,4,2,2,2.191258487e-06,0.3016025720048515,3.5668e-11,2.5721e-11,2.191319872e-06,9.22022233272015e-14,2.1913199642022237e-06,7.265447092202223e-06
m4-v1,b07,3,4,False,4,2,2,8.782449005e-06,0.3016025720048515,1.42951e-10,1.03082e-10,8.782695035e-06,9.066005685088753e-12,8.782704101005686e-06,2.9119534066005684e-05
m4-v1,b07,83,1,False,4,2,2,2.169613748e-06,0.3016025720048515,3.5316e-11,2.5466e-11,2.169674527e-06,1.1253513325499971e-12,2.1696756523513327e-06,7.193681125351333e-06
m4-v1,b07,89,1,False,4,2,2,2.875709112e-06,0.3016025720048515,4.6809e-11,3.3754e-11,2.875789672e-06,9.475457150619496e-12,2.8757991474571505e-06,9.53485447545715e-06
m4-v1,b07,97,1,False,4,2,2,2.551336162e-06,0.30160257200485147,4.1529e-11,2.9947e-11,2.551407635e-06,4.558191228495243e-12,2.5514121931912286e-06,8.459342558191228e-06
m4-v1,b07,101,1,False,4,2,2,2.965015966e-06,0.3016025720048515,4.8262e-11,3.4802e-11,2.965099028e-06,3.1431047917193273e-12,2.9651021711047917e-06,9.83095914310479e-06
m4-v1,b07,103,1,False,4,2,2,2.954343823e-06,0.30160257200485147,4.8089e-11,3.4677e-11,2.954426585e-06,6.118352669251585e-12,2.954432703352669e-06,9.795576118352669e-06
m4-v1,b07,107,1,False,4,2,2,2.688879116e-06,0.3016025720048515,4.3768e-11,3.1561e-11,2.688954442e-06,2.0342009426420924e-12,2.6889564762009426e-06,8.915384034200943e-06
m4-v1,b07,109,1,False,4,2,2,2.277440606e-06,0.3016025720048515,3.7071e-11,2.6732e-11,2.277504406e-06,2.572638023382236e-12,2.2775069786380232e-06,7.551199572638024e-06
m4-v1,b07,113,1,False,4,2,2,2.648930793e-06,0.3016025720048516,4.3117e-11,3.1092e-11,2.649004999e-06,7.980533657473688e-13,2.6490057970533658e-06,8.782928798053365e-06
m4-v1,b07,11,2,False,4,2,2,5.1983724e-06,0.3016025720048515,8.4614e-11,6.1015e-11,5.198518026e-06,2.5140835446059217e-11,5.198543166835446e-06,1.7236008140835444e-05
m4-v1,b07,5,3,False,4,2,2,9.611269613e-06,0.3016025720048515,1.56441e-10,1.1281e-10,9.611538862e-06,7.88930801667581e-12,9.611546751308018e-06,3.186761188930801e-05
m4-v1,b07,127,1,False,4,2,2,2.651856132e-06,0.3016025720048515,4.3165e-11,3.1127e-11,2.65193042e-06,1.0086252920650778e-11,2.651940506252921e-06,8.79263708625292e-06
m4-v1,b07,2,7,False,4,2,2,2.2698908755e-05,0.30160257200485147,3.69465e-10,2.66421e-10,2.2699544639e-05,6.311670525978208e-11,2.269960775570526e-05,7.526169211670527e-05
m4-v1,b07,131,1,False,4,2,2,2.814509567e-06,0.3016025720048515,4.5812e-11,3.3036e-11,2.814588412e-06,2.1314468789372156e-13,2.814588625144688e-06,9.331929213144688e-06
m4-v1,b07,137,1,False,4,2,2,3.053527529e-06,0.3016025720048515,4.9703e-11,3.5841e-11,3.05361307e-06,8.04946788408451e-12,3.053621119467884e-06,1.0124437049467885e-05
m4-v1,b07,139,1,False,4,2,2,3.240901359e-06,0.3016025720048515,5.2753e-11,3.804e-11,3.240992149e-06,1.4132179812165346e-11,3.241006281179812e-06,1.0745709132179812e-05
m4-v1,b07,2,1,True,8,0.5,2,4.8971441e-07,0.31878408328691765,1.2921e-11,8.61e-13,4.89728188e-07,1.0878518572637354e-12,4.897292758518573e-07,1.5362110878518573e-06
m4-v1,b07,3,1,True,8,0.5,2,4.59787489e-07,0.3187840832869176,1.2131e-11,8.08e-13,4.59800426e-07,8.499257618092626e-13,4.598012759257618e-07,1.4423318499257617e-06
m4-v1,b07,2,2,False,8,0.5,2,7.41954666e-07,0.31878408328691765,1.9575e-11,1.304e-12,7.41975542e-07,1.0246980003794602e-14,7.4197555224698e-07,2.3274740102469797e-06
m4-v1,b07,5,1,True,8,0.5,2,4.34086673e-07,0.31878408328691765,1.1453e-11,7.63e-13,4.34098887e-07,3.1279418717005174e-13,4.3409919979418715e-07,1.3617093127941873e-06
m4-v1,b07,7,1,True,8,0.5,2,3.8117999e-07,0.3187840832869176,1.0058e-11,6.7e-13,3.81190715e-07,5.00559780971456e-14,3.811907650559781e-07,1.195743050055978e-06
m4-v1,b07,2,3,False,8,0.5,2,1.110529123e-06,0.31878408328691765,2.9299e-11,1.95e-12,1.11056037e-06,1.1516271083938055e-12,1.1105615216271083e-06,3.4836741516271086e-06
m4-v1,b07,3,2,False,8,0.5,2,8.52092606e-07,0.31878408328691765,2.2481e-11,1.497e-12,8.52116581e-07,1.3256918808727764e-12,8.521179066918809e-07,2.6729723256918806e-06
m4-v1,b07,11,1,True,8,0.5,2,3.31355335e-07,0.3187840832869176,8.743e-12,5.83e-13,3.31364658e-07,3.480238430563266e-13,3.3136500602384305e-07,1.039446348023843e-06
m4-v1,b07,13,1,True,8,0.5,2,4.32667279e-07,0.31878408328691765,1.1416e-11,7.61e-13,4.32679453e-07,4.2435774716937233e-13,4.326798773577472e-07,1.3572564243577471e-06
m4-v1,b07,2,4,False,8,0.5,2,1.644276259e-06,0.31878408328691765,4.338e-11,2.887e-12,1.644322523e-06,1.1124654583319373e-12,1.6443236354654583e-06,5.158011112465458e-06
m4-v1,b07,17,1,True,8,0.5,2,3.61735214e-07,0.3187840832869176,9.545e-12,6.36e-13,3.61745392e-07,3.4383385151278294e-13,3.617457358338515e-07,1.1347463438338514e-06
m4-v1,b07,19,1,True,8,0.5,2,4.12367884e-07,0.31878408328691765,1.088e-11,7.25e-13,4.12379486e-07,2.457618605866412e-13,4.123797317618606e-07,1.2935782457618606e-06
m4-v1,b07,23,1,True,8,0.5,2,3.69301465e-07,0.31878408328691765,9.744e-12,6.5e-13,3.69311856e-07,1.2837589623769857e-13,3.6931198437589624e-07,1.1584811283758962e-06
m4-v1,b07,5,2,False,8,0.5,2,6.97264165e-07,0.31878408328691765,1.8396e-11,1.225e-12,6.97283784e-07,2.554994964897365e-12,6.972863389949649e-07,2.187285554994965e-06
m4-v1,b07,3,3,False,8,0.5,2,1.317859721e-06,0.31878408328691765,3.4769e-11,2.314e-12,1.317896801e-06,2.798806147748503e-13,1.3178970808806147e-06,4.134058279880615e-06
m4-v1,b07,29,1,True,8,0.5,2,4.99038588e-07,0.3187840832869176,1.3167e-11,8.77e-13,4.9905263e-07,4.552231296456798e-13,4.990530852231296e-07,1.5654594552231297e-06
m4-v1,b07,31,1,True,8,0.5,2,4.31926633e-07,0.3187840832869176,1.1396e-11,7.6e-13,4.31938786e-07,2.9999410615436064e-13,4.3193908599410614e-07,1.3549332999941062e-06
m4-v1,b07,2,5,False,8,0.5,2,2.410939955e-06,0.3187840832869176,6.3606e-11,4.233e-12,2.411007791e-06,8.064004633054438e-12,2.4110158550046327e-06,7.5630020640046326e-06
m4-v1,b07,37,1,True,8,0.5,2,4.00887987e-07,0.31878408328691765,1.0578e-11,7.05e-13,4.00899266e-07,4.1629395585940535e-13,4.0089968229395586e-07,1.2575664162939558e-06
m4-v1,b07,41,1,True,8,0.5,2,4.80317265e-07,0.3187840832869176,1.2673e-11,8.44e-13,4.8033078e-07,4.0206720837667896e-13,4.803311820672084e-07,1.5067324020672084e-06
m4-v1,b07,43,1,True,8,0.5,2,5.41156696e-07,0.3187840832869176,1.4278e-11,9.51e-13,5.41171922e-07,6.358340821770922e-13,5.411725578340822e-07,1.697582635834082e-06
m4-v1,b07,47,1,True,8,0.5,2,5.5096137e-07,0.31878408328691765,1.4537e-11,9.68e-13,5.50976872e-07,1.0900185214785491e-12,5.509779620185214e-07,1.7283390900185216e-06
m4-v1,b07,7,2,False,8,0.5,2,1.114715498e-06,0.31878408328691765,2.941e-11,1.958e-12,1.114746862e-06,1.6053128719358653e-12,1.114748467312872e-06,3.4968076053128716e-06
m4-v1,b07,53,1,True,8,0.5,2,5.08372798e-07,0.31878408328691765,1.3413e-11,8.94e-13,5.08387102e-07,1.3982367094941432e-12,5.083885002367095e-07,1.5947413982367095e-06
m4-v1,b07,59,1,False,8,0.5,2,5.79126339e-07,0.3187840832869176,1.528e-11,1.018e-12,5.79142634e-07,7.663916570068104e-13,5.79143400391657e-07,1.816690766391657e-06
m4-v1,b07,61,1,False,8,0.5,2,4.93056166e-07,0.31878408328691765,1.3009e-11,8.67e-13,4.93070039e-07,9.65609474507157e-13,4.930710046094746e-07,1.5466939656094745e-06
m4-v1,b07,2,6,False,8,0.5,2,3.501856795e-06,0.3187840832869176,9.2386e-11,6.147e-12,3.501955326e-06,3.4674382213733357e-13,3.5019556727438222e-06,1.0985143346743822e-05
m4-v1,b07,67,1,False,8,0.5,2,5.91355052e-07,0.31878408328691765,1.5602e-11,1.039e-12,5.91371691e-07,7.237838944338761e-13,5.913724147838944e-07,1.8550517237838944e-06
m4-v1,b07,71,1,False,8,0.5,2,6.0369434e-07,0.3187840832869176,1.5928e-11,1.061e-12,6.03711325e-07,1.0941423043443263e-12,6.037124191423044e-07,1.8937600941423043e-06
m4-v1,b07,73,1,False,8,0.5,2,5.08336915e-07,0.31878408328691765,1.3412e-11,8.94e-13,5.08351218e-07,1.8332593206262646e-12,5.083530512593206e-07,1.5946298332593207e-06
m4-v1,b07,79,1,False,8,0.5,2,4.95810983e-07,0.31878408328691765,1.3082e-11,8.72e-13,4.95824934e-07,1.2597780344121887e-12,4.958261937780344e-07,1.5553362597780346e-06
m4-v1,b07,3,4,False,8,0.5,2,1.987184395e-06,0.31878408328691765,5.2427e-11,3.489e-12,1.987240307e-06,5.038948836688601e-12,1.987245345948837e-06,6.233700038948837e-06
m4-v1,b07,83,1,False,8,0.5,2,4.90913478e-07,0.31878408328691765,1.2953e-11,8.63e-13,4.90927291e-07,2.3316612442256195e-12,4.909296226612442e-07,1.5399733316612441e-06
m4-v1,b07,89,1,False,8,0.5,2,6.50680041e-07,0.3187840832869176,1.7168e-11,1.143e-12,6.50698349e-07,1.396820202653507e-12,6.506997458202026e-07,2.041152396820203e-06
m4-v1,b07,97,1,False,8,0.5,2,5.77284925e-07,0.3187840832869176,1.5231e-11,1.015e-12,5.77301168e-07,7.193046220688379e-13,5.77301887304622e-07,1.810914719304622e-06
m4-v1,b07,101,1,False,8,0.5,2,6.70887296e-07,0.3187840832869176,1.7701e-11,1.179e-12,6.70906172e-07,8.5369004565288e-13,6.709070256900456e-07,2.1045408536900458e-06
m4-v1,b07,103,1,False,8,0.5,2,6.68472535e-07,0.31878408328691765,1.7637e-11,1.175e-12,6.68491343e-07,2.3621198072113468e-12,6.684937051198072e-07,2.0969673621198073e-06
m4-v1,b07,107,1,False,8,0.5,2,6.08406451e-07,0.31878408328691765,1.6052e-11,1.069e-12,6.08423569e-07,1.8825928041237612e-13,6.084237572592805e-07,1.9085411882592805e-06
m4-v1,b07,109,1,False,8,0.5,2,5.15311212e-07,0.31878408328691765,1.3596e-11,9.06e-13,5.15325711e-07,5.224337609452251e-13,5.153262334337609e-07,1.616506522433761e-06
m4-v1,b07,113,1,False,8,0.5,2,5.99367436e-07,0.3187840832869176,1.5814e-11,1.053e-12,5.993843e-07,7.368009518217949e-13,5.993850368009519e-07,1.8801867368009518e-06
m4-v1,b07,11,2,False,8,0.5,2,1.176223683e-06,0.31878408328691765,3.1032e-11,2.066e-12,1.176256778e-06,3.1041894698229015e-12,1.1762598821894699e-06,3.6897571041894695e-06
m4-v1,b07,5,3,False,8,0.5,2,2.174719714e-06,0.31878408328691765,5.7374e-11,3.818e-12,2.174780903e-06,4.839210364790129e-12,2.174785742210365e-06,6.821987839210365e-06
m4-v1,b07,127,1,False,8,0.5,2,6.00029346e-07,0.3187840832869176,1.5831e-11,1.055e-12,6.00046228e-07,3.062652690062644e-13,6.000465342652689e-07,1.882262306265269e-06
m4-v1,b07,2,7,False,8,0.5,2,5.136029508e-06,0.31878408328691765,1.35498e-10,9.015e-12,5.136174018e-06,7.651421406059086e-12,5.136181669421406e-06,1.6111464651421406e-05
m4-v1,b07,131,1,False,8,0.5,2,6.36832562e-07,0.3187840832869176,1.6802e-11,1.119e-12,6.3685048e-07,3.4096092818332446e-12,6.368538896092818e-07,1.9977154096092816e-06
m4-v1,b07,137,1,False,8,0.5,2,6.90914602e-07,0.3187840832869176,1.8229e-11,1.214e-12,6.90934042e-07,2.455063623542854e-12,6.909364970636235e-07,2.1673664550636238e-06
m4-v1,b07,139,1,False,8,0.5,2,7.33311245e-07,0.3187840832869176,1.9347e-11,1.288e-12,7.33331878e-07,1.7953299295193707e-12,7.333336733299296e-07,2.3003617953299295e-06
m4-v1,b07,2,1,True,8,1,2,3.83423022e-07,0.3823996820031611,1.3905e-11,8.61e-13,3.83437784e-07,6.105467945293177e-13,3.8343839454679454e-07,1.0026926105467945e-06
m4-v1,b07,3,1,True,8,1,2,3.59991671e-07,0.3823996820031611,1.3055e-11,8.08e-13,3.60005531e-07,3.18884580608485e-13,3.600058498845806e-07,9.414173188845807e-07
m4-v1,b07,2,2,False,8,1,2,5.8091511e-07,0.3823996820031611,2.1066e-11,1.304e-12,5.80937476e-07,1.438963102681155e-14,5.809374903896311e-07,1.519155014389631e-06
m4-v1,b07,5,1,True,8,1,2,3.39869158e-07,0.38239968200316116,1.2325e-11,7.63e-13,3.39882244e-07,5.658918884262983e-13,3.398828098918884e-07,8.887945658918885e-07
m4-v1,b07,7,1,True,8,1,2,2.98445749e-07,0.3823996820031611,1.0823e-11,6.7e-13,2.98457239e-07,1.05367422827443e-13,2.984573443674228e-07,7.804681053674229e-07
m4-v1,b07,2,3,False,8,1,2,8.69491327e-07,0.3823996820031611,3.153e-11,1.95e-12,8.69524804e-07,1.4224266017039192e-13,8.695249462426602e-07,2.27381114224266e-06
m4-v1,b07,3,2,False,8,1,2,6.67147862e-07,0.38239968200316116,2.4193e-11,1.497e-12,6.67173549e-07,1.8413420170097444e-13,6.671737331342017e-07,1.7446621841342016e-06
m4-v1,b07,11,1,True,8,1,2,2.59435421e-07,0.3823996820031611,9.409e-12,5.83e-13,2.59445409e-07,1.7636857141494336e-13,2.594455853685714e-07,6.784521763685715e-07
m4-v1,b07,13,1,True,8,1,2,3.3875784e-07,0.3823996820031611,1.2285e-11,7.61e-13,3.38770883e-07,3.0397056629192284e-13,3.3877118697056627e-07,8.858883039705663e-07
m4-v1,b07,2,4,False,8,1,2,1.287389872e-06,0.3823996820031611,4.6684e-11,2.887e-12,1.28743944e-06,2.0600435278452406e-12,1.2874415000435279e-06,3.366661060043528e-06
m4-v1,b07,17,1,True,8,1,2,2.83221417e-07,0.3823996820031611,1.0271e-11,6.36e-13,2.83232321e-07,1.3374568603250545e-13,2.83232454745686e-07,7.40655133745686e-07
m4-v1,b07,19,1,True,8,1,2,3.22864382e-07,0.3823996820031611,1.1709e-11,7.25e-13,3.22876813e-07,5.740527326217378e-13,3.2287738705273266e-07,8.443255740527326e-07
m4-v1,b07,23,1,True,8,1,2,2.8914543e-07,0.3823996820031611,1.0486e-11,6.5e-13,2.89156563e-07,8.86210923110828e-13,2.891574492109231e-07,7.561478862109231e-07
m4-v1,b07,5,2,False,8,1,2,5.45924579e-07,0.3823996820031611,1.9797e-11,1.225e-12,5.45945598e-07,1.3976871922197056e-12,5.459469956871922e-07,1.4276523976871922e-06
m4-v1,b07,3,3,False,8,1,2,1.031821295e-06,0.3823996820031611,3.7416e-11,2.314e-12,1.031861022e-06,2.7177357594494533e-12,1.0318637397357596e-06,2.6983237177357595e-06
m4-v1,b07,29,1,True,8,1,2,3.90723409e-07,0.3823996820031611,1.417e-11,8.77e-13,3.90738453e-07,2.6056381919086776e-13,3.9073871356381923e-07,1.0217842605638192e-06
m4-v1,b07,31,1,True,8,1,2,3.38177949e-07,0.3823996820031611,1.2264e-11,7.6e-13,3.3819097e-07,6.21397330362414e-13,3.381915913973304e-07,8.843726213973304e-07
m4-v1,b07,2,5,False,8,1,2,1.887650973e-06,0.3823996820031611,6.845e-11,4.233e-12,1.887723652e-06,5.41349616997832e-12,1.88772906549617e-06,4.93640941349617e-06
m4-v1,b07,37,1,True,8,1,2,3.1387617e-07,0.38239968200316116,1.1383e-11,7.05e-13,3.13888255e-07,4.204351330516184e-13,3.13888675435133e-07,8.20820420435133e-07
m4-v1,b07,41,1,True,8,1,2,3.76065506e-07,0.3823996820031611,1.3638e-11,8.44e-13,3.76079985e-07,6.178068456677577e-13,3.7608060280684566e-07,9.834526178068456e-07
m4-v1,b07,43,1,True,8,1,2,4.23699878e-07,0.3823996820031611,1.5365e-11,9.51e-13,4.23716191e-07,4.908789776389927e-13,4.2371668187897765e-07,1.1080214908789776e-06
m4-v1,b07,47,1,True,8,1,2,4.3137647e-07,0.38239968200316116,1.5644e-11,9.68e-13,4.31393079e-07,1.4896851482612083e-12,4.313945686851483e-07,1.1280974896851482e-06
m4-v1,b07,7,2,False,8,1,2,8.72769059e-07,0.3823996820031611,3.1649e-11,1.958e-12,8.72802662e-07,8.240004325592916e-13,8.728034860004325e-07,2.2823838240004326e-06
m4-v1,b07,53,1,True,8,1,2,3.98031649e-07,0.3823996820031611,1.4435e-11,8.94e-13,3.98046975e-07,6.237658353032271e-13,3.9804759876583527e-07,1.0408956237658353e-06
m4-v1,b07,59,1,False,8,1,2,4.53428297e-07,0.38239968200316116,1.6443e-11,1.018e-12,4.53445755e-07,4.709088136511344e-13,4.534462259088136e-07,1.1857634709088136e-06
m4-v1,b07,61,1,False,8,1,2,3.86039458e-07,0.38239968200316116,1.4e-11,8.67e-13,3.86054321e-07,1.4765823304798012e-12,3.860557975823305e-07,1.0095364765823305e-06
m4-v1,b07,2,6,False,8,1,2,2.741786818e-06,0.3823996820031611,9.9421e-11,6.147e-12,2.741892383e-06,1.331602183034245e-12,2.741893714602183e-06,7.170059331602183e-06
m4-v1,b07,67,1,False,8,1,2,4.63002796e-07,0.3823996820031611,1.679e-11,1.039e-12,4.63020623e-07,7.24876476574185e-13,4.630213478764766e-07,1.2108027248764765e-06
m4-v1,b07,71,1,False,8,1,2,4.72663869e-07,0.3823996820031611,1.7141e-11,1.061e-12,4.72682068e-07,1.8260175959439317e-12,4.7268389401759596e-07,1.236067826017596e-06
m4-v1,b07,73,1,False,8,1,2,3.98003555e-07,0.38239968200316116,1.4433e-11,8.94e-13,3.98018879e-07,7.836793433599858e-13,3.980196626793434e-07,1.0408227836793433e-06
m4-v1,b07,79,1,False,8,1,2,3.88196348e-07,0.38239968200316116,1.4078e-11,8.72e-13,3.88211295e-07,5.66717422446019e-13,3.8821186171742244e-07,1.0151755667174224e-06
m4-v1,b07,3,4,False,8,1,2,1.555870584e-06,0.38239968200316116,5.6419e-11,3.489e-12,1.555930489e-06,1.78795651949646e-12,1.5559322769565193e-06,4.068765787956519e-06
m4-v1,b07,83,1,False,8,1,2,3.84361835e-07,0.3823996820031611,1.3939e-11,8.63e-13,3.84376634e-07,1.1487040167986804e-12,3.8437778270401684e-07,1.0051481487040168e-06
m4-v1,b07,89,1,False,8,1,2,5.09451432e-07,0.38239968200316116,1.8475e-11,1.143e-12,5.09471047e-07,9.313679482547182e-14,5.094711401367947e-07,1.3322700931367947e-06
m4-v1,b07,97,1,False,8,1,2,4.51986558e-07,0.3823996820031611,1.6391e-11,1.015e-12,4.5200396e-07,6.258206073330733e-14,4.520040225820607e-07,1.1819930625820608e-06
m4-v1,b07,101,1,False,8,1,2,5.25272749e-07,0.3823996820031611,1.9048e-11,1.179e-12,5.25292973e-07,4.29668301246771e-13,5.252934026683012e-07,1.3736444296683014e-06
m4-v1,b07,103,1,False,8,1,2,5.23382106e-07,0.3823996820031611,1.898e-11,1.175e-12,5.23402258e-07,1.7143604320804948e-12,5.23403972360432e-07,1.368701714360432e-06
m4-v1,b07,107,1,False,8,1,2,4.76353228e-07,0.38239968200316116,1.7275e-11,1.069e-12,4.76371568e-07,1.4959887664925396e-12,4.763730639887665e-07,1.2457154959887665e-06
m4-v1,b07,109,1,False,8,1,2,4.03464097e-07,0.38239968200316116,1.4631e-11,9.06e-13,4.03479631e-07,5.376997898741026e-13,4.0348016869978986e-07,1.0551025376997899e-06
m4-v1,b07,113,1,False,8,1,2,4.6927611e-07,0.3823996820031611,1.7018e-11,1.053e-12,4.69294179e-07,1.7747657668043146e-13,4.692943564765767e-07,1.2272071774765767e-06
m4-v1,b07,11,2,False,8,1,2,9.20927033e-07,0.38239968200316116,3.3395e-11,2.066e-12,9.20962491e-07,1.0856094786203702e-12,9.209635766094787e-07,2.4083220856094786e-06
m4-v1,b07,5,3,False,8,1,2,1.702701793e-06,0.3823996820031611,6.1743e-11,3.818e-12,1.702767351e-06,2.787637556647188e-13,1.7027676297637557e-06,4.4527432787637554e-06
m4-v1,b07,127,1,False,8,1,2,4.69794354e-07,0.38239968200316116,1.7037e-11,1.055e-12,4.69812442e-07,1.9242160152879656e-12,4.698143662160153e-07,1.2285639242160152e-06
m4-v1,b07,2,7,False,8,1,2,4.021266095e-06,0.3823996820031611,1.45817e-10,9.015e-12,4.021420924e-06,1.3793461525321184e-11,4.021434717461525e-06,1.0516041793461526e-05
m4-v1,b07,131,1,False,8,1,2,4.98609517e-07,0.3823996820031611,1.8082e-11,1.119e-12,4.98628714e-07,2.2156602791880575e-12,4.986309296602792e-07,1.3039192156602792e-06
m4-v1,b07,137,1,False,8,1,2,5.40953174e-07,0.38239968200316116,1.9617e-11,1.214e-12,5.40974002e-07,2.0096776793035645e-12,5.409760116776793e-07,1.4146520096776794e-06
m4-v1,b07,139,1,False,8,1,2,5.74147723e-07,0.38239968200316116,2.0821e-11,1.288e-12,5.74169829e-07,1.250651361309411e-13,5.741699540651361e-07,1.5014571250651361e-06
m4-v1,b07,2,1,True,8,2,2,3.30277328e-07,0.4487970940035411,1.6538e-11,8.61e-13,3.30294724e-07,5.973937187242666e-13,3.3029532139371876e-07,7.359365973937187e-07
m4-v1,b07,3,1,True,8,2,2,3.10093761e-07,0.44879709400354106,1.5528e-11,8.08e-13,3.10110095e-07,1.5152793339262783e-13,3.1011024652793336e-07,6.909621515279335e-07
m4-v1,b07,2,2,False,8,2,2,5.00395331e-07,0.4487970940035411,2.5056e-11,1.304e-12,5.00421688e-07,5.803658464317396e-13,5.004222683658464e-07,1.1149985803658465e-06
m4-v1,b07,5,1,True,8,2,2,2.927604e-07,0.44879709400354106,1.466e-11,7.63e-13,2.9277582e-07,2.6316161897844795e-13,2.9277608316161895e-07,6.52339263161619e-07
m4-v1,b07,7,1,True,8,2,2,2.57078628e-07,0.4487970940035412,1.2873e-11,6.7e-13,2.57092169e-07,3.3524642517329996e-13,2.570925042464252e-07,5.728323352464251e-07
m4-v1,b07,2,3,False,8,2,2,7.48972429e-07,0.44879709400354106,3.7503e-11,1.95e-12,7.49011879e-07,7.700105503738866e-13,7.490126490105504e-07,1.6688857700105505e-06
m4-v1,b07,3,2,False,8,2,2,5.7467549e-07,0.44879709400354106,2.8775e-11,1.497e-12,5.7470576e-07,1.3496398413923648e-12,5.747071096398414e-07,1.2805123496398414e-06
m4-v1,b07,11,1,True,8,2,2,2.23475463e-07,0.4487970940035411,1.1191e-11,5.83e-13,2.23487234e-07,2.670199142884556e-13,2.2348750101991429e-07,4.979562670199143e-07
m4-v1,b07,13,1,True,8,2,2,2.9180312e-07,0.44879709400354106,1.4612e-11,7.61e-13,2.9181849e-07,6.521180528308308e-13,2.918191421180528e-07,6.502066521180528e-07
m4-v1,b07,2,4,False,8,2,2,1.108946679e-06,0.44879709400354106,5.5526e-11,2.887e-12,1.109005089e-06,2.1591300201355915e-12,1.1090072481300201e-06,2.4709931591300204e-06
m4-v1,b07,17,1,True,8,2,2,2.43964518e-07,0.4487970940035411,1.2217e-11,6.36e-13,2.43977368e-07,7.736889052268375e-13,2.4397814168890526e-07,5.436117736889051e-07
m4-v1,b07,19,1,True,8,2,2,2.78112631e-07,0.4487970940035411,1.3927e-11,7.25e-13,2.78127279e-07,6.35659726256776e-13,2.7812791465972624e-07,6.197016356597263e-07
m4-v1,b07,23,1,True,8,2,2,2.49067413e-07,0.4487970940035411,1.2472e-11,6.5e-13,2.49080532e-07,2.9237024509569147e-13,2.4908082437024507e-07,5.549812923702451e-07
m4-v1,b07,5,2,False,8,2,2,4.70254786e-07,0.4487970940035411,2.3547e-11,1.225e-12,4.70279555e-07,1.9645353421160133e-12,4.702815195353421e-07,1.047839964535342e-06
m4-v1,b07,3,3,False,8,2,2,8.88802081e-07,0.44879709400354106,4.4504e-11,2.314e-12,8.88848897e-07,3.245727600081402e-13,8.8884922157276e-07,1.9804583245727602e-06
m4-v1,b07,29,1,True,8,2,2,3.36565819e-07,0.4487970940035411,1.6853e-11,8.77e-13,3.36583547e-07,6.755229519194791e-13,3.365842225229519e-07,7.499486755229519e-07
m4-v1,b07,31,1,True,8,2,2,2.91303607e-07,0.44879709400354106,1.4587e-11,7.6e-13,2.91318951e-07,1.9963921498689892e-13,2.91319150639215e-07,6.49093199639215e-07
m4-v1,b07,2,5,False,8,2,2,1.626006482e-06,0.4487970940035411,8.1416e-11,4.233e-12,1.626092127e-06,1.944987722756369e-12,1.6260940719877228e-06,3.6231219449877226e-06
m4-v1,b07,37,1,True,8,2,2,2.70370261e-07,0.4487970940035411,1.3539e-11,7.05e-13,2.70384502e-07,2.613538969360812e-13,2.703847633538969e-07,6.02449261353897e-07
m4-v1,b07,41,1,True,8,2,2,3.23939626e-07,0.4487970940035411,1.6221e-11,8.44e-13,3.23956689e-07,4.663797330968783e-13,3.239571553797331e-07,7.218144663797331e-07
m4-v1,b07,43,1,True,8,2,2,3.64971469e-07,0.4487970940035411,1.8276e-11,9.51e-13,3.64990693e-07,1.2105029746702732e-12,3.649919035029747e-07,8.132432105029747e-07
m4-v1,b07,47,1,True,8,2,2,3.7158402e-07,0.4487970940035411,1.8607e-11,9.68e-13,3.71603592e-07,2.8505200138489974e-13,3.716038770520014e-07,8.279772850520013e-07
m4-v1,b07,7,2,False,8,2,2,7.51795839e-07,0.4487970940035411,3.7644e-11,1.958e-12,7.51835438e-07,3.078239345866415e-12,7.518385162393458e-07,1.6751790782393459e-06
m4-v1,b07,53,1,True,8,2,2,3.42861075e-07,0.4487970940035412,1.7169e-11,8.94e-13,3.42879135e-07,4.383950704178282e-13,3.428795733950704e-07,7.639754383950704e-07
m4-v1,b07,59,1,False,8,2,2,3.90579276e-07,0.4487970940035411,1.9558e-11,1.018e-12,3.90599849e-07,1.6750900474650704e-12,3.906015240900475e-07,8.703036750900475e-07
