versao,bloco,p,r,eligible,d1,Delta,L2_sobre_L0,zeros_rel_sup,orcamento_rel,P0_rel,fr_P0,P1a_rel,fr_P1a,P1b_rel,fr_P1b,P2_rel,fr_P2,P3_rel,fr_P3,fr_proximos,fr_distantes,fr_L0,fr_L2
m4-v2,c10,131,1,False,4,0.5,16.39468476,2.1423617e-05,2.14236987662224e-05,3.64951e-07,0.017034980497929786,1.317402e-05,0.614929603643604,7.884587e-06,0.3680323818244935,2e-12,9.335489146723689e-08,6.3e-11,2.9406790812179622e-06,0.6319645841415339,0.3680354158584661,0.017034980497929786,0.9829650195020703
m4-v2,c10,137,1,False,4,0.5,16.39468476,3.0026592e-05,3.002670902437414e-05,5.11502e-07,0.017034962900726786,1.8464246e-05,0.614929649541728,1.1050762e-05,0.36803242351889404,2e-12,6.660761013926352e-08,8.7e-11,2.897431041057963e-06,0.6319646124424547,0.3680353875575453,0.017034962900726786,0.9829650370992732
m4-v2,c10,139,1,False,4,0.5,16.39468476,2.7447678e-05,2.744778507154699e-05,4.6757e-07,0.017034952128020996,1.6878395e-05,0.6149296379640031,1.0101638e-05,0.3680324224064798,2e-12,7.286589014701968e-08,8e-11,2.914635605880787e-06,0.6319645900920242,0.3680354099079758,0.017034952128020996,0.982965047871979
m4-v2,c10,2,1,True,4,1,11.46737476,1.4535859e-05,1.4535937403947712e-05,3.51442e-07,0.02417757732339974,8.873582e-06,0.6104612281415657,5.310796e-06,0.3653580987440376,2e-12,1.375907109759206e-07,4.3e-11,2.9582002859822927e-06,0.6346388054649654,0.3653611945350346,0.02417757732339974,0.9758224226766002
m4-v2,c10,3,1,True,4,1,11.46737476,1.0672322e-05,1.0672378779251764e-05,2.58032e-07,0.024177665437412958,6.515042e-06,0.6104611280255696,3.899221e-06,0.365358020728184,2e-12,1.874005196054207e-07,3.2e-11,2.998408313686731e-06,0.6346387934629826,0.3653612065370174,0.024177665437412958,0.975822334562587
m4-v2,c10,2,2,False,4,1,11.46737476,2.2517073e-05,2.2517191039312043e-05,5.44408e-07,0.024177558732196125,1.3745806e-05,0.6104613302640186,8.226798e-06,0.3653581354846248,2e-12,8.882146747364522e-08,6.5e-11,2.8866976928934698e-06,0.6346388889962148,0.3653611110037852,0.024177558732196125,0.9758224412678038
m4-v2,c10,5,1,True,4,1,11.46737476,1.1862827e-05,1.1862889709403728e-05,2.86815e-07,0.024177614234306425,7.241799e-06,0.6104611773595734,4.334182e-06,0.36535808942096715,2e-12,1.6859379205624828e-07,3.5e-11,2.950391360984345e-06,0.6346387915938798,0.3653612084061202,0.024177614234306425,0.9758223857656936
m4-v2,c10,7,1,True,4,1,11.46737476,1.1463324e-05,1.146338333723737e-05,2.77156e-07,0.024177616800702767,6.997918e-06,0.6104611836176748,4.18822e-06,0.36535805913290464,2e-12,1.7446937321005327e-07,3.4e-11,2.965979344570906e-06,0.6346388004183775,0.3653611995816225,0.024177616800702767,0.9758223831992973
m4-v2,c10,2,3,False,4,1,11.46737476,3.3991647e-05,3.3991831155580464e-05,8.21835e-07,0.024177552525099254,2.0750591e-05,0.6104613503067547,1.2419128e-05,0.36535815526952586,2e-12,5.883797240346116e-08,9.8e-11,2.883060647769597e-06,0.634638902831854,0.365361097168146,0.024177552525099254,0.9758224474749008
m4-v2,c10,3,2,False,4,1,11.46737476,1.9643704e-05,1.964380715141948e-05,4.74937e-07,0.024177562394148682,1.1991724e-05,0.6104612932313342,7.176989e-06,0.3653581408684073,2e-12,1.0181376643280553e-07,5.7e-11,2.9016923433349574e-06,0.634638855625483,0.36536114437451706,0.024177562394148682,0.9758224376058513
m4-v2,c10,11,1,True,4,1,11.46737476,8.986596e-06,8.986644556704707e-06,2.17275e-07,0.024177659141909256,5.485971e-06,0.6104611064337778,3.283327e-06,0.36535800739812446,2e-12,2.2255353024424583e-07,2.7e-11,3.0044726582973186e-06,0.6346387655756871,0.3653612344243129,0.024177659141909256,0.9758223408580907
m4-v2,c10,13,1,True,4,1,11.46737476,1.250356e-05,1.2503625225826953e-05,3.02306e-07,0.02417758261923039,7.632942e-06,0.6104612076266883,4.568279e-06,0.3653580906439011,2e-12,1.5995436821783484e-07,3.7e-11,2.9591558120299445e-06,0.6346387902459186,0.3653612097540814,0.02417758261923039,0.9758224173807696
m4-v2,c10,2,4,False,4,1,11.46737476,5.0166702e-05,5.0166962760392575e-05,1.212908e-06,0.024177547703996292,3.0624838e-05,0.6104613719030284,1.8328817e-05,0.3653581700964279,2e-12,3.98670759925671e-08,1.44e-10,2.8704294714648313e-06,0.6346389196070247,0.3653610803929753,0.024177547703996292,0.9758224522960037
m4-v2,c10,17,1,True,4,1,11.46737476,1.2467453e-05,1.2467518183239601e-05,3.01433e-07,0.024177581013099782,7.6109e-06,0.6104612014364755,4.555087e-06,0.36535808940699144,2e-12,1.6041761196086549e-07,3.7e-11,2.9677258212760116e-06,0.6346387824495754,0.3653612175504246,0.024177581013099782,0.9758224189869003
m4-v2,c10,19,1,True,4,1,11.46737476,1.3186677e-05,1.3186746019760245e-05,3.18823e-07,0.024177645860199132,8.049959e-06,0.6104611583578435,4.817862e-06,0.3653580865850667,2e-12,1.5166814100738736e-07,3.9e-11,2.957528749644054e-06,0.6346388042180428,0.36536119578195725,0.024177645860199132,0.9758223541398009
m4-v2,c10,23,1,True,4,1,11.46737476,1.024024e-05,1.0240298344779878e-05,2.47585e-07,0.024177641826182688,6.251272e-06,0.6104611158755365,3.741357e-06,0.36535811737335216,2e-12,1.953078080350804e-07,3e-11,2.9296171205262062e-06,0.6346387577017193,0.3653612422982807,0.024177641826182688,0.9758223581738174
m4-v2,c10,5,2,False,4,1,11.46737476,2.7148447e-05,2.71485903341357e-05,6.56383e-07,0.024177547059495434,1.6573081e-05,0.6104613400991946,9.918909e-06,0.36535816608040245,2e-12,7.366902268795942e-08,7.8e-11,2.8730918848304174e-06,0.63463888715869,0.36536111284131,0.024177547059495434,0.9758224529405045
m4-v2,c10,3,3,False,4,1,11.46737476,3.5832514e-05,3.5832719675774356e-05,8.66343e-07,0.024177562053197432,2.1874369e-05,0.6104613459934901,1.3091704e-05,0.36535816165432516,2e-12,5.581521880640216e-08,1.03e-10,2.8744837685297113e-06,0.6346389080466875,0.36536109195331246,0.024177562053197432,0.9758224379468026
m4-v2,c10,29,1,True,4,1,11.46737476,1.3973933e-05,1.3974005698310727e-05,3.37856e-07,0.02417757798999981,8.530548e-06,0.6104612307238496,5.105492e-06,0.365358114129452,2e-12,1.4312356737781666e-07,4.1e-11,2.9340331312452417e-06,0.6346388087138495,0.3653611912861505,0.02417757798999981,0.9758224220100002
m4-v2,c10,31,1,True,4,1,11.46737476,1.2674858e-05,1.2674923425316247e-05,3.06448e-07,0.024177616422550962,7.737513e-06,0.6104612246727066,4.630864e-06,0.36535808194865044,2e-12,1.5779262010227485e-07,3.7e-11,2.919163471892085e-06,0.6346388410952576,0.3653611589047424,0.024177616422550962,0.975822383577449
m4-v2,c10,2,5,False,4,1,11.46737476,7.2531802e-05,7.253219260167136e-05,1.75364e-06,0.02417753049806783,4.427787e-05,0.6104614130120678,2.6500089e-05,0.36535817499544476,2e-12,2.757410927906278e-08,2.07e-10,2.853920310382998e-06,0.6346389435101356,0.3653610564898644,0.02417753049806783,0.9758224695019322
m4-v2,c10,37,1,True,4,1,11.46737476,1.4880512e-05,1.488059055942058e-05,3.59775e-07,0.024177584128618094,9.08398e-06,0.6104612345846271,5.436718e-06,0.3653580899967266,2e-12,1.3440391427207614e-07,4.4e-11,2.9568861139856752e-06,0.6346388187132451,0.3653611812867549,0.024177584128618094,0.9758224158713819
m4-v2,c10,41,1,True,4,1,11.46737476,1.1511124e-05,1.1511185321969032e-05,2.78312e-07,0.024177643723943695,7.027098e-06,0.6104611797451683,4.205684e-06,0.3653580491228923,2e-12,1.7374488864255722e-07,3.4e-11,2.953663106923473e-06,0.634638823469112,0.36536117653088795,0.024177643723943695,0.9758223562760563
m4-v2,c10,43,1,True,4,1,11.46737476,1.4196582e-05,1.4196657095935783e-05,3.4324e-07,0.024177637024102267,8.666467e-06,0.6104611741270263,5.186839e-06,0.36535808951304505,2e-12,1.4087890120092218e-07,4.2e-11,2.958456925219366e-06,0.6346388111511285,0.3653611888488715,0.024177637024102267,0.9758223629758978
m4-v2,c10,47,1,False,4,1,11.46737476,1.1715813e-05,1.1715875891649766e-05,2.83261e-07,0.024177650390668343,7.152053e-06,0.6104611542341893,4.280469e-06,0.36535803725219407,2e-12,1.7070934855605496e-07,3.5e-11,2.987413599730962e-06,0.6346388046248577,0.36536119537514233,0.024177650390668343,0.9758223496093317
m4-v2,c10,7,2,False,4,1,11.46737476,3.1842349e-05,3.184251529365626e-05,7.6987e-07,0.02417754591329693,1.9438527e-05,0.610461349356855,1.1633864e-05,0.3653581526868851,2e-12,6.28094247426109e-08,9.2e-11,2.8892335381601016e-06,0.6346388952701519,0.36536110472984806,0.02417754591329693,0.9758224540867031
m4-v2,c10,53,1,False,4,1,11.46737476,1.4881802e-05,1.4881880631074734e-05,3.59806e-07,0.02417757304757594,9.084767e-06,0.6104612423436723,5.437189e-06,0.36535809358647825,2e-12,1.3439227276685737e-07,4.4e-11,2.9566300008708623e-06,0.6346388153912481,0.3653611846087519,0.02417757304757594,0.975822426952424
m4-v2,c10,59,1,False,4,1,11.46737476,1.6720988e-05,1.672108159223173e-05,4.04273e-07,0.024177569826291424,1.0207519e-05,0.6104612560712599,6.109151e-06,0.36535812404453943,2e-12,1.1961011408771512e-07,4.9e-11,2.93044779514902e-06,0.6346388258975513,0.3653611741024487,0.024177569826291424,0.9758224301737086
m4-v2,c10,61,1,False,4,1,11.46737476,1.5312792e-05,1.531288213265434e-05,3.70227e-07,0.024177617690926394,9.34787e-06,0.6104612226673909,5.594655e-06,0.36535809031386096,2e-12,1.306096945437604e-07,4.5e-11,2.938718127234609e-06,0.6346388403583173,0.3653611596416827,0.024177617690926394,0.9758223823090736
m4-v2,c10,2,6,False,4,1,11.46737476,0.00010277404,0.00010277462649428594,2.484822e-06,0.024177524117543023,6.2739591e-05,0.610461423203467,3.7549339e-05,0.3653581823045268,2e-12,1.9460165852960914e-08,2.93e-10,2.8509142974587744e-06,0.6346389473210099,0.3653610526789901,0.024177524117543023,0.975822475882457
m4-v2,c10,67,1,False,4,1,11.46737476,1.5038644e-05,1.5038731972845284e-05,3.63599e-07,0.024177634017838436,9.180513e-06,0.6104612042662604,5.494493e-06,0.3653581029309078,2e-12,1.3299065188759284e-07,4.4e-11,2.9257943415270427e-06,0.6346388382840987,0.3653611617159013,0.024177634017838436,0.9758223659821615
m4-v2,c10,71,1,False,4,1,11.46737476,1.6451303e-05,1.6451389996501014e-05,3.97753e-07,0.02417758828932164,1.0042887e-05,0.6104612337862455,6.01062e-06,0.36535813865278816,2e-12,1.2157086578515633e-07,4.8e-11,2.9177007788437516e-06,0.6346388220755672,0.3653611779244328,0.02417758828932164,0.9758224117106784
m4-v2,c10,73,1,False,4,1,11.46737476,1.7324815e-05,1.7324909195340806e-05,4.18872e-07,0.024177565817274534,1.0576132e-05,0.6104612567137058,6.329764e-06,0.3653581182743533,2e-12,1.154413081670512e-07,5.1e-11,2.943753358259806e-06,0.6346388225309804,0.36536117746901964,0.024177565817274534,0.9758224341827255
m4-v2,c10,79,1,False,4,1,11.46737476,1.5388049e-05,1.5388139987666183e-05,3.72046e-07,0.024177584496546185,9.393811e-06,0.6104612311302501,5.622151e-06,0.36535813005607276,2e-12,1.2997094174669897e-07,4.5e-11,2.924346189300727e-06,0.6346388156267962,0.36536118437320375,0.024177584496546185,0.9758224155034538
m4-v2,c10,3,4,False,4,1,11.46737476,6.4894265e-05,6.489461524008786e-05,1.568984e-06,0.02417754220280027,3.9615448e-05,0.6104613978873205,2.3709653e-05,0.36535817829961936,2e-12,3.081936106779963e-08,1.85e-10,2.8507908987714663e-06,0.6346389400901207,0.3653610599098793,0.02417754220280027,0.9758224577971998
m4-v2,c10,83,1,False,4,1,11.46737476,1.8391311e-05,1.839141417750745e-05,4.44658e-07,0.024177603801967863,1.1227187e-05,0.6104612513360923,6.719417e-06,0.36535809994694235,2e-12,1.0874696419256086e-07,5.4e-11,2.9361680331991433e-06,0.6346388551380602,0.3653611448619398,0.024177603801967863,0.9758223961980321
m4-v2,c10,89,1,False,4,1,11.46737476,1.8240952e-05,1.824104878638843e-05,4.41022e-07,0.024177567866775416,1.1135399e-05,0.6104613036223207,6.664482e-06,0.36535811331839035,2e-12,1.0964336412594118e-07,5.3e-11,2.9055491493374413e-06,0.6346388714890961,0.36536112851090385,0.024177567866775416,0.9758224321332246
m4-v2,c10,97,1,False,4,1,11.46737476,1.8701854e-05,1.8701960050412608e-05,4.52166e-07,0.02417759646246932,1.1416761e-05,0.6104612915753456,6.832876e-06,0.3653581176074528,2e-12,1.06941240440322e-07,5.4e-11,2.8874134918886943e-06,0.634638888037815,0.365361111962185,0.02417759646246932,0.9758224035375307
m4-v2,c10,101,1,False,4,1,11.46737476,1.5625379e-05,1.5625462619534644e-05,3.77784e-07,0.024177580264422283,9.538692e-06,0.6104612462348928,5.708861e-06,0.36535810157637716,2e-12,1.2799684615771068e-07,4.6e-11,2.9439274616273455e-06,0.634638826499315,0.365361173500685,0.024177580264422283,0.9758224197355777
m4-v2,c10,103,1,False,4,1,11.46737476,1.9223561e-05,1.9223669715951714e-05,4.64779e-07,0.024177564141845482,1.1735243e-05,0.6104612952664453,7.023486e-06,0.36535812346158875,2e-12,1.040389696687909e-07,5.6e-11,2.9130911507261452e-06,0.6346388594082909,0.3653611405917091,0.024177564141845482,0.9758224358581545
m4-v2,c10,107,1,False,4,1,11.46737476,1.8912224e-05,1.891232310103387e-05,4.57252e-07,0.024177581164274063,1.1545185e-05,0.6104612935406721,6.909737e-06,0.36535811137247637,2e-12,1.0575166938263391e-07,5.5e-11,2.9081709080224327e-06,0.6346388747049463,0.3653611252950537,0.024177581164274063,0.975822418835726
m4-v2,c10,109,1,False,4,1,11.46737476,1.8850598e-05,1.885069777617212e-05,4.55762e-07,0.024177580728978233,1.1507564e-05,0.6104612881369743,6.887221e-06,0.3653581073582576,2e-12,1.0609739613648454e-07,5.5e-11,2.9176783937533247e-06,0.6346388688659524,0.36536113113404756,0.024177580728978233,0.9758224192710218
m4-v2,c10,113,1,False,4,1,11.46737476,2.0051256e-05,2.005136283700282e-05,4.84791e-07,0.0241775804435651,1.2240519e-05,0.6104612767016859,7.325892e-06,0.36535815052439097,2e-12,9.974434526864196e-08,5.8e-11,2.8925860127906165e-06,0.634638857145251,0.36536114285474897,0.0241775804435651,0.9758224195564349
m4-v2,c10,11,2,False,4,1,11.46737476,3.0668239e-05,3.0668401066277396e-05,7.41483e-07,0.024177549911237172,1.8721778e-05,0.6104613619221237,1.1204893e-05,0.36535815353497253,2e-12,6.521403703452993e-08,8.8e-11,2.8694176295193166e-06,0.634638911833361,0.36536108816663904,0.024177549911237172,0.9758224500887628
m4-v2,c10,5,3,False,4,1,11.46737476,4.778816e-05,4.77884687065683e-05,1.1554e-06,0.024177533827098533,2.917283e-05,0.6104613849378526,1.7459797e-05,0.3653581725651493,2e-12,4.1851365461482663e-08,1.37e-10,2.866818534111562e-06,0.6346389187649512,0.36536108123504885,0.024177533827098533,0.9758224661729015
m4-v2,c10,127,1,False,4,1,11.46737476,2.1185171e-05,2.1185302077886615e-05,5.12206e-07,0.02417756528538799,1.2932731e-05,0.6104613145313821,7.740177e-06,0.3653581464058573,2e-12,9.440563088049725e-08,6.1e-11,2.879371741855166e-06,0.63463887981677,0.36536112018322997,0.02417756528538799,0.975822434714612
m4-v2,c10,2,7,False,4,1,11.46737476,0.000147744186,0.00014774506482828458,3.572089e-06,0.024177525706052798,9.0192131e-05,0.6104614318781479,5.397955e-05,0.3653581861275467,2e-12,1.353691114977975e-08,4.2e-10,2.8427513414537476e-06,0.6346389575842006,0.36536104241579936,0.024177525706052798,0.9758224742939472
m4-v2,c10,131,1,False,4,1,11.46737476,1.5094579e-05,1.509465960677968e-05,3.64951e-07,0.024177610712715854,9.214659e-06,0.6104612349395495,5.514929e-06,0.3653581068972747,2e-12,1.3249784608188963e-07,4.4e-11,2.9149526138015723e-06,0.6346388456522654,0.36536115434773464,0.024177610712715854,0.9758223892872842
m4-v2,c10,137,1,False,4,1,11.46737476,2.1156034e-05,2.1156155984472414e-05,5.11502e-07,0.02417758710987501,1.2914944e-05,0.6104613150665248,7.729531e-06,0.36535811995061457,2e-12,9.453565033909938e-08,6.1e-11,2.8833373353425312e-06,0.6346389021763998,0.36536109782360016,0.02417758710987501,0.975822412890125
m4-v2,c10,139,1,False,4,1,11.46737476,1.9338992e-05,1.9339112171333297e-05,4.6757e-07,0.024177571144068582,1.180571e-05,0.6104613072507686,7.06566e-06,0.3653581224839053,2e-12,1.0341797439557106e-07,5.6e-11,2.8957032830759897e-06,0.6346388783948372,0.36536112160516276,0.024177571144068582,0.9758224288559314
m4-v2,c10,2,1,True,4,2,8.00322876,1.025093e-05,1.025100571726318e-05,3.51442e-07,0.03428389368541565,6.192988e-06,0.6041387830340565,3.706474e-06,0.36157420161436965,2e-12,1.9510413488095136e-07,3e-11,2.92656202321427e-06,0.6384226767194722,0.36157732328052783,0.03428389368541565,0.9657161063145844
m4-v2,c10,3,1,True,4,2,8.00322876,7.526299e-06,7.526355076929916e-06,2.58032e-07,0.03428401662116848,4.546932e-06,0.6041386039844779,2.721317e-06,0.36157405771171147,2e-12,2.6573461137508894e-07,2.3e-11,3.0559480308135233e-06,0.6384226206056464,0.36157737939435364,0.03428401662116848,0.9657159833788316
m4-v2,c10,2,2,False,4,2,8.00322876,1.5879415e-05,1.5879532930446533e-05,5.44408e-07,0.034283869670059135,9.593376e-06,0.6041389040570182,5.741589e-06,0.36157420349268404,2e-12,1.2594917661040663e-07,4.6e-11,2.896831062039353e-06,0.6384227737270773,0.36157722627292266,0.034283869670059135,0.9657161303299409
m4-v2,c10,5,1,True,4,2,8.00322876,8.365863e-06,8.365925916444887e-06,2.86815e-07,0.03428394587579604,5.054145e-06,0.6041386734599836,3.024882e-06,0.3615741532648909,2e-12,2.3906661698862365e-07,2.5e-11,2.9883327123577955e-06,0.6384226193357796,0.3615773806642204,0.03428394587579604,0.9657160541242039
m4-v2,c10,7,1,True,4,2,8.00322876,8.084127e-06,8.084186296284816e-06,2.77156e-07,0.03428394856937658,4.883938e-06,0.604138749325376,2.923013e-06,0.36157408592857143,2e-12,2.473982058434714e-07,2.4e-11,2.968778470121657e-06,0.6384226978947526,0.3615773021052474,0.03428394856937658,0.9657160514306234
m4-v2,c10,2,3,False,4,2,8.00322876,2.3971474e-05,2.397165179151079e-05,8.21835e-07,0.034283864230165835,1.4482105e-05,0.6041389349285511,8.66747e-06,0.3615742389884046,2e-12,8.343247544863832e-08,6.9e-11,2.878420402978022e-06,0.638422799158717,0.361577200841283,0.034283864230165835,0.9657161357698342
m4-v2,c10,3,2,False,4,2,8.00322876,1.3853067e-05,1.385316945763568e-05,4.74937e-07,0.03428387333265334,8.36918e-06,0.6041388795107049,5.008914e-06,0.3615742153383585,2e-12,1.4437229920032905e-07,4e-11,2.8874459840065806e-06,0.6384227528433583,0.36157724715664175,0.03428387333265334,0.9657161266673466
m4-v2,c10,11,1,True,4,2,8.00322876,6.337497e-06,6.337544017796637e-06,2.17275e-07,0.034284007439523104,3.82873e-06,0.6041385700330241,2.291477e-06,0.361574108919554,2e-12,3.155817046556033e-07,1.9e-11,2.9980261942282316e-06,0.6384225774725473,0.36157742252745273,0.034284007439523104,0.9657159925604769
m4-v2,c10,13,1,True,4,2,8.00322876,8.817718e-06,8.817785149560548e-06,3.02306e-07,0.03428390364679139,5.327129e-06,0.604138777761699,3.188261e-06,0.36157414316891745,2e-12,2.268158994316447e-07,2.6e-11,2.948606692611381e-06,0.6384226814084905,0.36157731859150954,0.03428390364679139,0.9657160963532087
m4-v2,c10,2,4,False,4,2,8.00322876,3.5378392e-05,3.5378652086622965e-05,1.212908e-06,0.03428385778565051,2.137347e-05,0.6041389832253291,1.2791918e-05,0.3615742476079825,2e-12,5.653167063891162e-08,1.01e-10,2.854849367265037e-06,0.6384228410109796,0.36157715898902043,0.03428385778565051,0.9657161422143495
m4-v2,c10,17,1,True,4,2,8.00322876,8.792255e-06,8.792320651047127e-06,3.01433e-07,0.034283900352821646,5.311746e-06,0.6041387988823352,3.179054e-06,0.36157411614600615,2e-12,2.2747277406801274e-07,2.6e-11,2.957146062884166e-06,0.6384226992351569,0.36157730076484307,0.034283900352821646,0.9657160996471783
m4-v2,c10,19,1,True,4,2,8.00322876,9.299464e-06,9.299532376835342e-06,3.18823e-07,0.03428399314326589,5.61817e-06,0.6041386655219421,3.362448e-06,0.3615741153448406,2e-12,2.1506599676476219e-07,2.8e-11,3.010923954706671e-06,0.638422658665208,0.361577341334792,0.03428399314326589,0.9657160068567341
m4-v2,c10,23,1,True,4,2,8.00322876,7.221588e-06,7.221642764892439e-06,2.47585e-07,0.03428398217900369,4.362844e-06,0.6041386430751993,2.611141e-06,0.3615740513797923,2e-12,2.7694716706588603e-07,2.2e-11,3.046418837724746e-06,0.6384226252542029,0.3615773747457971,0.03428398217900369,0.9657160178209963
m4-v2,c10,5,2,False,4,2,8.00322876,1.9145537e-05,1.914567608774059e-05,6.56383e-07,0.03428385394971561,1.1566568e-05,0.6041389371928495,6.922535e-06,0.36157423166321273,2e-12,1.0446295516402957e-07,5.5e-11,2.872731267010813e-06,0.6384227911425651,0.36157720885743494,0.03428385394971561,0.9657161460502844
m4-v2,c10,3,3,False,4,2,8.00322876,2.5269685e-05,2.5269880599653365e-05,8.66343e-07,0.03428387786775865,1.5266405e-05,0.6041389663213531,9.136869e-06,0.36157422740151435,2e-12,7.914619929464115e-08,7.2e-11,2.8492631746070812e-06,0.6384228441891118,0.36157715581088823,0.03428387786775865,0.9657161221322413
m4-v2,c10,29,1,True,4,2,8.00322876,9.85465e-06,9.854724856213829e-06,3.37856e-07,0.0342838958559284,5.95358e-06,0.6041387949006033,3.563189e-06,0.3615741635222985,2e-12,2.0294975288838086e-07,2.9e-11,2.9427714168815225e-06,0.6384226907565318,0.3615773092434682,0.0342838958559284,0.9657161041440716
m4-v2,c10,31,1,True,4,2,8.00322876,8.938521e-06,8.938589820199961e-06,3.06448e-07,0.03428394857452464,5.40011e-06,0.6041386908603621,3.23194e-06,0.36157411618267754,2e-12,2.2375051280820655e-07,2.7e-11,3.0206319229107886e-06,0.6384226394348868,0.36157736056511325,0.03428394857452464,0.9657160514254753
m4-v2,c10,2,5,False,4,2,8.00322876,5.1150632e-05,5.115100575221357e-05,1.75364e-06,0.034283833678011334,3.0902097e-05,0.6041390216063577,1.8494755e-05,0.36157427085124,2e-12,3.910019579618545e-08,1.45e-10,2.8347641952234454e-06,0.6384228552843689,0.36157714471563107,0.034283833678011334,0.9657161663219886
m4-v2,c10,37,1,True,4,2,8.00322876,1.0493985e-05,1.0494061401849594e-05,3.59775e-07,0.03428390590386441,6.339827e-06,0.6041387876166465,3.794356e-06,0.3615741618227041,2e-12,1.9058525969766887e-07,3.1e-11,2.954071525313868e-06,0.638422693520511,0.36157730647948905,0.03428390590386441,0.9657160940961356
m4-v2,c10,41,1,True,4,2,8.00322876,8.117836e-06,8.117895516710036e-06,2.78312e-07,0.034283984058326826,4.904303e-06,0.6041386856089727,2.935202e-06,0.3615741275114584,2e-12,2.46370864772822e-07,2.4e-11,2.9564503772738647e-06,0.6384226696672995,0.36157733033270045,0.034283984058326826,0.9657160159416732
m4-v2,c10,43,1,True,4,2,8.00322876,1.0011666e-05,1.0011740775693883e-05,3.4324e-07,0.034283980309784384,6.048439e-06,0.6041386889084371,3.619962e-06,0.3615741345127832,2e-12,1.9976681220011878e-07,3e-11,2.9965021830017817e-06,0.6384226692182216,0.36157733078177845,0.034283980309784384,0.9657160196902156
m4-v2,c10,47,1,False,4,2,8.00322876,8.262187e-06,8.262250733165008e-06,2.83261e-07,0.03428399284742043,4.991511e-06,0.6041386827760278,2.987395e-06,0.36157405647942914,2e-12,2.420664535352232e-07,2.5e-11,3.0258306691902907e-06,0.6384226756234482,0.36157732437655177,0.03428399284742043,0.9657160071525795
m4-v2,c10,7,2,False,4,2,8.00322876,2.2455754e-05,2.24559177805747e-05,7.6987e-07,0.03428385564700797,1.3566399e-05,0.6041389649755325,8.119424e-06,0.36157424026504736,2e-12,8.906401248784332e-08,6.4e-11,2.850048399610986e-06,0.6384228206225405,0.3615771793774595,0.03428385564700797,0.965716144352992
m4-v2,c10,53,1,False,4,2,8.00322876,1.0494895e-05,1.0494972808697453e-05,3.59806e-07,0.034283887003793555,6.340377e-06,0.6041388098849146,3.794685e-06,0.3615741587271762,2e-12,1.9056873428343917e-07,3.1e-11,2.9538153813933077e-06,0.6384226968887082,0.36157730311129177,0.034283887003793555,0.9657161129962064
m4-v2,c10,59,1,False,4,2,8.00322876,1.1791919e-05,1.1792006381432534e-05,4.04273e-07,0.03428388203928688,7.12396e-06,0.6041387980216294,4.263656e-06,0.3615741821989046,2e-12,1.6960757725243527e-07,3.5e-11,2.9681326019176175e-06,0.6384226800609163,0.3615773199390837,0.03428388203928688,0.9657161179607131
m4-v2,c10,61,1,False,4,2,8.00322876,1.0798836e-05,1.079892085294786e-05,3.70227e-07,0.034283950604708305,6.524e-06,0.6041387952394529,3.904582e-06,0.3615741056703945,2e-12,1.8520502613104014e-07,3.2e-11,2.963280418096642e-06,0.6384227458441613,0.36157725415583875,0.034283950604708305,0.9657160493952917
m4-v2,c10,2,6,False,4,2,8.00322876,7.2477961e-05,7.24785349493212e-05,2.484822e-06,0.034283825396429435,4.378677e-05,0.6041390398803674,2.6206169e-05,0.3615742786828681,2e-12,2.7594592607783927e-08,2.05e-10,2.8284457422978524e-06,0.6384228652767969,0.3615771347232031,0.034283825396429435,0.9657161746035705
m4-v2,c10,67,1,False,4,2,8.00322876,1.0605502e-05,1.0605581475756458e-05,3.63599e-07,0.034283974489107506,6.407199e-06,0.6041387546792898,3.834678e-06,0.3615741592412019,2e-12,1.8858123641213258e-07,3.1e-11,2.9230091643880554e-06,0.6384227291683973,0.36157727083160274,0.034283974489107506,0.9657160255108925
m4-v2,c10,71,1,False,4,2,8.00322876,1.1601733e-05,1.1601817570017462e-05,3.97753e-07,0.034283912092833664,7.009061e-06,0.6041388278084863,4.194889e-06,0.3615741571155841,2e-12,1.723879497720126e-07,3.4e-11,2.9305951461242143e-06,0.6384227399013199,0.3615772600986801,0.034283912092833664,0.9657160879071663
m4-v2,c10,73,1,False,4,2,8.00322876,1.2217748e-05,1.2217839400784376e-05,4.18872e-07,0.03428387621130068,7.38122e-06,0.6041388127360551,4.417625e-06,0.36157420082494696,2e-12,1.6369619459548828e-07,3.6e-11,2.946531502718789e-06,0.6384226889473557,0.36157731105264435,0.03428387621130068,0.9657161237886993
m4-v2,c10,79,1,False,4,2,8.00322876,1.0851908e-05,1.0851993732172821e-05,3.72046e-07,0.03428390604643568,6.556062e-06,0.6041387722018439,3.923772e-06,0.3615741886638615,2e-12,1.842992858218375e-07,3.2e-11,2.9487885731494e-06,0.6384226782482795,0.3615773217517205,0.03428390604643568,0.9657160939535643
m4-v2,c10,3,4,False,4,2,8.00322876,4.5764514e-05,4.576486561560638e-05,1.568984e-06,0.03428384983459458,2.7648133e-05,0.6041390096896456,1.6547273e-05,0.3615742561454045,2e-12,4.370197508017237e-08,1.3e-10,2.840628380211204e-06,0.6384228595242403,0.36157714047575973,0.03428384983459458,0.9657161501654055
