versao,bloco,p,r,T,c,resolved,clearly_detectable,eligible,margin,e_rec,escala_suficiente_F,tau,e_lin_U5.5,d_U5.5,e_lin_U6.0,d_U6.0,e_lin_U7.0,d_U7.0,e_lin_U8.0,d_U8.0,e_lin_U10.0,d_U10.0
m4-v2,c06,139,1,np.float64(4.9344739331306915),np.float64(-0.13322434272608064),True,False,False,0.6278795795579358,5.268307872174915e-07,np.float64(5.081435062429543e-05),1e-06,5.261471973876336e-07,6.835898298578978e-10,5.279672430487668e-07,-1.1364558312752497e-09,5.28743026368773e-07,-1.9122391512814253e-09,5.28700093289316e-07,-1.86930607182445e-09,5.286623924678527e-07,-1.8316052503611373e-09
m4-v2,c07,2,1,np.float64(0.6931471805599453),np.float64(-0.1560129290391036),True,True,True,1.2344694623534813,1.2161405216204457e-10,np.float64(4.7881662713358316e-05),1e-06,-1.1564263843044528e-11,1.331783160050891e-10,-1.8374888553489136e-12,1.234515410173935e-10,1.2509849925905285e-12,1.2036306716945405e-10,1.3895334710910857e-11,1.0771871745113371e-10,1.458100785346348e-11,1.0703304430858109e-10
m4-v2,c07,3,1,np.float64(1.0986122886681098),np.float64(-0.20189889986939866),True,True,True,1.5389594491464091,-2.1408919081977729e-10,np.float64(6.301485481720972e-05),1e-06,-8.90732758262971e-12,-2.0518186323714757e-10,-2.1632452486362943e-11,-1.9245673833341434e-10,-1.870563069015088e-11,-1.953835601296264e-10,-3.130517372031879e-11,-1.827840170994585e-10,-2.4846028267435416e-11,-1.8924316255234188e-10
m4-v2,c07,2,2,np.float64(1.3862943611198906),np.float64(-0.1103178000763258),True,False,False,0.8312387093706876,-5.924438717386238e-11,np.float64(4.126047287749442e-05),1e-06,-2.7395263584438086e-11,-3.184912358942429e-11,-2.3018750760148704e-11,-3.6225636413713674e-11,-4.9740482779404096e-11,-9.503904394458282e-12,-5.276926437095721e-11,-6.47512280290517e-12,-5.362859503290329e-11,-5.615792140959089e-12
m4-v2,c07,5,1,np.float64(1.6094379124341003),np.float64(-0.22910752440522542),True,True,True,1.704643126416297,-8.722689237572467e-12,np.float64(7.946992815498491e-05),1e-06,-1.6212909101276573e-11,7.490219863704105e-12,-1.482828321725042e-11,6.105593979677951e-12,-3.1620191406278686e-11,2.2897502168706218e-11,-3.455965922712948e-11,2.5836969989557013e-11,-3.548480560098576e-11,2.676211636341329e-11
m4-v2,c07,7,1,np.float64(1.9459101490553132),np.float64(-0.23411211608563706),True,True,True,1.7160702951089186,-2.543676380639681e-10,np.float64(9.150508826589527e-05),1e-06,-9.075174714043736e-12,-2.452924633499244e-10,-8.514115409399332e-13,-2.5351622652302816e-10,-2.0551859522929292e-11,-2.3381577854103884e-10,-1.941844118341337e-11,-2.3494919688055473e-10,-2.255896660576465e-11,-2.3180867145820348e-10
m4-v2,c07,2,3,np.float64(2.0794415416798357),np.float64(-0.0780064645195518),True,False,False,0.5483504350906779,7.016940362092328e-10,np.float64(2.466649333355517e-05),1e-06,-6.876682947254484e-11,7.704608656817776e-10,-9.305492681960192e-11,7.947489630288347e-10,-1.7411378172930595e-10,8.758078179385387e-10,-2.0516771554877763e-10,9.068617517580104e-10,-2.1568273004067235e-10,9.173767662499051e-10
m4-v2,c07,3,2,np.float64(2.1972245773362196),np.float64(-0.1165663841886866),True,False,False,0.8354701152836884,-3.4506741908302274e-10,np.float64(3.8408630318713554e-05),1e-06,1.4889225386634722e-10,-4.9395967294937e-10,1.757607159848768e-10,-5.208281350678995e-10,1.6742139479419184e-10,-5.124888138772146e-10,1.7172897195348007e-10,-5.167963910365028e-10,1.5758103266929157e-10,-5.026484517523143e-10
m4-v2,c07,11,1,np.float64(2.3978952727983707),np.float64(-0.23013570108523157),True,True,True,1.633856872316054,-1.1012524225861853e-10,np.float64(7.19514697314072e-05),1e-06,-1.4141204258787458e-11,-9.598403799983107e-11,4.037617561573163e-12,-1.1416285982019169e-10,1.4867148809575186e-11,-1.2499239106819372e-10,2.7981430655403344e-11,-1.3810667291402188e-10,3.196880379665925e-11,-1.4209404605527779e-10
m4-v2,c07,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.5446352221488848,2.346827177035493e-10,np.float64(7.812599024125515e-05),1e-06,1.3129243264173032e-11,2.215534744393763e-10,-3.184011587500148e-12,2.3786672929104944e-10,-3.867391596016933e-11,2.7335663366371865e-10,-5.964373838794862e-11,2.9432645609149794e-10,-6.338564558645914e-11,2.9806836329000844e-10
m4-v2,c07,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.36234533540951025,-2.601228343834805e-09,np.float64(1.865795927150856e-05),1e-06,-3.2022299024536244e-11,-2.569206044810269e-09,-1.0408428981270542e-10,-2.4971440540220995e-09,-2.1839350082573632e-10,-2.3828348430090686e-09,-2.5820696650182173e-10,-2.343021377332983e-09,-2.939405919163595e-10,-2.3072877519184456e-09
m4-v2,c07,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.489701035387973,-7.523326406300157e-11,np.float64(8.584455406715801e-05),1e-06,-5.8158438933072816e-11,-1.7074825129928754e-11,-9.351703871330358e-11,1.8283774650302005e-11,-5.219052789972312e-11,-2.304273616327845e-11,-6.0413844185656e-11,-1.4819419877345576e-11,-4.766893771205058e-11,-2.756432635095099e-11
m4-v2,c07,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.4069053153288997,2.2169888147516303e-10,np.float64(6.953800167230637e-05),1e-06,1.7007446996717936e-10,5.162441150798368e-11,1.7835114959150483e-10,4.3347731883658204e-11,2.032429296549077e-10,1.845595182025533e-11,1.951601671848149e-10,2.6538714290348137e-11,2.0035846402512e-10,2.1340417450043047e-11
m4-v2,c07,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.329198042884427,5.446376682982645e-10,np.float64(8.705169019165635e-05),1e-06,-8.773359845241192e-11,6.323712667506765e-10,-1.0959958446751961e-10,6.542372527657841e-10,-1.6546665127576422e-10,7.101043195740287e-10,-1.7363717605501742e-10,7.18274844353282e-10,-1.8612355335736002e-10,7.307612216556246e-10
m4-v2,c07,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.6500915939225843,3.684761384903368e-10,np.float64(3.195314683736008e-05),1e-06,4.099029551035119e-11,3.2748584297998557e-10,-5.140988594634593e-12,3.7361712708497135e-10,-7.03780265776563e-11,4.388541650679931e-10,-8.534239010621576e-11,4.5381852859655254e-10,-1.1076360170513204e-10,4.792397401954688e-10
m4-v2,c07,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.4185120828443462,-1.9099245518461316e-09,np.float64(2.502576223019253e-05),1e-06,-6.709051272493152e-10,-1.2390194245968164e-09,-7.071862451904682e-10,-1.2027383066556633e-09,-8.826661106108412e-10,-1.0272584412352905e-09,-8.649971732073943e-10,-1.0449273786387373e-09,-9.055427077370614e-10,-1.0043818441090703e-09
m4-v2,c07,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.2210358346673675,-8.462127665254116e-10,np.float64(7.186873855048643e-05),1e-06,1.2654394909830988e-10,-9.727567156237215e-10,1.291269847239718e-10,-9.753397512493833e-10,1.8789057206303261e-10,-1.0341033385884442e-09,1.7863078136314016e-10,-1.0248435478885516e-09,1.9779231500655065e-10,-1.0440050815319623e-09
m4-v2,c07,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.210448291736596,-1.0201299804890596e-09,np.float64(6.699927502809633e-05),1e-06,-4.5563125082282786e-11,-9.745668554067768e-10,-9.282051805542865e-11,-9.27309462433631e-10,5.726756890371221e-12,-1.0258567373794308e-09,7.529486281040852e-12,-1.0276594667701005e-09,2.3052668657575722e-11,-1.0431826491466353e-09
m4-v2,c07,2,5,np.float64(3.4657359027997265),np.float64(-0.0390032322597759),True,False,False,0.2339076507014817,2.732796211546429e-10,np.float64(1.3113886543722648e-05),1e-06,1.1575969719011402e-09,-8.843173507464973e-10,1.1643168841446035e-09,-8.910372629899606e-10,1.2041770475793796e-09,-9.308974264247367e-10,1.2298350090707582e-09,-9.565553879161153e-10,1.166152433847737e-09,-8.92872812693094e-10
m4-v2,c07,37,1,np.float64(3.6109179126442243),np.float64(-0.1889586950119591),True,True,True,1.1252650721312036,-8.429239528595645e-10,np.float64(6.108110648896618e-05),1e-06,-6.323384014667948e-10,-2.1058555139276962e-10,-7.018233678893502e-10,-1.4110058497021424e-10,-7.08559983599401e-10,-1.343639692601635e-10,-7.146753638810589e-10,-1.2824858897850553e-10,-7.031880510070839e-10,-1.397359018524805e-10
m4-v2,c07,41,1,np.float64(3.713572066704308),np.float64(-0.184607803637099),True,True,True,1.0686103872071695,2.3305601892786854e-10,np.float64(5.645293178760576e-05),1e-06,-9.371437531328656e-11,3.267703942411551e-10,5.747091409835684e-11,1.755851048295117e-10,5.608472635152398e-11,1.7697129257634456e-10,1.1009961089677175e-10,1.2295640803109677e-10,1.0069928802249209e-10,1.3235673090537643e-10
m4-v2,c07,43,1,np.float64(3.7612001156935624),np.float64(-0.18257543342631882),True,True,True,1.0578561568780132,-7.956386660623593e-10,np.float64(7.766985193218106e-05),1e-06,4.074302243087128e-11,-8.363816884932306e-10,-7.577974527787712e-11,-7.198589207844823e-10,4.486582632010306e-11,-8.405044923824624e-10,2.6936148898419202e-11,-8.225748149607785e-10,4.580323909810691e-11,-8.414419051604663e-10
m4-v2,c07,47,1,np.float64(3.8501476017100584),np.float64(-0.17876338822837304),True,True,True,1.0353274843055316,6.584492950878484e-10,np.float64(5.466526545130143e-05),1e-06,1.6317739598871407e-10,4.952718990991344e-10,2.1578728234592484e-11,6.36870566853256e-10,4.260789037926646e-12,6.541885060499218e-10,-3.6385223108571674e-11,6.948345181964201e-10,-3.7518731367158275e-11,6.959680264550067e-10
m4-v2,c07,7,2,np.float64(3.8918202981106265),np.float64(-0.08848606258138285),True,False,False,0.5083568679056092,-1.8439805238301687e-10,np.float64(3.1920308943784386e-05),1e-06,-7.62657405216805e-11,-1.0813231186133638e-10,-3.7336972557038533e-10,1.8897167318736845e-10,-6.277159686379205e-10,4.433179162549036e-10,-7.373235980939403e-10,5.529255457109235e-10,-7.560615280225409e-10,5.71663475639524e-10
m4-v2,c07,53,1,np.float64(3.970291913552122),np.float64(-0.1735939685443537),True,False,False,0.9741944027538911,-1.6652100809366743e-09,np.float64(7.226986672954806e-05),1e-06,-9.006283283814584e-10,-7.645817525552159e-10,-1.1374736091643968e-09,-5.277364717722775e-10,-1.000271267662413e-09,-6.649388132742613e-10,-1.0359330242015284e-09,-6.292770567351459e-10,-9.982855419852753e-10,-6.66924538951399e-10
m4-v2,c07,59,1,np.float64(4.07753744390572),np.float64(-0.16897485378921837),True,False,False,0.9378030592517398,1.5879764170279032e-10,np.float64(6.206729382922851e-05),1e-06,-9.206230000834338e-10,1.079420641786224e-09,-6.838127309444608e-10,8.426103726472511e-10,-6.871531376376632e-10,8.459507793404536e-10,-5.826065215933246e-10,7.414041632961149e-10,-6.136441058033411e-10,7.724417475061314e-10
m4-v2,c07,61,1,np.float64(4.110873864173311),np.float64(-0.16754032791775322),True,False,False,0.9420548218300786,-2.766121998121207e-09,np.float64(5.214752145449117e-05),1e-06,-2.3450655799252227e-09,-4.210564181959844e-10,-2.499274612980982e-09,-2.668473851402249e-10,-2.532815686394724e-09,-2.333063117264829e-10,-2.5342926398138493e-09,-2.3182935830735774e-10,-2.524408902423858e-09,-2.4171309569734905e-10
m4-v2,c07,2,6,np.float64(4.1588830833596715),np.float64(-0.02757945001908145),True,False,False,0.15059631197504833,1.6064472196930524e-08,np.float64(8.749062072440296e-06),1e-06,1.4473596885442081e-08,1.5908753114884426e-09,1.527361446341536e-08,7.908577335151643e-10,1.614185897270621e-08,-7.738677577568705e-11,1.6247719667908065e-08,-1.8324747097754123e-10,1.6236830977378368e-08,-1.7235878044784422e-10
m4-v2,c07,67,1,np.float64(4.204692619390966),np.float64(-0.16351100147025147),True,False,False,0.8781429597015571,6.600786583987883e-11,np.float64(5.569105287162187e-05),1e-06,4.113818920569381e-10,-3.453740262170593e-10,6.07743093836614e-10,-5.417352279967352e-10,3.0715087860323823e-10,-2.411430127633594e-10,3.0065417619235565e-10,-2.346463103524768e-10,2.6828744907312037e-10,-2.0227958323324154e-10
m4-v2,c07,71,1,np.float64(4.2626798770413155),np.float64(-0.16102884271275783),True,False,False,0.845507033894188,3.377856216957298e-09,np.float64(5.7537998026317054e-05),1e-06,2.3953203281377736e-09,9.825358888195242e-10,2.7169840171256826e-09,6.608721998316153e-10,2.6398728113724728e-09,7.379834055848251e-10,2.7005485673763086e-09,6.773076495809893e-10,2.655266275974644e-09,7.22589940982654e-10
m4-v2,c07,73,1,np.float64(4.290459441148391),np.float64(-0.1598425863444375),True,False,False,0.8455488492066238,3.7816081377428645e-09,np.float64(5.4790129911954806e-05),1e-06,1.6404784139286443e-09,2.1411297238142204e-09,1.578606922811704e-09,2.2030012149311605e-09,1.8862241607733903e-09,1.895383976969474e-09,1.9051029408345117e-09,1.8765051969083528e-09,1.9231879775943693e-09,1.8584201601484952e-09
m4-v2,c07,79,1,np.float64(4.3694478524670215),np.float64(-0.15648155106679665),True,False,False,0.8221521997488671,-6.086181114639544e-09,np.float64(4.8466975094736244e-05),1e-06,-5.700357264154347e-09,-3.8582385048519706e-10,-5.803449079859741e-09,-2.8273203477980285e-10,-5.751217045195129e-09,-3.3496406944441503e-10,-5.693021707517176e-09,-3.9315940712236766e-10,-5.692723969538659e-09,-3.934571451008846e-10
m4-v2,c07,3,4,np.float64(4.394449154672439),np.float64(-0.03885546139622887),True,False,False,0.2040263422757213,3.735170617247263e-09,np.float64(1.1871648628717543e-05),1e-06,-2.6730558586925886e-09,6.408226475939852e-09,-1.5623531046414929e-09,5.297523721888756e-09,-1.1328505425172895e-09,4.868021159764553e-09,-9.947733733002695e-10,4.729943990547533e-09,-9.298256780083151e-10,4.664996295255579e-09
m4-v2,c07,83,1,np.float64(4.418840607796598),np.float64(-0.15439008898017337),True,False,False,0.8035993606799955,6.450122658208102e-10,np.float64(5.786444581408326e-05),1e-06,3.576136020347026e-10,2.8739866378610755e-10,7.4676975865417e-10,-1.017574928333598e-10,3.5161074106600366e-10,2.934015247548065e-10,3.6109617981347766e-10,2.839160860073325e-10,3.2247444072629974e-10,3.2253782509451044e-10
m4-v2,c07,89,1,np.float64(4.48863636973214),np.float64(-0.15145009428891956),True,False,False,0.7863123331330953,-1.1325942295137281e-08,np.float64(4.6769255901064674e-05),1e-06,-1.0590660970329423e-08,-7.352813248078579e-10,-1.097151591223271e-08,-3.544263829045719e-10,-1.0940600090088666e-08,-3.853422050486155e-10,-1.0927491507767306e-08,-3.9845078736997553e-10,-1.0910934084308698e-08,-4.150082108285834e-10
m4-v2,c07,97,1,np.float64(4.574710978503383),np.float64(-0.14785224441209735),True,False,False,0.7543526139764174,-6.422911758008354e-09,np.float64(4.642285561991191e-05),1e-06,-5.639364271390393e-09,-7.835474866179608e-10,-6.760242414579367e-09,3.373306565710131e-10,-6.514940048796447e-09,9.20282907880932e-11,-6.6700302006188875e-09,2.4711844261053357e-10,-6.589876791995409e-09,1.669650339870551e-10
m4-v2,c07,101,1,np.float64(4.61512051684126),np.float64(-0.14617479278578105),True,False,False,0.7403977525610627,2.4813073817853137e-09,np.float64(4.609467738181324e-05),1e-06,1.112883773247784e-09,1.3684236085375297e-09,2.204956236525497e-09,2.763511452598168e-10,2.479973418654076e-09,1.3339631312379203e-12,2.6303055716651966e-09,-1.4899818987988283e-10,2.6201716786911162e-09,-1.388642969058025e-10
m4-v2,c07,103,1,np.float64(4.634728988229636),np.float64(-0.145363663339395),True,False,False,0.7379983460728475,2.4431944467551148e-08,np.float64(4.72695070057228e-05),1e-06,2.3798865126032478e-08,6.330793415186701e-10,2.444875011601731e-08,-1.6805648466163463e-11,2.456304661225311e-08,-1.3110214470196272e-10,2.459358443962998e-08,-1.616399720788322e-10,2.4572588877779335e-08,-1.4064441022818774e-10
m4-v2,c07,107,1,np.float64(4.672828834461906),np.float64(-0.14379312149769535),True,False,False,0.7318865833740313,-2.886752770159262e-08,np.float64(4.443981006335397e-05),1e-06,-2.9315426781809102e-08,4.4789908021648114e-10,-2.9505807321228773e-08,6.382796196361513e-10,-2.9249696685881868e-08,3.821689842892468e-10,-2.914709643963802e-08,2.795687380453977e-10,-2.9140268324777103e-08,2.727406231844815e-10
m4-v2,c07,109,1,np.float64(4.6913478822291435),np.float64(-0.14303243005044233),True,False,False,0.7219913078443453,-2.999136516912415e-08,np.float64(4.963932818323077e-05),1e-06,-2.9635612243839448e-08,-3.557529252847034e-10,-2.9815311830386416e-08,-1.760533387377348e-10,-3.0251789424902776e-08,2.6042425577862495e-10,-3.020327465061894e-08,2.1190948149478992e-10,-3.024346469399869e-08,2.520995248745368e-10
m4-v2,c07,113,1,np.float64(4.727387818712341),np.float64(-0.14155725660115417),True,False,False,0.7088198594682039,1.3808549859106733e-08,np.float64(4.629958912661907e-05),1e-06,1.2386224081620984e-08,1.4223257774857492e-09,1.2584130127922117e-08,1.2244197311846161e-09,1.3113223728753683e-08,6.953261303530504e-10,1.3095461840491592e-08,7.130880186151416e-10,1.3150443683074102e-08,6.581061760326311e-10
m4-v2,c07,11,2,np.float64(4.795790545596741),np.float64(-0.06938852466955447),True,False,False,0.3440883637920061,-6.277541442223367e-08,np.float64(2.2708616808247344e-05),1e-06,-6.120218141574752e-08,-1.57323300648615e-09,-6.192778781355154e-08,-8.476266086821262e-10,-6.167584187048237e-08,-1.099572551751292e-09,-6.179861123561503e-08,-9.768031866186392e-10,-6.170490827980546e-08,-1.070506142428211e-09
m4-v2,c07,5,3,np.float64(4.828313737302301),np.float64(-0.04582150488104508),True,False,False,0.22458030287050376,4.162465296886353e-07,np.float64(1.403410931702399e-05),1e-06,4.170160932517793e-07,-7.695635631440077e-10,4.193396035256981e-07,-3.093073837062827e-09,4.208562700576141e-07,-4.609740368978824e-09,4.208402722347441e-07,-4.593742546108808e-09,4.2089304521832336e-07,-4.646515529688073e-09
m4-v2,c07,127,1,np.float64(4.844187086458591),np.float64(-0.13682617124428062),True,False,False,0.6560124057593585,-7.416326019971109e-08,np.float64(4.23413231020297e-05),1e-06,-7.15932135734802e-08,-2.570046626230884e-09,-7.331511285697166e-08,-8.481473427394273e-10,-7.410889397278288e-08,-5.436622692821232e-11,-7.422931810795386e-08,6.605790824276777e-11,-7.425985429577539e-08,9.65940960642966e-11
m4-v2,c07,2,7,np.float64(4.852030263919617),np.float64(-0.01950161612988795),True,False,False,0.09327895562109487,1.249785112733548e-06,np.float64(7.01775283976114e-06),1e-06,1.2432407719417723e-06,6.544340791775666e-09,1.2492475828671081e-06,5.375298664398617e-10,1.2572630637493793e-06,-7.477951015831354e-09,1.2574189426699102e-06,-7.633829936362249e-09,1.2578591239655846e-06,-8.074011232036666e-09
m4-v2,c07,131,1,np.float64(4.875197323201151),np.float64(-0.1355834491603077),True,False,False,0.6572590557786371,2.585374001551344e-07,np.float64(4.357651423741911e-05),1e-06,2.59323191341243e-07,-7.857911861086241e-10,2.592199674655405e-07,-6.825673104061005e-10,2.589086993759249e-07,-3.7129922079051623e-10,2.5873597834729163e-07,-1.98578192157251e-10,2.587471513710243e-07,-2.097512158899278e-10
m4-v2,c07,137,1,np.float64(4.919980925828125),np.float64(-0.13379912176069506),True,False,False,0.6402062165477768,7.809771582767411e-07,np.float64(4.4740712324330436e-05),1e-06,7.798560866078995e-07,1.1210716688415343e-09,7.836147475543262e-07,-2.6375892775851557e-09,7.830825370604026e-07,-2.105378783661515e-09,7.832994808995404e-07,-2.322322622799334e-09,7.83187568020977e-07,-2.2104097442358832e-09
m4-v2,c07,139,1,np.float64(4.9344739331306915),np.float64(-0.13322434272608064),True,False,False,0.6294816519372256,-8.123312278396355e-08,np.float64(5.246974774122447e-05),1e-06,-7.618935225420496e-08,-5.043770529758587e-09,-7.912190355969782e-08,-2.1112192242657356e-09,-7.943701683944961e-08,-1.7961059445139412e-09,-7.976519184316021e-08,-1.4679309408033404e-09,-7.970003999982681e-08,-1.5330827841367383e-09
m4-v2,c08,2,1,np.float64(0.6931471805599453),np.float64(-0.1560129290391036),True,True,True,1.2194807912233894,2.948914445966011e-10,np.float64(4.890992752167697e-05),1e-06,-1.6556595718368526e-11,3.1144804031496965e-10,-3.104186323958295e-11,3.2593330783618407e-10,-2.4099323539210116e-11,3.189907681358112e-10,-2.567305592662779e-11,3.2056450052322887e-10,-1.8440678278619052e-11,3.133321228752202e-10
m4-v2,c08,3,1,np.float64(1.0986122886681098),np.float64(-0.20189889986939866),True,True,True,1.5562792455506114,-6.040346001157104e-11,np.float64(6.421646632394023e-05),1e-06,-4.536302587613628e-12,-5.5867157423957416e-11,-7.671105366967359e-12,-5.273235464460368e-11,5.752119744277867e-12,-6.615557975584891e-11,-3.816481932829701e-13,-6.002181181828807e-11,-4.10728770589149e-12,-5.629617230567955e-11
m4-v2,c08,2,2,np.float64(1.3862943611198906),np.float64(-0.1103178000763258),True,False,False,0.8545377301761354,-4.760443150786386e-10,np.float64(3.514407122428678e-05),1e-06,1.6395417631045585e-12,-4.776838568417432e-10,-1.5873793755510765e-11,-4.601705213231279e-10,-4.8372400681332824e-11,-4.2767191439730585e-10,-3.3994017426527724e-11,-4.4205029765211094e-10,-1.7937738071694556e-11,-4.581065770069441e-10
m4-v2,c08,5,1,np.float64(1.6094379124341003),np.float64(-0.22910752440522542),True,True,True,1.6882425931145684,2.424231926312359e-10,np.float64(8.671930873845622e-05),1e-06,6.6548436590459975e-12,2.3576834897218993e-10,2.3262595743238202e-11,2.191605968879977e-10,9.457130936719703e-12,2.329660616945162e-10,1.5372677273758233e-11,2.2705051535747768e-10,1.5484461902214577e-11,2.2693873072902134e-10
m4-v2,c08,7,1,np.float64(1.9459101490553132),np.float64(-0.23411211608563706),True,True,True,1.693825551674742,4.29255297973441e-10,np.float64(7.402471012846248e-05),1e-06,1.4169947481415168e-11,4.150853504920258e-10,1.3843639580847006e-11,4.1541165839259396e-10,-1.3261669458348894e-11,4.425169674317899e-10,-3.819791470522616e-12,4.3307508944396357e-10,3.7284656710238245e-13,4.288824514063386e-10
m4-v2,c08,2,3,np.float64(2.0794415416798357),np.float64(-0.0780064645195518),True,False,False,0.5642964830271261,1.1424559076544938e-09,np.float64(3.179240866289609e-05),1e-06,1.0343025377691467e-10,1.039025653877579e-09,5.3996605190579575e-11,1.0884593024639142e-09,-3.8883035013981226e-11,1.181338942668475e-09,-7.92435690573759e-12,1.1503802645602314e-09,8.593238630434508e-12,1.1338626690240592e-09
m4-v2,c08,3,2,np.float64(2.1972245773362196),np.float64(-0.1165663841886866),True,False,False,0.8316082267131665,6.618638970223856e-11,np.float64(3.616106433939677e-05),1e-06,6.779965673103523e-11,-1.6132670287966778e-12,9.586958470725493e-11,-2.968319500501637e-11,1.0233412273120553e-10,-3.6147733028966976e-11,9.589536003350574e-11,-2.970897033126718e-11,7.399788530583194e-11,-7.811495603593383e-12
m4-v2,c08,11,1,np.float64(2.3978952727983707),np.float64(-0.23013570108523157),True,True,True,1.5984973986356086,-3.3761005102661557e-10,np.float64(8.802798110478485e-05),1e-06,-3.9504379996968565e-11,-2.98105671029647e-10,-4.242144336754828e-11,-2.951886076590673e-10,-4.8331312798096985e-11,-2.8927873822851856e-10,-4.443439012477878e-11,-2.931756609018368e-10,-3.5472155140902415e-11,-3.0213789588571314e-10
m4-v2,c08,13,1,np.float64(2.5649493574615367),np.float64(-0.22644213759952758),True,True,True,1.5427516711086664,-2.735570658884967e-10,np.float64(6.920025821889657e-05),1e-06,6.023670912642187e-11,-3.3379377501491857e-10,8.206858619293178e-11,-3.556256520814285e-10,7.661873525512874e-11,-3.5017580114362546e-10,7.51892802063815e-11,-3.487463460948782e-10,6.162611076134279e-11,-3.351831766498395e-10
m4-v2,c08,2,4,np.float64(2.772588722239781),np.float64(-0.0551589000381629),True,False,False,0.3696958386829585,1.9200507850314352e-10,np.float64(1.707653781236298e-05),1e-06,3.174673432206009e-10,-1.254622647174574e-10,1.2141195693200708e-10,7.059312157113644e-11,4.80537782987501e-11,1.4395130020439341e-10,5.686651679807543e-11,1.351385617050681e-10,5.5856557350167976e-11,1.3614852115297553e-10
m4-v2,c08,17,1,np.float64(2.833213344056216),np.float64(-0.21872828371837585),True,True,True,1.450064626045545,5.391642687868625e-10,np.float64(6.680446629152935e-05),1e-06,-9.736430286804631e-11,6.365285716549088e-10,-6.363376933754021e-11,6.027980381244027e-10,-1.729092352106895e-11,5.564551923079315e-10,-2.751343941919137e-11,5.666777082060539e-10,-2.7832962679974403e-11,5.66997231466837e-10
m4-v2,c08,19,1,np.float64(2.9444389791664403),np.float64(-0.21501852841127717),True,True,True,1.3893035493537218,1.4385603819278003e-11,np.float64(6.632528734524971e-05),1e-06,-6.574392637185027e-11,8.012953019112827e-11,-5.980925115040863e-11,7.419485496968663e-11,2.5103978299145565e-12,1.1875205989363446e-11,-1.486906520602182e-11,2.9254669025299826e-11,-2.0369093690994246e-11,3.475469751027225e-11
m4-v2,c08,23,1,np.float64(3.1354942159291497),np.float64(-0.20810964733659634),True,True,True,1.307069837714151,-4.341307313637799e-10,np.float64(8.800501827933632e-05),1e-06,1.4460089655056991e-10,-5.787316279143499e-10,1.397882212336534e-10,-5.739189525974332e-10,1.0665733935030095e-10,-5.407880707140809e-10,1.0963497661411225e-10,-5.437657079778922e-10,9.737684305717419e-11,-5.31507574420954e-10
m4-v2,c08,5,2,np.float64(3.2188758248682006),np.float64(-0.10245999974535523),True,False,False,0.6464414581445397,7.517646505306175e-10,np.float64(3.530437018447497e-05),1e-06,1.9844032012652003e-10,5.533243304040974e-10,1.5753279245694388e-10,5.942318580736736e-10,1.7749128902448004e-10,5.742733615061375e-10,1.5838202622772724e-10,5.933826243028902e-10,1.2947189886178888e-10,6.222927516688286e-10
m4-v2,c08,3,3,np.float64(3.295836866004329),np.float64(-0.06729963328979954),True,False,False,0.42428396603421425,3.332142339829147e-09,np.float64(2.646084777530748e-05),1e-06,6.080907945218697e-10,2.7240515453072774e-09,4.860145017147455e-10,2.846127838114402e-09,2.8787775743662347e-10,3.0442645823925237e-09,3.300668836978576e-10,3.0020754561312896e-09,3.290012859856287e-10,3.0031410538435187e-09
m4-v2,c08,29,1,np.float64(3.367295829986474),np.float64(-0.1990363509339811),True,True,True,1.2192065489949009,-6.989940848356468e-10,np.float64(7.971046800945142e-05),1e-06,-2.2338594260715534e-10,-4.756081422284915e-10,-1.7045266521112311e-10,-5.285414196245237e-10,-1.3267419115504559e-10,-5.663198936806012e-10,-1.367990138766525e-10,-5.621950709589944e-10,-1.301322056544777e-10,-5.688618791811691e-10
m4-v2,c08,31,1,np.float64(3.4339872044851463),np.float64(-0.1963215403858554),True,True,True,1.2064728023411833,1.332305377133025e-10,np.float64(6.012769744790097e-05),1e-06,-2.6855240614794433e-10,4.0178294386124684e-10,-1.7204082006623904e-10,3.0527135777954157e-10,-9.9827944177512e-11,2.330584818908145e-10,-1.1045256999711459e-10,2.436831077104171e-10,-1.0924056247048714e-10,2.4247110018378964e-10
m4-v2,c08,2,5,np.float64(3.4657359027997265),np.float64(-0.0390032322597759),True,False,False,0.23896464329850384,3.352816468904507e-09,np.float64(1.266932445157105e-05),1e-06,3.855249135465729e-11,3.3142639775498497e-09,-6.197350789805931e-10,3.9725515478851e-09,-3.440814194453595e-10,3.6968978883498663e-09,-4.358641555719697e-10,3.788680624476477e-09,-4.262629770055057e-10,3.779079445910013e-09
