versao,bloco,p,r,T,c,resolved,clearly_detectable,eligible,margin,e_rec,escala_suficiente_F,tau,e_lin_U5.5,d_U5.5,e_lin_U6.0,d_U6.0,e_lin_U7.0,d_U7.0,e_lin_U8.0,d_U8.0,e_lin_U10.0,d_U10.0
m4-v1,b08,47,1,np.float64(3.8501476017100584),np.float64(-0.17876338822837304),True,True,True,1.0467559502484565,9.215537222218018e-10,np.float64(6.706019480359423e-05),1e-06,3.817765791317817e-10,5.397771430900201e-10,2.2566423913018212e-10,6.958894830916196e-10,3.0688408116307163e-10,6.146696410587301e-10,2.882402712366426e-10,6.333134509851591e-10,2.8149772310010955e-10,6.400559991216922e-10
m4-v1,b08,7,2,np.float64(3.8918202981106265),np.float64(-0.08848606258138285),True,False,False,0.5237458238941888,-1.37358624474615e-09,np.float64(3.102218057412119e-05),1e-06,7.529302623666145e-10,-2.1265165071127643e-09,7.959690780780872e-10,-2.1695553228242373e-09,6.2940927538435e-10,-2.0029955201305e-09,6.229648471891339e-10,-1.996551091935284e-09,6.265900344301551e-10,-2.000176279176305e-09
m4-v1,b08,53,1,np.float64(3.970291913552122),np.float64(-0.1735939685443537),True,True,True,1.0140166442454435,-1.9162360587188232e-10,np.float64(5.922904519419358e-05),1e-06,6.713675717205688e-10,-8.629911775924511e-10,5.358414898046933e-10,-7.274650956765756e-10,5.388953830808483e-10,-7.305189889527306e-10,5.183989497142421e-10,-7.100225555861245e-10,5.14407244362678e-10,-7.060308502345604e-10
m4-v1,b08,59,1,np.float64(4.07753744390572),np.float64(-0.16897485378921837),True,False,False,0.9624487768099018,-1.0970316877134678e-09,np.float64(5.738574748318572e-05),1e-06,-4.445555614762224e-10,-6.524761262372455e-10,-3.6516911904969547e-10,-7.318625686637723e-10,-4.0900059285133125e-10,-6.880310948621366e-10,-4.249450020397195e-10,-6.720866856737482e-10,-4.2130171649086233e-10,-6.757299712226055e-10
m4-v1,b08,61,1,np.float64(4.110873864173311),np.float64(-0.16754032791775322),True,False,False,0.959642349281576,1.1601262173144278e-09,np.float64(5.911208693249816e-05),1e-06,-9.171677804158865e-11,1.2518429953560164e-09,-5.0264715538373045e-11,1.2103909328528008e-09,6.045106671010447e-11,1.0996751506043232e-09,7.379619584959863e-11,1.0863300214648291e-09,7.125001847993562e-11,1.088876198834492e-09
m4-v1,b08,2,6,np.float64(4.1588830833596715),np.float64(-0.02757945001908145),True,False,False,0.154858889309503,-1.938456062333671e-10,np.float64(9.375186277717807e-06),1e-06,3.724000936387515e-09,-3.917846542620882e-09,1.6698570380978977e-09,-1.8637026443312648e-09,1.5008414681835444e-09,-1.6946870744169115e-09,1.4126102112040557e-09,-1.6064558174374228e-09,1.3833385415138607e-09,-1.5771841477472278e-09
m4-v1,b08,67,1,np.float64(4.204692619390966),np.float64(-0.16351100147025147),True,False,False,0.9052345799675658,-4.581339752007807e-10,np.float64(6.1011422359024845e-05),1e-06,6.182189792941833e-10,-1.076352954494964e-09,8.775190376533912e-10,-1.3356530128541718e-09,7.463556384940717e-10,-1.2044896136948524e-09,7.572378494228464e-10,-1.2153718246236271e-09,7.631145512617983e-10,-1.221248526462579e-09
m4-v1,b08,71,1,np.float64(4.2626798770413155),np.float64(-0.16102884271275783),True,False,False,0.8850667230535854,5.4710946884029e-10,np.float64(5.627324824379719e-05),1e-06,3.8085410213211717e-10,1.6625536670817282e-10,-6.157950918602544e-11,6.086889780263154e-10,-4.930548789183323e-11,5.964149567321232e-10,-6.655513581170842e-11,6.136646046519984e-10,-7.266736178163597e-11,6.197768306219259e-10
m4-v1,b08,73,1,np.float64(4.290459441148391),np.float64(-0.1598425863444375),True,False,False,0.8837704792567841,-3.547071525389356e-10,np.float64(6.809924096709068e-05),1e-06,9.066781145887977e-10,-1.2613852671277333e-09,6.480737453545248e-10,-1.0027808978934605e-09,6.238728173333507e-10,-9.785799698722864e-10,6.462583309201513e-10,-1.0009654834590868e-09,6.419182632055461e-10,-9.966254157444816e-10
m4-v1,b08,79,1,np.float64(4.3694478524670215),np.float64(-0.15648155106679665),True,False,False,0.8426183983758224,2.561326706285172e-10,np.float64(5.0898937796971846e-05),1e-06,8.662480040706326e-10,-6.101153334421154e-10,1.217145690706076e-09,-9.610130200775587e-10,1.1825473481016581e-09,-9.264146774731409e-10,1.173795997806179e-09,-9.176633271776619e-10,1.1783858508005605e-09,-9.222531801720433e-10
