versao,bloco,p,r,eligible,total_contaminacao_sup,certificado_contaminacao,extra_rhoDelta_rel_sup,total_densidade_sup,certificado
m4-v1,b07,47,1,True,0.000000388861593,True,0.000000008122432,0.000000396984025,True
m4-v1,b07,5,1,True,0.000000302521611,True,0.000000006399431,0.000000308921042,True
m4-v1,b07,5,2,False,0.000000494206513,True,0.000000010279269,0.000000504485782,True
m4-v1,b07,5,3,False,0.000001962893974,False,0.000000032060342,0.000001994954316,False
m4-v1,b07,53,1,True,0.000000362312530,True,0.000000007494579,0.000000369807109,True
m4-v1,b07,59,1,False,0.000000412438477,True,0.000000008537648,0.000000420976125,True
m4-v1,b07,61,1,False,0.000000352824073,True,0.000000007268777,0.000000360092850,True
m4-v1,b07,67,1,False,0.000000422568637,True,0.000000008717927,0.000000431286564,True
m4-v1,b07,7,1,True,0.000000266337843,True,0.000000005619466,0.000000271957309,True
m4-v1,b07,7,2,False,0.000000788178071,True,0.000000016433456,0.000000804611527,True
m4-v1,b07,71,1,False,0.000000431923642,True,0.000000008899836,0.000000440823478,True
m4-v1,b07,73,1,False,0.000000369653130,True,0.000000007494050,0.000000377147180,True
m4-v1,b07,79,1,False,0.000000363310132,True,0.000000007309389,0.000000370619521,True
m4-v1,b07,83,1,False,0.000000361930438,True,0.000000007237189,0.000000369167627,True
m4-v1,b07,89,1,False,0.000000471472862,True,0.000000009592513,0.000000481065375,True
m4-v1,b07,97,1,False,0.000000428677977,True,0.000000008510501,0.000000437188478,True
m4-v1,b08,101,1,False,0.000000491384916,True,0.000000007742721,0.000000499127637,True
m4-v1,b08,103,1,False,0.000000475849831,True,0.000000007469336,0.000000483319167,True
m4-v1,b08,107,1,False,0.000000533010008,True,0.000000008480818,0.000000541490826,True
m4-v1,b08,109,1,False,0.000000501739571,True,0.000000007688924,0.000000509428495,True
m4-v1,b08,11,1,True,0.000000288383541,True,0.000000004891344,0.000000293274885,True
m4-v1,b08,11,2,False,0.000001267994256,False,0.000000017664644,0.000001285658900,False
m4-v1,b08,113,1,False,0.000000517286906,True,0.000000007757163,0.000000525044069,True
m4-v1,b08,127,1,False,0.000000580578637,True,0.000000007480273,0.000000588058910,True
m4-v1,b08,13,1,True,0.000000318138758,True,0.000000005413436,0.000000323552194,True
m4-v1,b08,131,1,False,0.000000725444580,True,0.000000008956219,0.000000734400799,True
m4-v1,b08,137,1,False,0.000001097237077,False,0.000000008327540,0.000001105564617,False
m4-v1,b08,139,1,False,0.000002742427866,False,0.000000008066558,0.000002750494424,False
m4-v1,b08,17,1,True,0.000000316109531,True,0.000000005355559,0.000000321465090,True
m4-v1,b08,19,1,True,0.000000324042928,True,0.000000005486685,0.000000329529613,True
m4-v1,b08,2,1,True,0.000000458695557,True,0.000000007831216,0.000000466526773,True
m4-v1,b08,2,2,False,0.000000530842747,True,0.000000009029651,0.000000539872398,True
m4-v1,b08,2,3,False,0.000000896308647,True,0.000000015246252,0.000000911554899,True
m4-v1,b08,2,4,False,0.000001176871877,False,0.000000019924452,0.000001196796329,False
m4-v1,b08,2,5,False,0.000001715597687,False,0.000000028855377,0.000001744453064,False
m4-v1,b08,2,6,False,0.000002563544813,False,0.000000042523727,0.000002606068540,False
m4-v1,b08,2,7,False,0.000004364683763,False,0.000000053907256,0.000004418591019,False
m4-v1,b08,23,1,True,0.000000329106172,True,0.000000005566011,0.000000334672183,True
m4-v1,b08,29,1,True,0.000000275795242,True,0.000000004643293,0.000000280438535,True
m4-v1,b08,3,1,True,0.000000342506480,True,0.000000005837375,0.000000348343855,True
m4-v1,b08,3,2,False,0.000000602268233,True,0.000000010244084,0.000000612512317,True
m4-v1,b08,3,3,False,0.000000802793975,True,0.000000013515439,0.000000816309414,True
m4-v1,b08,3,4,False,0.000001829489797,False,0.000000029877515,0.000001859367312,False
m4-v1,b08,31,1,True,0.000000342522587,True,0.000000005770388,0.000000348292975,True
m4-v1,b08,37,1,True,0.000000359098626,True,0.000000006030970,0.000000365129596,True
m4-v1,b08,41,1,True,0.000000390222882,True,0.000000006576328,0.000000396799210,True
m4-v1,b08,43,1,True,0.000000396912996,True,0.000000006685987,0.000000403598983,True
m4-v1,b08,47,1,True,0.000000355053963,True,0.000000005944927,0.000000360998890,True
m4-v1,b08,5,1,True,0.000000312718996,True,0.000000005333490,0.000000318052486,True
m4-v1,b08,5,2,False,0.000000574901615,True,0.000000009698239,0.000000584599854,True
m4-v1,b08,5,3,False,0.000002234522257,False,0.000000026048909,0.000002260571166,False
m4-v1,b08,53,1,True,0.000000403570715,True,0.000000006730953,0.000000410301668,True
m4-v1,b08,59,1,False,0.000000416111490,True,0.000000006947159,0.000000423058649,True
m4-v1,b08,61,1,False,0.000000405738783,True,0.000000006744271,0.000000412483054,True
m4-v1,b08,67,1,False,0.000000396938490,True,0.000000006534316,0.000000403472806,True
m4-v1,b08,7,1,True,0.000000302018593,True,0.000000005130560,0.000000307149153,True
m4-v1,b08,7,2,False,0.000000769307384,True,0.000000012851060,0.000000782158444,True
m4-v1,b08,71,1,False,0.000000429875713,True,0.000000007084502,0.000000436960215,True
m4-v1,b08,73,1,False,0.000000357364012,True,0.000000005854220,0.000000363218232,True
m4-v1,b08,79,1,False,0.000000477499161,True,0.000000007832539,0.000000485331700,True
m4-v1,b08,83,1,False,0.000000473151005,True,0.000000007789963,0.000000480940968,True
m4-v1,b08,89,1,False,0.000000441443613,True,0.000000007165510,0.000000448609123,True
m4-v1,b08,97,1,False,0.000000504170678,True,0.000000008145662,0.000000512316340,True
m4-v1,b09,101,1,False,0.000000551786643,True,0.000000007101440,0.000000558888083,True
m4-v1,b09,103,1,False,0.000000548480636,True,0.000000007128249,0.000000555608885,True
m4-v1,b09,107,1,False,0.000000446464459,True,0.000000005716958,0.000000452181417,True
m4-v1,b09,109,1,False,0.000000475867208,True,0.000000005719901,0.000000481587109,True
m4-v1,b09,11,1,True,0.000000322292817,True,0.000000004506579,0.000000326799396,True
m4-v1,b09,11,2,False,0.000001207191747,False,0.000000012423081,0.000001219614828,False
m4-v1,b09,113,1,False,0.000000578951005,True,0.000000007265034,0.000000586216039,True
m4-v1,b09,127,1,False,0.000000846386365,True,0.000000007700062,0.000000854086427,True
m4-v1,b09,13,1,True,0.000000295144761,True,0.000000004111092,0.000000299255853,True
m4-v1,b09,131,1,False,0.000000900641937,True,0.000000006166935,0.000000906808872,True
m4-v1,b09,137,1,False,0.000001616279756,False,0.000000007486894,0.000001623766650,False
m4-v1,b09,139,1,False,0.000001112033165,False,0.000000007358118,0.000001119391283,False
m4-v1,b09,17,1,True,0.000000339852144,True,0.000000004725670,0.000000344577814,True
m4-v1,b09,19,1,True,0.000000346823613,True,0.000000004829525,0.000000351653138,True
m4-v1,b09,2,1,True,0.000000463969073,True,0.000000006490956,0.000000470460029,True
m4-v1,b09,2,2,False,0.000000643048792,True,0.000000008988205,0.000000652036997,True
m4-v1,b09,2,3,False,0.000000725543264,True,0.000000010123021,0.000000735666285,True
m4-v1,b09,2,4,False,0.000001339925241,False,0.000000018639735,0.000001358564976,False
m4-v1,b09,2,5,False,0.000001790106253,False,0.000000024743704,0.000001814849957,False
m4-v1,b09,2,6,False,0.000002232231336,False,0.000000030398241,0.000002262629577,False
m4-v1,b09,2,7,False,0.000005680292901,False,0.000000054286157,0.000005734579058,False
m4-v1,b09,23,1,True,0.000000360840905,True,0.000000005005313,0.000000365846218,True
m4-v1,b09,29,1,True,0.000000367509687,True,0.000000005091554,0.000000372601241,True
m4-v1,b09,3,1,True,0.000000318395808,True,0.000000004452655,0.000000322848463,True
m4-v1,b09,3,2,False,0.000000615971502,True,0.000000008603610,0.000000624575112,True
m4-v1,b09,3,3,False,0.000001112849491,False,0.000000015477316,0.000001128326807,False
m4-v1,b09,3,4,False,0.000001943874275,False,0.000000026081371,0.000001969955646,False
m4-v1,b09,31,1,True,0.000000381229034,True,0.000000005301036,0.000000386530070,True
m4-v1,b09,37,1,True,0.000000290480019,True,0.000000003985709,0.000000294465728,True
m4-v1,b09,41,1,True,0.000000302154779,True,0.000000004126161,0.000000306280940,True
m4-v1,b09,43,1,True,0.000000393339883,True,0.000000005424815,0.000000398764698,True
m4-v1,b09,47,1,True,0.000000343145181,True,0.000000004692895,0.000000347838076,True
m4-v1,b09,5,1,True,0.000000325227848,True,0.000000004543963,0.000000329771811,True
m4-v1,b09,5,2,False,0.000000555851548,True,0.000000007697514,0.000000563549062,True
m4-v1,b09,5,3,False,0.000002057349193,False,0.000000022653746,0.000002080002939,False
m4-v1,b09,53,1,True,0.000000411317596,True,0.000000005648943,0.000000416966539,True
m4-v1,b09,59,1,False,0.000000351781564,True,0.000000004774046,0.000000356555610,True
m4-v1,b09,61,1,False,0.000000334394707,True,0.000000004548819,0.000000338943526,True
m4-v1,b09,67,1,False,0.000000337312992,True,0.000000004528487,0.000000341841479,True
m4-v1,b09,7,1,True,0.000000291606441,True,0.000000004070269,0.000000295676710,True
m4-v1,b09,7,2,False,0.000000855361438,True,0.000000011761477,0.000000867122915,True
m4-v1,b09,71,1,False,0.000000459418529,True,0.000000006244299,0.000000465662828,True
m4-v1,b09,73,1,False,0.000000383431012,True,0.000000005176860,0.000000388607872,True
m4-v1,b09,79,1,False,0.000000385522987,True,0.000000005180572,0.000000390703559,True
m4-v1,b09,83,1,False,0.000000436554860,True,0.000000005856149,0.000000442411009,True
m4-v1,b09,89,1,False,0.000000501024215,True,0.000000006758882,0.000000507783097,True
m4-v1,b09,97,1,False,0.000000459014615,True,0.000000005987458,0.000000465002073,True
m4-v1,b10,101,1,False,0.000000455207624,True,0.000000004967078,0.000000460174702,True
m4-v1,b10,103,1,False,0.000000568350950,True,0.000000006154643,0.000000574505593,True
m4-v1,b10,107,1,False,0.000000562620896,True,0.000000005923102,0.000000568543998,True
m4-v1,b10,109,1,False,0.000000447608278,True,0.000000004480688,0.000000452088966,True
m4-v1,b10,11,1,True,0.000000314942182,True,0.000000003668023,0.000000318610205,True
m4-v1,b10,11,2,False,0.000001346278091,False,0.000000012882108,0.000001359160199,False
m4-v1,b10,113,1,False,0.000000550021675,True,0.000000005561364,0.000000555583039,True
m4-v1,b10,127,1,False,0.000000677282998,True,0.000000004997055,0.000000682280053,True
m4-v1,b10,13,1,True,0.000000284705241,True,0.000000003306586,0.000000288011827,True
m4-v1,b10,131,1,False,0.000000930350028,True,0.000000006621758,0.000000936971786,True
m4-v1,b10,137,1,False,0.000001028682945,False,0.000000006301675,0.000001034984620,False
m4-v1,b10,139,1,False,0.000001261635607,False,0.000000006488120,0.000001268123727,False
m4-v1,b10,17,1,True,0.000000270575134,True,0.000000003132192,0.000000273707326,True
m4-v1,b10,19,1,True,0.000000275191979,True,0.000000003177459,0.000000278369438,True
m4-v1,b10,2,1,True,0.000000401584206,True,0.000000004693077,0.000000406277283,True
m4-v1,b10,2,2,False,0.000000627847222,True,0.000000007333021,0.000000635180243,True
m4-v1,b10,2,3,False,0.000000947714209,True,0.000000011059978,0.000000958774187,True
m4-v1,b10,2,4,False,0.000001388049441,False,0.000000016171904,0.000001404221345,False
m4-v1,b10,2,5,False,0.000001978396469,False,0.000000022974359,0.000002001370828,False
m4-v1,b10,2,6,False,0.000002773730517,False,0.000000031705978,0.000002805436495,False
m4-v1,b10,2,7,False,0.000005288418698,False,0.000000043353289,0.000005331771987,False
m4-v1,b10,23,1,True,0.000000363627937,True,0.000000004226070,0.000000367854007,True
m4-v1,b10,29,1,True,0.000000380526419,True,0.000000004414252,0.000000384940671,True
m4-v1,b10,3,1,True,0.000000363991490,True,0.000000004256021,0.000000368247511,True
m4-v1,b10,3,2,False,0.000000646317093,True,0.000000007545261,0.000000653862354,True
m4-v1,b10,3,3,False,0.000000889519270,True,0.000000010259967,0.000000899779237,True
m4-v1,b10,3,4,False,0.000001902593044,False,0.000000021423805,0.000001924016849,False
m4-v1,b10,31,1,True,0.000000308854943,True,0.000000003554251,0.000000312409194,True
m4-v1,b10,37,1,True,0.000000331660489,True,0.000000003799560,0.000000335460049,True
m4-v1,b10,41,1,True,0.000000302864868,True,0.000000003454132,0.000000306319000,True
m4-v1,b10,43,1,True,0.000000346350023,True,0.000000003979232,0.000000350329255,True
m4-v1,b10,47,1,True,0.000000381825542,True,0.000000004374444,0.000000386199986,True
m4-v1,b10,5,1,True,0.000000262777780,True,0.000000003055652,0.000000265833432,True
m4-v1,b10,5,2,False,0.000000638234483,True,0.000000007390315,0.000000645624798,True
m4-v1,b10,5,3,False,0.000002109905217,False,0.000000017619185,0.000002127524402,False
m4-v1,b10,53,1,True,0.000000324723285,True,0.000000003713364,0.000000328436649,True
m4-v1,b10,59,1,False,0.000000439349778,True,0.000000005023723,0.000000444373501,True
m4-v1,b10,61,1,False,0.000000450895867,True,0.000000005162128,0.000000456057995,True
m4-v1,b10,67,1,False,0.000000395351698,True,0.000000004465635,0.000000399817333,True
m4-v1,b10,7,1,True,0.000000245700322,True,0.000000002862001,0.000000248562323,True
m4-v1,b10,7,2,False,0.000000695719965,True,0.000000007948478,0.000000703668443,True
m4-v1,b10,71,1,False,0.000000483366745,True,0.000000005494192,0.000000488860937,True
m4-v1,b10,73,1,False,0.000000384213016,True,0.000000004331391,0.000000388544407,True
m4-v1,b10,79,1,False,0.000000504454773,True,0.000000005717050,0.000000510171823,True
m4-v1,b10,83,1,False,0.000000519377593,True,0.000000005815894,0.000000525193487,True
m4-v1,b10,89,1,False,0.000000477845701,True,0.000000005336668,0.000000483182369,True
m4-v1,b10,97,1,False,0.000000548058047,True,0.000000006056625,0.000000554114672,True
m4-v2,c01,101,1,False,0.000000573512939,True,0.000000005346095,0.000000578859034,True
m4-v2,c01,103,1,False,0.000000585595882,True,0.000000005378301,0.000000590974183,True
m4-v2,c01,107,1,False,0.000000507795059,True,0.000000004600142,0.000000512395201,True
m4-v2,c01,109,1,False,0.000000588447718,True,0.000000005337128,0.000000593784846,True
m4-v2,c01,11,1,True,0.000000251279889,True,0.000000002465698,0.000000253745587,True
m4-v2,c01,11,2,False,0.000001077027527,False,0.000000008383379,0.000001085410906,False
m4-v2,c01,113,1,False,0.000000475083915,True,0.000000003925470,0.000000479009385,True
m4-v2,c01,127,1,False,0.000000782093459,True,0.000000005759045,0.000000787852504,True
m4-v2,c01,13,1,True,0.000000336042854,True,0.000000003312308,0.000000339355162,True
m4-v2,c01,131,1,False,0.000000878325496,True,0.000000005335913,0.000000883661409,True
m4-v2,c01,137,1,False,0.000001307952292,False,0.000000005428760,0.000001313381052,False
m4-v2,c01,139,1,False,0.000001534748588,False,0.000000004677622,0.000001539426210,False
m4-v2,c01,17,1,True,0.000000339216050,True,0.000000003338860,0.000000342554910,True
m4-v2,c01,19,1,True,0.000000368529119,True,0.000000003630586,0.000000372159705,True
m4-v2,c01,2,1,True,0.000000495303706,True,0.000000004906524,0.000000500210230,True
m4-v2,c01,2,2,False,0.000000667212181,True,0.000000006600612,0.000000673812793,True
m4-v2,c01,2,3,False,0.000000829423052,True,0.000000008170055,0.000000837593107,True
m4-v2,c01,2,4,False,0.000001439100698,False,0.000000014167398,0.000001453268096,False
m4-v2,c01,2,5,False,0.000001756607147,False,0.000000017194937,0.000001773802084,False
m4-v2,c01,2,6,False,0.000002648497963,False,0.000000025524933,0.000002674022896,False
m4-v2,c01,2,7,False,0.000005654065645,False,0.000000040657386,0.000005694723031,False
m4-v2,c01,23,1,True,0.000000373705094,True,0.000000003670822,0.000000377375916,True
m4-v2,c01,29,1,True,0.000000353955820,True,0.000000003461546,0.000000357417366,True
m4-v2,c01,3,1,True,0.000000391213343,True,0.000000003871837,0.000000395085180,True
m4-v2,c01,3,2,False,0.000000508275434,True,0.000000005000935,0.000000513276369,True
m4-v2,c01,3,3,False,0.000001177810592,False,0.000000011579793,0.000001189390385,False
m4-v2,c01,3,4,False,0.000001672784730,False,0.000000015741389,0.000001688526119,False
m4-v2,c01,31,1,True,0.000000342504892,True,0.000000003353174,0.000000345858066,True
m4-v2,c01,37,1,True,0.000000393319693,True,0.000000003844786,0.000000397164479,True
m4-v2,c01,41,1,True,0.000000426559624,True,0.000000004161747,0.000000430721371,True
m4-v2,c01,43,1,True,0.000000329952155,True,0.000000003209545,0.000000333161700,True
m4-v2,c01,47,1,True,0.000000446364493,True,0.000000004343466,0.000000450707959,True
m4-v2,c01,5,1,True,0.000000329450605,True,0.000000003256942,0.000000332707547,True
m4-v2,c01,5,2,False,0.000000765516451,True,0.000000007512615,0.000000773029066,True
m4-v2,c01,5,3,False,0.000001753829768,False,0.000000013527105,0.000001767356873,False
m4-v2,c01,53,1,False,0.000000406253175,True,0.000000003943827,0.000000410197002,True
m4-v2,c01,59,1,False,0.000000458888301,True,0.000000004452500,0.000000463340801,True
m4-v2,c01,61,1,False,0.000000461331688,True,0.000000004467983,0.000000465799671,True
m4-v2,c01,67,1,False,0.000000404748195,True,0.000000003872769,0.000000408620964,True
m4-v2,c01,7,1,True,0.000000337211963,True,0.000000003340125,0.000000340552088,True
m4-v2,c01,7,2,False,0.000000663689465,True,0.000000006405806,0.000000670095271,True
m4-v2,c01,71,1,False,0.000000453857918,True,0.000000004354800,0.000000458212718,True
m4-v2,c01,73,1,False,0.000000431131545,True,0.000000004126933,0.000000435258478,True
m4-v2,c01,79,1,False,0.000000473808682,True,0.000000004537210,0.000000478345892,True
m4-v2,c01,83,1,False,0.000000510529655,True,0.000000004873018,0.000000515402673,True
m4-v2,c01,89,1,False,0.000000503142605,True,0.000000004740759,0.000000507883364,True
m4-v2,c01,97,1,False,0.000000566129753,True,0.000000005288399,0.000000571418152,True
m4-v2,c02,101,1,False,0.000000581792021,True,0.000000004658991,0.000000586451012,True
m4-v2,c02,103,1,False,0.000000527808844,True,0.000000004082824,0.000000531891668,True
m4-v2,c02,107,1,False,0.000000602030831,True,0.000000004720629,0.000000606751460,True
m4-v2,c02,109,1,False,0.000000601754517,True,0.000000004666053,0.000000606420570,True
m4-v2,c02,11,1,True,0.000000278364966,True,0.000000002344625,0.000000280709591,True
m4-v2,c02,11,2,False,0.000001238392716,False,0.000000008438137,0.000001246830853,False
m4-v2,c02,113,1,False,0.000000511557662,True,0.000000003775170,0.000000515332832,True
m4-v2,c02,127,1,False,0.000000706380082,True,0.000000004752525,0.000000711132607,True
m4-v2,c02,13,1,True,0.000000359225622,True,0.000000003038864,0.000000362264486,True
m4-v2,c02,131,1,False,0.000000780768268,True,0.000000004816385,0.000000785584653,True
m4-v2,c02,137,1,False,0.000000986638468,True,0.000000005125282,0.000000991763750,True
m4-v2,c02,139,1,False,0.000001538647053,False,0.000000004141160,0.000001542788213,False
m4-v2,c02,17,1,True,0.000000355407102,True,0.000000002996810,0.000000358403912,True
m4-v2,c02,19,1,True,0.000000275950574,True,0.000000002323710,0.000000278274284,True
m4-v2,c02,2,1,True,0.000000518017606,True,0.000000004397883,0.000000522415489,True
m4-v2,c02,2,2,False,0.000000596096007,True,0.000000005038205,0.000000601134212,True
m4-v2,c02,2,3,False,0.000001013540412,False,0.000000008585646,0.000001022126058,False
m4-v2,c02,2,4,False,0.000001315058585,False,0.000000011090179,0.000001326148764,False
m4-v2,c02,2,5,False,0.000001946522098,False,0.000000016343706,0.000001962865804,False
m4-v2,c02,2,6,False,0.000002855558693,False,0.000000023680232,0.000002879238925,False
m4-v2,c02,2,7,False,0.000004674905698,False,0.000000030945669,0.000004705851367,False
m4-v2,c02,23,1,True,0.000000382627596,True,0.000000003223141,0.000000385850737,True
m4-v2,c02,29,1,True,0.000000390569735,True,0.000000003285881,0.000000393855616,True
m4-v2,c02,3,1,True,0.000000321219498,True,0.000000002716451,0.000000323935949,True
m4-v2,c02,3,2,False,0.000000608580152,True,0.000000005147514,0.000000613727666,True
m4-v2,c02,3,3,False,0.000001132105360,False,0.000000009515768,0.000001141621128,False
m4-v2,c02,3,4,False,0.000002109676267,False,0.000000017228079,0.000002126904346,False
m4-v2,c02,31,1,True,0.000000406138301,True,0.000000003411639,0.000000409549940,True
m4-v2,c02,37,1,True,0.000000427070125,True,0.000000003582639,0.000000430652764,True
m4-v2,c02,41,1,True,0.000000429082923,True,0.000000003596714,0.000000432679637,True
m4-v2,c02,43,1,True,0.000000448111252,True,0.000000003748645,0.000000451859897,True
m4-v2,c02,47,1,True,0.000000461160498,True,0.000000003849996,0.000000465010494,True
m4-v2,c02,5,1,True,0.000000329212149,True,0.000000002788942,0.000000332001091,True
m4-v2,c02,5,2,False,0.000000798426149,True,0.000000006714816,0.000000805140965,True
m4-v2,c02,5,3,False,0.000002104568725,False,0.000000013691818,0.000002118260543,False
m4-v2,c02,53,1,True,0.000000410198062,True,0.000000003405899,0.000000413603961,True
m4-v2,c02,59,1,False,0.000000460911336,True,0.000000003826145,0.000000464737481,True
m4-v2,c02,61,1,False,0.000000474778743,True,0.000000003940575,0.000000478719318,True
m4-v2,c02,67,1,False,0.000000440617148,True,0.000000003626243,0.000000444243391,True
m4-v2,c02,7,1,True,0.000000347143709,True,0.000000002939538,0.000000350083247,True
m4-v2,c02,7,2,False,0.000000672576723,True,0.000000005545541,0.000000678122264,True
m4-v2,c02,71,1,False,0.000000426921472,True,0.000000003491677,0.000000430413149,True
m4-v2,c02,73,1,False,0.000000407345053,True,0.000000003303776,0.000000410648829,True
m4-v2,c02,79,1,False,0.000000436241053,True,0.000000003550924,0.000000439791977,True
m4-v2,c02,83,1,False,0.000000532309549,True,0.000000004358537,0.000000536668086,True
m4-v2,c02,89,1,False,0.000000437464265,True,0.000000003497681,0.000000440961946,True
m4-v2,c02,97,1,False,0.000000572534205,True,0.000000004620747,0.000000577154952,True
m4-v2,c03,101,1,False,0.000000602124750,True,0.000000004124253,0.000000606249003,True
m4-v2,c03,103,1,False,0.000000584011373,True,0.000000004001019,0.000000588012392,True
m4-v2,c03,107,1,False,0.000000553102686,True,0.000000003675928,0.000000556778614,True
m4-v2,c03,109,1,False,0.000000614526792,True,0.000000004151553,0.000000618678345,True
m4-v2,c03,11,1,True,0.000000351962017,True,0.000000002577945,0.000000354539962,True
m4-v2,c03,11,2,False,0.000001440790417,False,0.000000008397776,0.000001449188193,False
m4-v2,c03,113,1,False,0.000000585124693,True,0.000000003799954,0.000000588924647,True
m4-v2,c03,127,1,False,0.000000770179201,True,0.000000004338930,0.000000774518131,True
m4-v2,c03,13,1,True,0.000000357029821,True,0.000000002616905,0.000000359646726,True
m4-v2,c03,131,1,False,0.000000831025348,True,0.000000004500780,0.000000835526128,True
m4-v2,c03,137,1,False,0.000001237552612,False,0.000000003252089,0.000001240804701,False
m4-v2,c03,139,1,False,0.000001666773127,False,0.000000004593119,0.000001671366246,False
m4-v2,c03,17,1,True,0.000000310398145,True,0.000000002266605,0.000000312664750,True
m4-v2,c03,19,1,True,0.000000315248696,True,0.000000002291958,0.000000317540654,True
m4-v2,c03,2,1,True,0.000000486435591,True,0.000000003573496,0.000000490009087,True
m4-v2,c03,2,2,False,0.000000752568593,True,0.000000005527839,0.000000758096432,True
m4-v2,c03,2,3,False,0.000001017483278,False,0.000000007460045,0.000001024943323,False
m4-v2,c03,2,4,False,0.000001190399035,False,0.000000008657205,0.000001199056240,False
m4-v2,c03,2,5,False,0.000001857717010,False,0.000000013491148,0.000001871208158,False
m4-v2,c03,2,6,False,0.000003035555339,False,0.000000021836824,0.000003057392163,False
m4-v2,c03,2,7,False,0.000005720116170,False,0.000000031482865,0.000005751599035,False
m4-v2,c03,23,1,True,0.000000373975585,True,0.000000002725317,0.000000376700902,True
m4-v2,c03,29,1,True,0.000000362106367,True,0.000000002627204,0.000000364733571,True
m4-v2,c03,3,1,True,0.000000405327033,True,0.000000002983038,0.000000408310071,True
m4-v2,c03,3,2,False,0.000000643412701,True,0.000000004715378,0.000000648128079,True
m4-v2,c03,3,3,False,0.000001093644446,False,0.000000007959244,0.000001101603690,False
m4-v2,c03,3,4,False,0.000002198359833,False,0.000000015627115,0.000002213986948,False
m4-v2,c03,31,1,True,0.000000393453563,True,0.000000002861689,0.000000396315252,True
m4-v2,c03,37,1,True,0.000000390497159,True,0.000000002832090,0.000000393329249,True
m4-v2,c03,41,1,True,0.000000390298842,True,0.000000002815436,0.000000393114278,True
m4-v2,c03,43,1,True,0.000000449636878,True,0.000000003256207,0.000000452893085,True
m4-v2,c03,47,1,True,0.000000470959191,True,0.000000003414408,0.000000474373599,True
m4-v2,c03,5,1,True,0.000000291709686,True,0.000000002134715,0.000000293844401,True
m4-v2,c03,5,2,False,0.000000719302784,True,0.000000005234078,0.000000724536862,True
m4-v2,c03,5,3,False,0.000002327224857,False,0.000000012528344,0.000002339753201,False
m4-v2,c03,53,1,False,0.000000475784774,True,0.000000003426942,0.000000479211716,True
m4-v2,c03,59,1,False,0.000000500465968,True,0.000000003605522,0.000000504071490,True
m4-v2,c03,61,1,False,0.000000505663512,True,0.000000003645116,0.000000509308628,True
m4-v2,c03,67,1,False,0.000000451113305,True,0.000000003224110,0.000000454337415,True
m4-v2,c03,7,1,True,0.000000327883547,True,0.000000002403685,0.000000330287232,True
m4-v2,c03,7,2,False,0.000000956521603,True,0.000000006902729,0.000000963424332,True
m4-v2,c03,71,1,False,0.000000531373997,True,0.000000003789094,0.000000535163091,True
m4-v2,c03,73,1,False,0.000000494342183,True,0.000000003517895,0.000000497860078,True
m4-v2,c03,79,1,False,0.000000538244582,True,0.000000003834469,0.000000542079051,True
m4-v2,c03,83,1,False,0.000000556127836,True,0.000000003954769,0.000000560082605,True
m4-v2,c03,89,1,False,0.000000538771400,True,0.000000003800208,0.000000542571608,True
m4-v2,c03,97,1,False,0.000000592621899,True,0.000000004116918,0.000000596738817,True
m4-v2,c04,101,1,False,0.000000611119646,True,0.000000003739480,0.000000614859126,True
m4-v2,c04,103,1,False,0.000000606706563,True,0.000000003612701,0.000000610319264,True
m4-v2,c04,107,1,False,0.000000494506612,True,0.000000002917915,0.000000497424527,True
m4-v2,c04,109,1,False,0.000000525047392,True,0.000000002870521,0.000000527917913,True
m4-v2,c04,11,1,True,0.000000368065338,True,0.000000002361242,0.000000370426580,True
m4-v2,c04,11,2,False,0.000001224525070,False,0.000000006562659,0.000001231087729,False
m4-v2,c04,113,1,False,0.000000599443802,True,0.000000003306705,0.000000602750507,True
m4-v2,c04,127,1,False,0.000000741704572,True,0.000000003359143,0.000000745063715,True
m4-v2,c04,13,1,True,0.000000369233909,True,0.000000002365107,0.000000371599016,True
m4-v2,c04,131,1,False,0.000000878733549,True,0.000000003480625,0.000000882214174,True
m4-v2,c04,137,1,False,0.000001757285284,False,0.000000003326200,0.000001760611484,False
m4-v2,c04,139,1,False,0.000003423180377,False,0.000000004100837,0.000003427281214,False
m4-v2,c04,17,1,True,0.000000314226617,True,0.000000002004172,0.000000316230789,True
m4-v2,c04,19,1,True,0.000000359159449,True,0.000000002289718,0.000000361449167,True
m4-v2,c04,2,1,True,0.000000529121128,True,0.000000003401858,0.000000532522986,True
m4-v2,c04,2,2,False,0.000000734569465,True,0.000000004715636,0.000000739285101,True
m4-v2,c04,2,3,False,0.000000827340671,True,0.000000005290494,0.000000832631165,True
m4-v2,c04,2,4,False,0.000001525494462,False,0.000000009764026,0.000001535258488,False
m4-v2,c04,2,5,False,0.000002048258288,False,0.000000013003341,0.000002061261629,False
m4-v2,c04,2,6,False,0.000002545562746,False,0.000000015851646,0.000002561414392,False
m4-v2,c04,2,7,False,0.000005480432664,False,0.000000028612153,0.000005509044817,False
m4-v2,c04,23,1,True,0.000000409557531,True,0.000000002619395,0.000000412176926,True
m4-v2,c04,29,1,True,0.000000322301008,True,0.000000002043651,0.000000324344659,True
m4-v2,c04,3,1,True,0.000000383427230,True,0.000000002460550,0.000000385887780,True
m4-v2,c04,3,2,False,0.000000728525238,True,0.000000004673271,0.000000733198509,True
m4-v2,c04,3,3,False,0.000001224898902,False,0.000000007786552,0.000001232685454,False
