versao,bloco,p,r,eligible,d1,Delta,U1,U2,n_termos,abs_c,theta,err_num_est,S_abs,theta_rel,margem,margem_rel,B_rel_sup,orcamento_rel,orcamento_rel_com_err
m4-v1,b01,79,1,False,2,1,7.0,8.0,256,0.15648155106679665,1.8194688382208147e-12,2.75164848812875e-20,2.7516461911549838e-11,1.1627369653590316e-11,1.5647973159795842e-07,9.999883726303464e-07,7.6017159e-05,7.601717062736966e-05,7.601717062736983e-05
m4-v1,b01,3,4,False,2,1,7.0,8.0,256,0.03885546139622887,-5.3466016731401264e-12,2.810085935948603e-20,2.8100836439370046e-11,-1.3760232103842787e-10,3.8850114794555726e-08,9.998623976789615e-07,0.000344786963,0.000344787100602321,0.0003447871006023217
m4-v1,b01,83,1,False,2,1,7.0,8.0,256,0.15439008898017337,-1.1698969834374205e-12,2.908504440486337e-20,2.9085020947568e-11,-7.577539407906279e-12,1.5438891908318993e-07,9.99992422460592e-07,8.341412e-05,8.341412757753942e-05,8.341412757753961e-05
m4-v1,b01,89,1,False,2,1,7.0,8.0,256,0.15145009428891956,-4.722473435258619e-12,3.0638499532042693e-20,3.0638474193266144e-11,-3.118171340487654e-11,1.514453718154843e-07,9.99968818286595e-07,7.6767091e-05,7.67671221817134e-05,7.67671221817136e-05
m4-v1,b01,97,1,False,2,1,7.0,8.0,256,0.14785224441209735,2.3342895332827157e-12,3.4277830506085375e-20,3.427780393058664e-11,1.578798849191986e-11,1.4784991012256406e-07,9.99984212011508e-07,0.000100510479,0.00010051049478798849,0.00010051049478798872
m4-v1,b01,101,1,False,2,1,7.0,8.0,256,0.14617479278578105,2.6428241882281813e-12,3.42792320382042e-20,3.4279202378941586e-11,1.8079890095012733e-11,1.461721499615928e-07,9.999819201099049e-07,7.9601657e-05,7.96016750798901e-05,7.960167507989033e-05
m4-v1,b01,103,1,False,2,1,7.0,8.0,256,0.145363663339395,-2.89545008509424e-12,3.6406620752446215e-20,3.6406591300668375e-11,-1.9918664806444405e-11,1.453607678893099e-07,9.999800813351936e-07,7.577513e-05,7.57751499186648e-05,7.577514991866505e-05
m4-v1,b01,107,1,False,2,1,7.0,8.0,256,0.14379312149769535,3.356523814568968e-12,3.7303611397216216e-20,3.730358080460821e-11,2.3342728634086748e-11,1.4378976497388077e-07,9.99976657271366e-07,8.8040603e-05,8.804062634272862e-05,8.80406263427289e-05
m4-v1,b01,109,1,False,2,1,7.0,8.0,256,0.14303243005044233,-3.675900336758992e-12,3.928567595733338e-20,3.928564440547592e-11,-2.5699768475321546e-11,1.4302875415010558e-07,9.999743002315247e-07,0.00010493571,0.00010493573569976848,0.00010493573569976876
m4-v1,b01,113,1,False,2,1,7.0,8.0,256,0.14155725660115417,-3.058015306537026e-12,3.8081825533184226e-20,3.8081793010470633e-11,-2.1602674281497008e-11,1.4155419858584761e-07,9.999783973257185e-07,7.5536829e-05,7.553685060267428e-05,7.553685060267455e-05
m4-v1,b01,11,2,False,2,1,7.0,8.0,256,0.06938852466955447,-7.724193046642723e-12,4.17022537575922e-20,4.170221877899564e-11,-1.1131801812226538e-10,6.938080047650783e-08,9.998886819818777e-07,0.000161271158,0.0001612712693180181,0.0001612712693180187
m4-v1,b01,5,3,False,2,1,7.0,8.0,256,0.04582150488104508,-6.1193775597975585e-12,4.1134170385154213e-20,4.113413400739974e-11,-1.335481576976524e-10,4.581538550348528e-08,9.998664518423024e-07,0.000319749763,0.00031974989654815774,0.0003197498965481586
m4-v1,b01,127,1,False,2,1,7.0,8.0,256,0.13682617124428062,2.8381029970510566e-12,4.1707919006397135e-20,4.170788415066187e-11,2.074239870371064e-11,1.3682333314128356e-07,9.999792576012962e-07,9.9918691e-05,9.99187117423987e-05,9.991871174239901e-05
m4-v1,b01,2,7,False,2,1,7.0,8.0,256,0.01950161612988795,-3.679845577426596e-12,4.3695812567800243e-20,4.369577652569267e-11,-1.8869439091188485e-10,1.9497936284310526e-08,9.99811305609088e-07,0.000686991787,0.0006869919756943909,0.0006869919756943931
m4-v1,b01,131,1,False,2,1,7.0,8.0,256,0.1355834491603077,2.89132736970632e-12,4.546110677922281e-20,4.546107080628927e-11,2.1325076088658475e-11,1.3558055783293798e-07,9.999786749239112e-07,8.9004894e-05,8.900491532507609e-05,8.900491532507643e-05
m4-v1,b01,137,1,False,2,1,7.0,8.0,256,0.13379912176069506,-6.569495383487241e-12,4.813668761687404e-20,4.813664871330006e-11,-4.9099689871186445e-11,1.3379255226531155e-07,9.999509003101288e-07,0.00010969919,0.00010969923909968987,0.00010969923909969022
m4-v1,b01,139,1,False,2,1,7.0,8.0,256,0.13322434272608064,2.5175746196001423e-12,4.628055070488614e-20,4.6280511820181125e-11,1.8897256823225368e-11,1.3322182515146103e-07,9.999811027431768e-07,0.000111966266,0.00011196628489725682,0.00011196628489725717
m4-v1,b01,2,1,True,2,2,7.0,9.0,859,0.1560129290391036,-6.283195089090752e-14,3.7830430907828175e-21,3.783040186961242e-12,-4.027355378678847e-13,1.560128662071527e-07,9.999995972644622e-07,4.5179549e-05,4.5179549402735534e-05,4.517954940273556e-05
m4-v1,b01,3,1,True,2,2,7.0,9.0,859,0.20189889986939866,-1.662796908580679e-15,4.492184154605598e-21,4.492180923639484e-12,-8.235789841630065e-15,2.0189889820660174e-07,9.9999999176421e-07,3.6094595e-05,3.609459500823579e-05,3.609459500823581e-05
m4-v1,b01,2,2,False,2,2,7.0,9.0,859,0.1103178000763258,-8.551351884589548e-13,9.669337399132747e-21,9.669329968999621e-12,-7.751561288090504e-12,1.1031694494113733e-07,9.999922484387118e-07,6.6231363e-05,6.623137075156128e-05,6.623137075156137e-05
m4-v1,b01,5,1,True,2,2,7.0,9.0,859,0.22910752440522542,-4.308339218294506e-13,1.0007131774894437e-20,1.0007124720134103e-11,-1.8804878754982707e-12,2.291070935713036e-07,9.999981195121244e-07,3.7766635e-05,3.776663688048788e-05,3.776663688048792e-05
m4-v1,b01,7,1,True,2,2,7.0,9.0,859,0.23411211608563706,-8.425179050881472e-13,1.2293286755390949e-20,1.2293277858725247e-11,-3.5987795897755172e-12,2.3411127356773194e-07,9.999964012204102e-07,3.2234765e-05,3.2234768598779595e-05,3.223476859877964e-05
m4-v1,b01,2,3,False,2,2,7.0,9.0,859,0.0780064645195518,2.930391564152441e-13,1.2198374749939467e-20,1.2198365439370133e-11,3.756600920450584e-12,7.800617148039539e-08,9.999962433990796e-07,9.6817503e-05,9.681750675660092e-05,9.681750675660108e-05
m4-v1,b01,3,2,False,2,2,7.0,9.0,859,0.1165663841886866,-1.1951331114472024e-12,1.389130872045913e-20,1.3891297981325572e-11,-1.025281104638739e-11,1.1656518905557515e-07,9.999897471889535e-07,6.6497795e-05,6.649780525281106e-05,6.649780525281117e-05
m4-v1,b01,11,1,True,2,2,7.0,9.0,859,0.23013570108523157,-5.764209656570245e-13,1.572125190649808e-20,1.572124064312177e-11,-2.5047003265414476e-12,2.301351246642659e-07,9.999974952996733e-07,3.0233367e-05,3.0233369504700326e-05,3.0233369504700397e-05
m4-v1,b01,13,1,True,2,2,7.0,9.0,859,0.22644213759952758,6.844554620416304e-13,1.453354995895698e-20,1.4533539027414752e-11,3.0226505954122307e-12,2.2644145314406552e-07,9.999969773494046e-07,4.2113387e-05,4.21133900226506e-05,4.211339002265066e-05
m4-v1,b01,2,4,False,2,2,7.0,9.0,859,0.0551589000381629,6.896583965721324e-13,1.4828364589634158e-20,1.482835329628863e-11,1.250312091239994e-11,5.5158210379766326e-08,9.999874968790876e-07,0.000141154714,0.0001411547265031209,0.00014115472650312117
m4-v1,b01,17,1,True,2,2,7.0,9.0,859,0.21872828371837585,-1.5579044667114302e-12,1.781576611578664e-20,1.7815752399507537e-11,-7.122556078377655e-12,2.1872672581390912e-07,9.999928774439216e-07,3.9827574e-05,3.982758112255608e-05,3.982758112255616e-05
m4-v1,b01,19,1,True,2,2,7.0,9.0,859,0.21501852841127717,6.589069915909058e-13,1.860783334384406e-20,1.8607820002338788e-11,3.064419594252733e-12,2.1501786950428557e-07,9.999969355804058e-07,4.4470831e-05,4.4470834064419594e-05,4.447083406441968e-05
m4-v1,b01,23,1,True,2,2,7.0,9.0,859,0.20810964733659634,1.1267630549389657e-12,1.856222796471915e-20,1.8562213669614218e-11,5.414275932708397e-12,2.081085205735414e-07,9.999945857240672e-07,4.0717222e-05,4.071722741427593e-05,4.071722741427602e-05
m4-v1,b01,5,2,False,2,2,7.0,9.0,859,0.10245999974535523,-8.534397127198154e-13,2.1453437981221992e-20,2.1453422403618478e-11,-8.329491653727083e-12,1.0245914630564251e-07,9.999916705083462e-07,9.3055514e-05,9.305552232949165e-05,9.305552232949187e-05
m4-v1,b01,3,3,False,2,2,7.0,9.0,859,0.06729963328979954,4.017148003233029e-14,2.155425020073919e-20,2.155423481621452e-11,5.969048874211175e-13,6.729959311831951e-08,9.999994030951125e-07,0.000121370974,0.00012137097459690489,0.0001213709745969052
m4-v1,b01,29,1,True,2,2,7.0,9.0,859,0.1990363509339811,-2.325217384574115e-13,2.103372420463802e-20,2.1033708077156046e-11,-1.168237547394231e-12,1.990361184122426e-07,9.999988317624525e-07,4.1029045e-05,4.1029046168237544e-05,4.102904616823765e-05
m4-v1,b01,31,1,True,2,2,7.0,9.0,859,0.1963215403858554,1.6923583416258635e-12,2.359999438063948e-20,2.3599976361366032e-11,8.620339562839916e-12,1.9631984802751375e-07,9.99991379660437e-07,4.5215016e-05,4.521502462033956e-05,4.521502462033968e-05
m4-v1,b01,2,5,False,2,2,7.0,9.0,859,0.0390032322597759,-8.602342193117653e-13,2.6533669249983928e-20,2.6533649700975415e-11,-2.2055459752214596e-11,3.900237202555659e-08,9.999779445402478e-07,0.000205302757,0.00020530277905545974,0.00020530277905546042
m4-v1,b01,37,1,True,2,2,7.0,9.0,859,0.1889586950119591,1.66396692864802e-12,2.5831829372077538e-20,2.583180989658038e-11,8.805982326151799e-12,1.8895703104503044e-07,9.999911940176738e-07,4.8910479e-05,4.8910487805982325e-05,4.891048780598246e-05
m4-v1,b01,41,1,True,2,2,7.0,9.0,859,0.184607803637099,-2.0904266957669966e-12,2.786324822692296e-20,2.7863226120649872e-11,-1.132360959061268e-11,1.8460571321040322e-07,9.999886763904093e-07,4.732161e-05,4.732162132360959e-05,4.732162132360974e-05
m4-v1,b01,43,1,True,2,2,7.0,9.0,859,0.18257543342631882,-2.480406508441867e-12,2.9783319651176477e-20,2.978329690505765e-11,-1.3585653129192073e-11,1.8257295301981037e-07,9.999864143468708e-07,3.9874744e-05,3.987475758565313e-05,3.987475758565329e-05
m4-v1,b01,47,1,True,2,2,7.0,9.0,859,0.17876338822837304,1.2856252468223416e-12,3.1510874728915933e-20,3.151085123884445e-11,7.191770415427208e-12,1.787621026031262e-07,9.999928082295846e-07,5.1934565e-05,5.193457219177041e-05,5.193457219177059e-05
m4-v1,b01,7,2,False,2,2,7.0,9.0,859,0.08848606258138285,3.742728884832089e-13,3.2121408577460607e-20,3.212138515682112e-11,4.229738306402556e-12,8.848568830849437e-08,9.999957702616937e-07,9.2721861e-05,9.27218652297383e-05,9.272186522973867e-05
m4-v1,b01,53,1,True,2,2,7.0,9.0,859,0.1735939685443537,1.4883991112430753e-12,3.194429827847874e-20,3.1944272952212024e-11,8.574025490193144e-12,1.7359248014524244e-07,9.999914259745098e-07,5.4781325e-05,5.478133357402549e-05,5.478133357402567e-05
m4-v1,b01,59,1,False,2,2,7.0,9.0,859,0.16897485378921837,2.5998669627571173e-13,3.4447037313340086e-20,3.444701009284486e-11,1.5386117546225123e-12,1.6897459380252208e-07,9.999984613882454e-07,4.2480325e-05,4.2480326538611756e-05,4.248032653861196e-05
m4-v1,b01,61,1,False,2,2,7.0,9.0,859,0.16754032791775322,-2.4572324589252613e-12,3.6069901982626595e-20,3.606987386901237e-11,-1.4666513367047573e-11,1.675378706852943e-07,9.99985333486633e-07,5.6789183e-05,5.678919766651337e-05,5.6789197666513584e-05
m4-v1,b01,2,6,False,2,2,7.0,9.0,859,0.02757945001908145,4.31186215123583e-13,3.76273609383658e-20,3.762733287709571e-11,1.5634329721051627e-11,2.7579018832866325e-08,9.999843656702789e-07,0.000297851665,0.00029785168063432973,0.0002978516806343311
m4-v1,b01,67,1,False,2,2,7.0,9.0,859,0.16351100147025147,-1.4019212497278593e-12,3.773611284565612e-20,3.773608307634031e-11,-8.573864982307745e-12,1.6350959954900172e-07,9.999914261350177e-07,5.6519714e-05,5.651972257386498e-05,5.651972257386521e-05
m4-v1,b01,71,1,False,2,2,7.0,9.0,859,0.16102884271275783,3.30094904046564e-12,4.137228324461572e-20,4.137225127662417e-11,2.049911671012783e-11,1.6102554176371736e-07,9.9997950088329e-07,5.0863597e-05,5.086361749911671e-05,5.086361749911696e-05
m4-v1,b01,73,1,False,2,2,7.0,9.0,859,0.1598425863444375,9.151639691208568e-13,4.127117384721932e-20,4.1271142057572265e-11,5.725407665444125e-12,1.5984167118046834e-07,9.999942745923345e-07,5.2214894e-05,5.221489972540766e-05,5.221489972540792e-05
m4-v1,b01,79,1,False,2,2,7.0,9.0,859,0.15648155106679665,-1.0469129412924423e-13,4.218365588557629e-20,4.218362253095164e-11,-6.690328247357101e-13,1.564814463755025e-07,9.999993309671753e-07,4.8454702e-05,4.845470266903282e-05,4.8454702669033094e-05
m4-v1,b01,3,4,False,2,2,7.0,9.0,859,0.03885546139622887,3.1961225413003256e-12,4.395686880428311e-20,4.395683317295568e-11,8.225671312220028e-11,3.8852265273687566e-08,9.999177432868778e-07,0.000219773397,0.00021977347925671313,0.00021977347925671424
m4-v1,b01,83,1,False,2,2,7.0,9.0,859,0.15439008898017337,2.0460771217043304e-13,4.649717625477931e-20,4.649714066020696e-11,1.3252645524202565e-12,1.543898843724612e-07,9.999986747354476e-07,5.3169657e-05,5.3169658325264553e-05,5.316965832526486e-05
m4-v1,b01,89,1,False,2,2,7.0,9.0,859,0.15145009428891956,2.3431279875420388e-12,4.782764810985088e-20,4.7827612022102204e-11,1.5471287743618574e-11,1.51447751160932e-07,9.999845287122564e-07,4.8932722e-05,4.8932737471287744e-05,4.893273747128806e-05
m4-v1,b01,97,1,False,2,2,7.0,9.0,859,0.14785224441209735,-1.430853488185329e-12,5.2752319585579576e-20,5.27522793378045e-11,-9.677590582914789e-12,1.4785081355860915e-07,9.99990322409417e-07,6.4067183e-05,6.406719267759058e-05,6.406719267759093e-05
m4-v1,b01,101,1,False,2,2,7.0,9.0,859,0.14617479278578105,-2.0202743889692763e-12,5.553058288410927e-20,5.5530541417297746e-11,-1.3820949224330255e-11,1.4617277251139208e-07,9.999861790507757e-07,5.0739525e-05,5.0739538820949227e-05,5.0739538820949606e-05
m4-v1,b01,103,1,False,2,2,7.0,9.0,859,0.145363663339395,2.7496228002028937e-12,5.554709755804713e-20,5.5547057675515676e-11,1.89154754154969e-11,1.4536091371659477e-07,9.999810845245844e-07,4.8300428e-05,4.8300446915475413e-05,4.83004469154758e-05
m4-v1,b01,107,1,False,2,2,7.0,9.0,859,0.14379312149769535,-1.0619480204277584e-12,5.73920409504962e-20,5.7391998702021e-11,-7.385249095136854e-12,1.437920595496749e-07,9.999926147509047e-07,5.6118661e-05,5.61186683852491e-05,5.61186683852495e-05
m4-v1,b01,109,1,False,2,2,7.0,9.0,859,0.14303243005044233,3.4863488216691393e-12,5.557620173950981e-20,5.557615778262072e-11,2.4374533946180113e-11,1.4302894370162067e-07,9.999756254660538e-07,6.6887905e-05,6.688792937453394e-05,6.688792937453433e-05
m4-v1,b01,113,1,False,2,2,7.0,9.0,859,0.14155725660115417,2.314908042596953e-12,6.068241376628273e-20,6.068236771067215e-11,1.6353157006421378e-11,1.4155494169311157e-07,9.999836468429936e-07,4.814853e-05,4.8148546353157005e-05,4.814854635315743e-05
m4-v1,b01,11,2,False,2,2,7.0,9.0,859,0.06938852466955447,4.196904748753437e-12,6.086571711192887e-20,6.086566836224425e-11,6.048413291304504e-11,6.938432776480572e-08,9.99939515867087e-07,0.00010279713,0.0001027971904841329,0.00010279719048413378
m4-v1,b01,5,3,False,2,2,7.0,9.0,859,0.04582150488104508,2.1687897677391422e-12,6.114388595491558e-20,6.114383603587786e-11,4.7331264509304725e-11,4.581933609127734e-08,9.999526687354906e-07,0.000203814236,0.0002038142833312645,0.00020381428333126584
m4-v1,b01,127,1,False,2,2,7.0,9.0,859,0.13682617124428062,-3.259219317388035e-12,6.081129364891083e-20,6.081124652184244e-11,-2.382014557411853e-11,1.3682291202496323e-07,9.99976179854426e-07,6.3689967e-05,6.368999082014558e-05,6.368999082014603e-05
m4-v1,b01,2,7,False,2,2,7.0,9.0,859,0.01950161612988795,2.1477886444585068e-12,6.66307723907948e-20,6.663072256739154e-11,1.1013387968225007e-10,1.9499468341243494e-08,9.998898661203177e-07,0.000437900891,0.00043790100113387965,0.00043790100113388306
m4-v1,b01,131,1,False,2,2,7.0,9.0,859,0.1355834491603077,-9.068024769440938e-13,6.746701191115272e-20,6.746695920533679e-11,-6.688150231905753e-12,1.3558254235783075e-07,9.99993311849768e-07,5.6733317e-05,5.673332368815023e-05,5.673332368815073e-05
m4-v1,b01,137,1,False,2,2,7.0,9.0,859,0.13379912176069506,2.668210877414255e-12,7.182727461098895e-20,7.182722030849587e-11,1.9941916227121836e-11,1.3379645354981763e-07,9.999800580837729e-07,6.9924232e-05,6.992425194191623e-05,6.992425194191677e-05
m4-v1,b01,139,1,False,2,2,7.0,9.0,859,0.13322434272608064,-2.4600658144546076e-12,7.024390127337466e-20,7.024384849336015e-11,-1.8465587925719324e-11,1.3322188266026617e-07,9.999815344120742e-07,7.1369307e-05,7.136932546558793e-05,7.136932546558844e-05
m4-v1,b01,2,1,True,4,0.5,9.0,9.5,574,0.1560129290391036,-3.147118731659947e-14,1.0858574154222096e-21,1.0858563944686749e-12,-2.0172166185477761e-13,1.560128975679163e-07,9.99999798278338e-07,9.401899e-06,9.401899201721662e-06,9.401899201721668e-06
m4-v1,b01,3,1,True,4,0.5,9.0,9.5,574,0.20189889986939866,1.9189378570910038e-14,1.0669989392414925e-21,1.06699791765847e-12,9.504449297803493e-14,2.0189888068002006e-07,9.99999904955507e-07,7.511314e-06,7.511314095044493e-06,7.511314095044498e-06
m4-v1,b01,2,2,False,4,0.5,9.0,9.5,574,0.1103178000763258,-1.404441583382019e-13,2.9319157448724515e-21,2.9319131219356597e-12,-1.273087010809067e-12,1.1031765963216745e-07,9.99998726912989e-07,1.3782798e-05,1.3782799273087012e-05,1.3782799273087038e-05
m4-v1,b01,5,1,True,4,0.5,9.0,9.5,574,0.22910752440522542,-2.580690813697116e-14,2.5869027623997063e-21,2.5869004300099988e-12,-1.1264103265035569e-13,2.2910749859831728e-07,9.999998873589673e-07,7.859266e-06,7.859266112641033e-06,7.859266112641043e-06
m4-v1,b01,7,1,True,4,0.5,9.0,9.5,574,0.23411211608563706,-1.1052533747488362e-13,3.3178258076533235e-21,3.3178226710877423e-12,-4.721043033691344e-13,2.3411200556029955e-07,9.999995278956965e-07,6.70808e-06,6.708080472104303e-06,6.708080472104317e-06
m4-v1,b01,2,3,False,4,0.5,9.0,9.5,574,0.0780064645195518,1.2406042520283643e-13,3.2858268204238814e-21,3.2858237062257946e-12,1.5903864630570652e-12,7.80063404591266e-08,9.999984096135369e-07,2.0147797e-05,2.0147798590386462e-05,2.0147798590386503e-05
m4-v1,b01,3,2,False,4,0.5,9.0,9.5,574,0.1165663841886866,-1.9136984932110293e-13,4.025308852295517e-21,4.02530526697656e-12,-1.6417241613270904e-12,1.1656619281883728e-07,9.999983582758385e-07,1.3838243e-05,1.3838244641724161e-05,1.3838244641724197e-05
m4-v1,b01,11,1,True,4,0.5,9.0,9.5,574,0.23013570108523157,-2.1091473978089272e-13,4.0354963347960444e-21,4.035492564583534e-12,-9.164798802893241e-13,2.301354901704918e-07,9.999990835201196e-07,6.291588e-06,6.29158891647988e-06,6.291588916479898e-06
m4-v1,b01,13,1,True,4,0.5,9.0,9.5,574,0.22644213759952758,1.609924754472423e-13,3.6828532887798635e-21,3.682849910965323e-12,7.109651814538346e-13,2.2644197660705213e-07,9.999992890348186e-07,8.763829e-06,8.763829710965182e-06,8.763829710965199e-06
m4-v1,b01,2,4,False,4,0.5,9.0,9.5,574,0.0551589000381629,1.218066649532355e-13,3.777958076827347e-21,3.7779546712226724e-12,2.2082866929717757e-12,5.515877823149794e-08,9.99997791713307e-07,2.9374404e-05,2.937440620828669e-05,2.937440620828676e-05
m4-v1,b01,17,1,True,4,0.5,9.0,9.5,574,0.21872828371837585,-2.4429348723553874e-13,4.8595822209575384e-21,4.8595778164789614e-12,-1.1168811050978638e-12,2.187280394248886e-07,9.999988831188949e-07,8.28815e-06,8.288151116881105e-06,8.288151116881127e-06
m4-v1,b01,19,1,True,4,0.5,9.0,9.5,574,0.21501852841127717,2.254930791925448e-13,4.286677664272922e-21,4.286673562551443e-12,1.0487146426806178e-12,2.1501830291819797e-07,9.999989512853572e-07,9.254415e-06,9.254416048714643e-06,9.254416048714663e-06
m4-v1,b01,23,1,True,4,0.5,9.0,9.5,574,0.20810964733659634,2.497631306460213e-13,4.5395680493466104e-21,4.5395638417792835e-12,1.2001516212367352e-12,2.0810939757346567e-07,9.999987998483788e-07,8.473286e-06,8.473287200151622e-06,8.473287200151644e-06
m4-v1,b01,5,2,False,4,0.5,9.0,9.5,574,0.10245999974535523,-2.617429499548395e-13,4.89796507104446e-21,4.8979604366534046e-12,-2.5545866738761625e-12,1.0245973800240528e-07,9.999974454133261e-07,1.9364924e-05,1.9364926554586673e-05,1.9364926554586724e-05
m4-v1,b01,3,3,False,4,0.5,9.0,9.5,574,0.06729963328979954,-8.113108628322573e-14,4.576414130761927e-21,4.576409745876278e-12,-1.2055204808303553e-12,6.729955215871326e-08,9.999987944795191e-07,2.5257393e-05,2.5257394205520483e-05,2.525739420552055e-05
m4-v1,b01,29,1,True,4,0.5,9.0,9.5,574,0.1990363509339811,-1.0401601913946427e-13,4.866205212932315e-21,4.8662007765245626e-12,-5.225981015596775e-13,1.9903624691796193e-07,9.999994774018984e-07,8.538177e-06,8.538177522598101e-06,8.538177522598125e-06
m4-v1,b01,31,1,True,4,0.5,9.0,9.5,574,0.1963215403858554,2.5493493452168267e-13,6.003476036203035e-21,6.003470646949258e-12,1.2985581409998464e-12,1.9632128545092085e-07,9.99998701441859e-07,9.40928e-06,9.409281298558141e-06,9.409281298558171e-06
m4-v1,b01,2,5,False,4,0.5,9.0,9.5,574,0.0390032322597759,-3.0747558606546293e-13,6.152548243168424e-21,6.152542358316766e-12,-7.883336027577463e-12,3.9002924784189837e-08,9.999921166639723e-07,4.272366e-05,4.272366788333603e-05,4.2723667883336185e-05
m4-v1,b01,37,1,True,4,0.5,9.0,9.5,574,0.1889586950119591,3.3858865267508716e-13,6.334409328683763e-21,6.334403681460367e-12,1.7918659559627993e-12,1.8895835642330642e-07,9.99998208134044e-07,1.0178309e-05,1.0178310791865957e-05,1.0178310791865989e-05
m4-v1,b01,41,1,True,4,0.5,9.0,9.5,574,0.184607803637099,-3.348983032208969e-13,7.125653145731575e-21,7.125646852255974e-12,-1.8141069696015567e-12,1.8460746873879578e-07,9.999981858930303e-07,9.847664e-06,9.84766581410697e-06,9.847665814107008e-06
m4-v1,b01,43,1,True,4,0.5,9.0,9.5,574,0.18257543342631882,-3.7006734367196976e-13,7.433356967807998e-21,7.43335020716325e-12,-2.0269284685626463e-12,1.8257506335897515e-07,9.999979730715314e-07,8.297966e-06,8.297968026928468e-06,8.297968026928509e-06
m4-v1,b01,47,1,True,4,0.5,9.0,9.5,574,0.17876338822837304,3.578496871602115e-13,7.168778460320475e-21,7.168771832776244e-12,2.0018063581512165e-12,1.7876303037868588e-07,9.999979981936418e-07,1.0807624e-05,1.0807626001806358e-05,1.0807626001806399e-05
m4-v1,b01,7,2,False,4,0.5,9.0,9.5,574,0.08848606258138285,-5.803262044123405e-14,6.518078425575673e-21,6.518072185123007e-12,-6.558391089880398e-13,8.848600454876241e-08,9.99999344160891e-07,1.9295491e-05,1.929549165583911e-05,1.9295491655839184e-05
m4-v1,b01,53,1,True,4,0.5,9.0,9.5,574,0.1735939685443537,2.9644719584026033e-13,7.765633011419316e-21,7.765626079413621e-12,1.7077044688019638e-12,1.7359367209715784e-07,9.999982922955312e-07,1.1400037e-05,1.1400038707704469e-05,1.1400038707704515e-05
m4-v1,b01,59,1,False,4,0.5,9.0,9.5,574,0.16897485378921837,-3.422248907120104e-14,7.835856841358045e-21,7.835849543094107e-12,-2.0253007062157698e-13,1.6897481956672928e-07,9.999997974699294e-07,8.840189e-06,8.84018920253007e-06,8.840189202530118e-06
m4-v1,b01,61,1,False,4,0.5,9.0,9.5,574,0.16754032791775322,-4.682209781551097e-13,7.974058335492866e-21,7.974050762526728e-12,-2.7946762667491184e-12,1.6753985969677504e-07,9.999972053237331e-07,1.1817873e-05,1.1817875794676268e-05,1.1817875794676315e-05
m4-v1,b01,2,6,False,4,0.5,9.0,9.5,574,0.02757945001908145,4.3873535004400015e-14,7.732849159113153e-21,7.73284183683714e-12,1.5908052906800224e-12,2.7579406145546444e-08,9.999984091947094e-07,6.1983158e-05,6.198315959080529e-05,6.198315959080557e-05
m4-v1,b01,67,1,False,4,0.5,9.0,9.5,574,0.16351100147025147,-3.062345590054325e-13,8.717731782119568e-21,8.717723892053595e-12,-1.872868224473248e-12,1.6351069523569244e-07,9.999981271317755e-07,1.1761796e-05,1.1761797872868225e-05,1.1761797872868279e-05
m4-v1,b01,71,1,False,4,0.5,9.0,9.5,574,0.16102884271275783,4.857478664079179e-13,9.437436297492654e-21,9.437427639313742e-12,3.0165270905808574e-12,1.610283569648914e-07,9.999969834729094e-07,1.0584754e-05,1.058475701652709e-05,1.0584757016527149e-05
m4-v1,b01,73,1,False,4,0.5,9.0,9.5,574,0.1598425863444375,3.3178278669347615e-13,8.563562300735779e-21,8.56355399239375e-12,2.0756845486629737e-12,1.5984225456165077e-07,9.999979243154512e-07,1.086596e-05,1.0865962075684549e-05,1.0865962075684601e-05
m4-v1,b01,79,1,False,4,0.5,9.0,9.5,574,0.15648155106679665,-7.346862430074014e-14,9.330057040933344e-21,9.33004851006969e-12,-4.695034258024378e-13,1.5648147759817233e-07,9.99999530496574e-07,1.0083461e-05,1.0083461469503425e-05,1.0083461469503484e-05
m4-v1,b01,3,4,False,4,0.5,9.0,9.5,574,0.03885546139622887,4.99208782993732e-13,1.0306735583469045e-20,1.0306726524141263e-11,1.2847840819673882e-11,3.885496218744588e-08,9.999871521591803e-07,4.5735012e-05,4.573502484784082e-05,4.5735024847841085e-05
m4-v1,b01,83,1,False,4,0.5,9.0,9.5,574,0.15439008898017337,2.046879752195058e-13,9.930372826074289e-21,9.930363531537526e-12,1.3257844241918382e-12,1.5438988429219815e-07,9.999986742155758e-07,1.1064647e-05,1.1064648325784423e-05,1.1064648325784488e-05
m4-v1,b01,89,1,False,4,0.5,9.0,9.5,574,0.15145009428891956,4.4165803379584966e-13,1.0021914811867075e-20,1.0021905506766083e-11,2.91619517220837e-12,1.5144965263088573e-07,9.999970838048277e-07,1.0182938e-05,1.0182940916195171e-05,1.0182940916195237e-05
m4-v1,b01,97,1,False,4,0.5,9.0,9.5,574,0.14785224441209735,-4.541428690961924e-14,1.0470981142309163e-20,1.0470971593659424e-11,-3.0715994261838486e-13,1.4785219899781042e-07,9.999996928400573e-07,1.3332431e-05,1.3332431307159942e-05,1.3332431307160013e-05
m4-v1,b01,101,1,False,4,0.5,9.0,9.5,574,0.14617479278578105,-5.937741254860904e-13,1.0932462916835349e-20,1.0932452622369024e-11,-4.0620828952107055e-12,1.4617419901165555e-07,9.999959379171047e-07,1.0558935e-05,1.0558939062082895e-05,1.0558939062082971e-05
