period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.574710743855282,3.2213496124029417,3.190133023966235,3.2766464704598843,4.574710978503383,97,1,3.116755237597636e-05
4.615120183648535,3.1998369532355855,3.190133023966235,3.2766464704598843,4.61512051684126,101,1,4.4256917761736736e-05
