n,unfolded_x,spacing_s
2791,2790.34639175,0.76451118
2792,2791.11090294,1.64383154
2793,2792.75473447,0.64868600
2794,2793.40342048,1.47479490
2795,2794.87821538,0.82345491
2796,2795.70167029,1.00738249
2797,2796.70905278,0.59195410
2798,2797.30100687,0.80736903
2799,2798.10837590,1.07887446
2800,2799.18725036,1.26279998
2801,2800.45005034,1.52788001
2802,2801.97793035,0.46762553
2803,2802.44555588,1.10477716
2804,2803.55033304,1.10490630
2805,2804.65523934,0.85946146
2806,2805.51470080,0.85413470
2807,2806.36883551,1.23793820
2808,2807.60677371,0.83929175
2809,2808.44606546,0.55262802
2810,2808.99869348,1.24614212
2811,2810.24483560,1.99440020
2812,2812.23923580,0.54894497
2813,2812.78818077,0.53773864
2814,2813.32591940,1.36399237
2815,2814.68991178,0.55482896
2816,2815.24474074,0.94681131
2817,2816.19155205,1.34926089
2818,2817.54081294,0.69116411
2819,2818.23197705,1.43211781
2820,2819.66409486,1.20489441
2821,2820.86898927,0.39673035
2822,2821.26571963,1.31707337
2823,2822.58279300,1.20415807
2824,2823.78695106,0.95632475
2825,2824.74327581,0.49300489
2826,2825.23628070,0.73159738
2827,2825.96787808,1.30322821
2828,2827.27110629,1.34616025
2829,2828.61726654,1.12184283
2830,2829.73910936,1.24521659
2831,2830.98432596,0.51995751
2832,2831.50428347,0.93474690
2833,2832.43903037,0.71399649
2834,2833.15302686,1.41454433
2835,2834.56757119,0.87813190
2836,2835.44570308,0.93614696
2837,2836.38185005,0.92520958
2838,2837.30705962,1.23816010
2839,2838.54521973,1.26788187
2840,2839.81310159,0.95294759
2841,2840.76604918,0.91891804
2842,2841.68496723,0.52288009
2843,2842.20784731,1.43886507
2844,2843.64671238,0.52199447
2845,2844.16870685,0.68005016
2846,2844.84875701,2.17609190
2847,2847.02484891,0.66261014
2848,2847.68745905,1.05267915
2849,2848.74013820,0.52319172
2850,2849.26332992,1.30732616
2851,2850.57065608,0.98996794
2852,2851.56062401,0.98429162
2853,2852.54491563,0.65992455
2854,2853.20484018,1.28454525
2855,2854.48938543,0.55764931
2856,2855.04703474,1.83459716
2857,2856.88163190,0.66719345
2858,2857.54882535,1.50621893
2859,2859.05504429,0.48655099
2860,2859.54159528,0.85464454
2861,2860.39623982,0.62464660
2862,2861.02088643,1.27711617
2863,2862.29800259,1.38375625
2864,2863.68175884,0.57043041
2865,2864.25218925,1.48371827
2866,2865.73590752,1.06679111
2867,2866.80269863,0.61406061
2868,2867.41675924,1.01022171
2869,2868.42698095,1.35638593
2870,2869.78336688,0.77161132
2871,2870.55497819,0.67832535
2872,2871.23330355,0.87124268
2873,2872.10454623,1.05093223
2874,2873.15547846,1.85425413
2875,2875.00973259,0.84763300
2876,2875.85736559,0.80080383
2877,2876.65816942,0.63359099
2878,2877.29176042,1.36627552
2879,2878.65803593,0.49291218
2880,2879.15094812,1.29862337
2881,2880.44957149,0.80211729
2882,2881.25168878,1.39850151
2883,2882.65019029,0.99559242
2884,2883.64578272,0.55079303
2885,2884.19657575,1.80097608
2886,2885.99755183,0.76898104
2887,2886.76653287,0.57642019
2888,2887.34295306,1.24955852
2889,2888.59251158,0.48413122
2890,2889.07664280,1.12071719
2891,2890.19736000,1.10506294
2892,2891.30242293,1.60554843
2893,2892.90797136,0.91591241
2894,2893.82388377,0.73434649
2895,2894.55823026,1.08494332
2896,2895.64317358,0.45420476
2897,2896.09737834,1.41916954
2898,2897.51654788,1.28404504
2899,2898.80059292,0.46487494
2900,2899.26546786,0.66537842
2901,2899.93084628,1.75647275
2902,2901.68731902,1.03904891
2903,2902.72636793,0.99685401
2904,2903.72322194,0.90293247
2905,2904.62615441,1.12079226
2906,2905.74694667,0.61690993
2907,2906.36385660,0.62618630
2908,2906.99004290,1.21981892
2909,2908.20986182,1.35816194
2910,2909.56802376,1.24550617
2911,2910.81352993,0.74074949
2912,2911.55427942,1.14792135
2913,2912.70220077,0.54368866
2914,2913.24588943,1.80353614
2915,2915.04942557,0.18874483
2916,2915.23817040,1.04263942
2917,2916.28080982,1.22211264
2918,2917.50292245,0.63172280
2919,2918.13464525,1.11265750
2920,2919.24730275,1.81851287
2921,2921.06581561,0.77309476
2922,2921.83891038,0.92953761
2923,2922.76844799,0.39111202
2924,2923.15956001,1.09657609
2925,2924.25613610,1.38675667
2926,2925.64289277,0.44012173
2927,2926.08301450,1.43819130
2928,2927.52120580,0.98523432
2929,2928.50644011,1.19257309
2930,2929.69901320,0.89802714
2931,2930.59704034,0.85345168
2932,2931.45049202,1.38378970
2933,2932.83428172,0.70844961
2934,2933.54273133,0.87026648
2935,2934.41299781,0.78014356
2936,2935.19314137,0.66544335
2937,2935.85858471,2.04501463
2938,2937.90359934,0.92437492
2939,2938.82797427,0.64939419
2940,2939.47736846,1.41140953
2941,2940.88877799,0.50125938
2942,2941.39003737,0.80630200
2943,2942.19633937,1.18643753
2944,2943.38277690,1.35678380
2945,2944.73956070,0.41835463
2946,2945.15791533,1.22348680
2947,2946.38140213,1.09941152
2948,2947.48081365,1.28847999
2949,2948.76929365,1.10762545
2950,2949.87691909,0.72923971
2951,2950.60615880,0.81143850
2952,2951.41759730,0.84760135
2953,2952.26519865,1.01085644
2954,2953.27605509,0.92155181
2955,2954.19760690,1.21633837
2956,2955.41394527,1.89647151
2957,2957.31041677,0.26207600
2958,2957.57249277,0.60690769
2959,2958.17940046,1.31396760
2960,2959.49336806,1.10239072
2961,2960.59575879,1.17964118
2962,2961.77539996,0.36363604
2963,2962.13903600,1.02887469
2964,2963.16791069,1.21062061
2965,2964.37853130,1.11734639
2966,2965.49587769,1.46855762
2967,2966.96443531,0.75594468
2968,2967.72037999,0.88438439
2969,2968.60476438,0.86587585
2970,2969.47064023,0.95887269
2971,2970.42951292,0.40632238
2972,2970.83583530,1.88038608
2973,2972.71622138,0.68901713
2974,2973.40523851,1.23538834
2975,2974.64062685,0.86969328
2976,2975.51032013,1.21682763
2977,2976.72714776,0.89202529
2978,2977.61917305,0.74756622
2979,2978.36673927,1.41364310
2980,2979.78038236,0.49256372
2981,2980.27294608,1.05736010
2982,2981.33030618,0.48839588
2983,2981.81870206,2.13960756
2984,2983.95830962,0.84795559
2985,2984.80626521,1.00894820
2986,2985.81521341,0.62595055
2987,2986.44116396,0.87968807
2988,2987.32085203,1.02456801
2989,2988.34542004,1.26280243
2990,2989.60822247,0.58365152
2991,2990.19187400,1.18001783
2992,2991.37189182,1.29326486
2993,2992.66515669,0.95204606
2994,2993.61720275,0.74217680
2995,2994.35937955,1.61610925
2996,2995.97548880,0.88603421
2997,2996.86152301,0.36878928
2998,2997.23031230,0.84394271
2999,2998.07425501,1.29974148
3000,2999.37399649,0.74007607
3001,3000.11407256,1.72342837
3002,3001.83750093,0.86748805
3003,3002.70498899,1.08331847
3004,3003.78830745,0.79889863
3005,3004.58720608,0.59410261
3006,3005.18130869,1.37786348
3007,3006.55917217,0.90808585
3008,3007.46725803,0.99139689
3009,3008.45865492,0.98948545
3010,3009.44814037,0.49856860
3011,3009.94670896,1.89804364
3012,3011.84475260,1.17467325
3013,3013.01942585,0.45443521
3014,3013.47386106,1.04521936
3015,3014.51908042,1.11650096
3016,3015.63558138,0.61187548
3017,3016.24745686,0.79498469
3018,3017.04244155,1.23746637
3019,3018.27990791,1.77573381
3020,3020.05564172,0.32718143
3021,3020.38282315,1.38109605
3022,3021.76391920,0.53576143
3023,3022.29968064,1.37390579
3024,3023.67358643,0.93044180
3025,3024.60402823,0.92450379
3026,3025.52853202,0.76034291
3027,3026.28887493,0.76374891
3028,3027.05262384,1.39879805
3029,3028.45142189,1.06227112
3030,3029.51369301,1.55981206
3031,3031.07350507,0.64150763
3032,3031.71501269,0.89670262
3033,3032.61171532,0.63763577
3034,3033.24935109,0.82417172
3035,3034.07352280,1.62495863
3036,3035.69848144,0.67180655
3037,3036.37028799,0.82193966
3038,3037.19222765,1.70712359
3039,3038.89935124,0.57124578
3040,3039.47059702,1.02999711
3041,3040.50059413,1.40657624
3042,3041.90717037,0.46670113
3043,3042.37387149,1.26205888
3044,3043.63593037,0.78348023
3045,3044.41941060,0.43340304
3046,3044.85281364,1.35289691
3047,3046.20571056,1.85341575
3048,3048.05912630,0.81764577
3049,3048.87677207,0.53340399
3050,3049.41017606,1.03278765
3051,3050.44296371,1.27341155
3052,3051.71637525,0.48300825
3053,3052.19938350,1.16803812
3054,3053.36742162,1.13958097
3055,3054.50700259,0.89975990
3056,3055.40676250,0.89467400
3057,3056.30143650,1.25126622
3058,3057.55270272,1.43720457
3059,3058.98990729,0.62917095
3060,3059.61907824,1.21127989
3061,3060.83035814,0.24454206
3062,3061.07490019,1.32360598
3063,3062.39850617,0.64951548
3064,3063.04802166,1.39555486
3065,3064.44357652,1.15817028
3066,3065.60174679,1.23084671
3067,3066.83259350,0.94780870
3068,3067.78040220,0.69471021
3069,3068.47511241,0.63442497
3070,3069.10953738,1.84911629
3071,3070.95865367,0.51248737
3072,3071.47114104,0.74761761
3073,3072.21875865,0.87437749
3074,3073.09313614,1.22894854
3075,3074.32208469,1.72754838
3076,3076.04963307,0.42159537
3077,3076.47122844,1.41709191
3078,3077.88832035,0.81848546
3079,3078.70680581,0.41786630
3080,3079.12467211,1.23871080
3081,3080.36338291,0.78765463
3082,3081.15103754,1.29305783
3083,3082.44409537,1.24859062
3084,3083.69268600,0.97324409
3085,3084.66593008,0.65722849
3086,3085.32315857,1.44980166
3087,3086.77296024,0.82940462
3088,3087.60236485,1.19437666
3089,3088.79674152,0.29658193
3090,3089.09332345,1.39542841
3091,3090.48875186,0.88942577
3092,3091.37817762,0.44948691
3093,3091.82766453,2.20452977
3094,3094.03219430,0.89944218
3095,3094.93163648,0.66920100
3096,3095.60083748,0.80643691
3097,3096.40727439,0.96775737
3098,3097.37503176,0.95671633
3099,3098.33174809,1.18372319
3100,3099.51547128,0.97372869
3101,3100.48919997,0.62358063
3102,3101.11278060,1.63733013
3103,3102.75011073,0.77546452
3104,3103.52557525,1.11466111
3105,3104.64023636,1.02564861
3106,3105.66588497,1.14015609
3107,3106.80604107,0.69172511
3108,3107.49776618,0.65568971
3109,3108.15345589,0.70534895
3110,3108.85880484,1.79484552
3111,3110.65365036,0.93551123
3112,3111.58916159,1.24441393
3113,3112.83357551,0.82924638
3114,3113.66282189,0.84405255
3115,3114.50687444,0.88543427
3116,3115.39230871,1.02070896
3117,3116.41301768,1.15058546
3118,3117.56360313,0.96341909
3119,3118.52702222,0.53732568
3120,3119.06434790,1.32184953
3121,3120.38619744,1.13784369
3122,3121.52404113,1.71661768
3123,3123.24065881,0.43447427
3124,3123.67513308,0.56569540
3125,3124.24082848,1.25297075
3126,3125.49379923,0.80287873
3127,3126.29667796,0.99898991
3128,3127.29566787,0.83926897
3129,3128.13493683,1.65526966
3130,3129.79020650,1.09393253
3131,3130.88413903,0.56122432
3132,3131.44536335,0.88803444
3133,3132.33339780,1.37741715
3134,3133.71081494,1.08496378
3135,3134.79577872,0.43417624
3136,3135.22995496,1.31236261
3137,3136.54231757,0.39898408
3138,3136.94130165,1.32634601
3139,3138.26764767,1.63982701
3140,3139.90747467,0.82111989
3141,3140.72859456,0.94141710
3142,3141.67001166,1.19148729
3143,3142.86149895,0.40549827
3144,3143.26699722,0.71640696
3145,3143.98340418,1.54590746
3146,3145.52931164,0.96803223
3147,3146.49734387,0.98434148
3148,3147.48168536,0.77659831
3149,3148.25828367,1.86103230
3150,3150.11931597,0.15519757
3151,3150.27451354,1.41944712
3152,3151.69396066,0.90171485
3153,3152.59567551,1.13070477
3154,3153.72638028,0.30120767
3155,3154.02758795,1.28552462
3156,3155.31311257,0.64793840
3157,3155.96105096,2.03665159
3158,3157.99770255,0.86748787
3159,3158.86519043,0.72836711
3160,3159.59355753,0.90388613
3161,3160.49744366,0.73405261
3162,3161.23149627,1.44125808
3163,3162.67275436,0.89481659
3164,3163.56757094,0.45590669
3165,3164.02347763,1.48592379
3166,3165.50940142,0.97585917
3167,3166.48526059,0.89624472
3168,3167.38150531,1.42932696
3169,3168.81083227,1.23085227
3170,3170.04168454,0.41563033
3171,3170.45731486,0.90085059
3172,3171.35816546,0.87560147
3173,3172.23376693,0.93342218
3174,3173.16718911,1.18340601
3175,3174.35059511,1.30414091
3176,3175.65473602,1.09609866
3177,3176.75083468,0.93815250
3178,3177.68898717,0.80149431
3179,3178.49048148,1.04943748
3180,3179.53991897,0.77728330
3181,3180.31720226,1.43559975
3182,3181.75280202,0.85432207
3183,3182.60712409,0.31961254
3184,3182.92673662,1.12459620
3185,3184.05133282,1.93481542
3186,3185.98614824,0.75914214
3187,3186.74529038,1.00084169
3188,3187.74613207,0.70971267
3189,3188.45584475,1.13182986
3190,3189.58767461,0.77504236
3191,3190.36271697,0.57762615
3192,3190.94034311,1.78921192
3193,3192.72955504,0.50218851
3194,3193.23174355,1.66193339
3195,3194.89367694,0.59713933
3196,3195.49081627,0.84675339
3197,3196.33756966,1.55941783
3198,3197.89698748,0.72624854
3199,3198.62323602,0.90243108
3200,3199.52566710,0.58729247
3201,3200.11295957,1.21425421
3202,3201.32721378,0.83786047
3203,3202.16507425,1.35811670
3204,3203.52319095,1.47944546
3205,3205.00263641,0.97994834
3206,3205.98258475,0.42812309
3207,3206.41070784,0.75268266
3208,3207.16339050,1.26453019
3209,3208.42792069,1.06104560
3210,3209.48896629,1.06766389
3211,3210.55663017,0.56941331
3212,3211.12604349,1.39792983
3213,3212.52397332,1.00385575
3214,3213.52782907,1.31130721
3215,3214.83913628,0.71704355
3216,3215.55617983,1.17600299
3217,3216.73218282,0.76872563
3218,3217.50090844,0.93569316
3219,3218.43660160,0.64133187
3220,3219.07793347,0.87638229
3221,3219.95431576,2.05688790
3222,3222.01120366,0.77378205
3223,3222.78498570,0.57010472
3224,3223.35509042,1.44024173
3225,3224.79533216,0.61270607
3226,3225.40803822,0.97325993
3227,3226.38129815,1.23637396
3228,3227.61767211,0.67448389
3229,3228.29215600,1.24514755
3230,3229.53730355,0.51151164
3231,3230.04881519,1.41442508
3232,3231.46324027,1.55193638
3233,3233.01517665,0.65595153
3234,3233.67112819,1.12147128
3235,3234.79259947,0.72267926
3236,3235.51527873,0.42393590
3237,3235.93921463,1.49261883
3238,3237.43183346,0.97199390
3239,3238.40382735,0.82679782
3240,3239.23062517,1.65295389
3241,3240.88357907,0.79759226
3242,3241.68117132,0.97240887
3243,3242.65358020,0.48291386
3244,3243.13649405,1.84429556
3245,3244.98078962,0.51538745
3246,3245.49617706,0.90070122
3247,3246.39687829,0.70284015
3248,3247.09971844,1.02457226
3249,3248.12429069,1.41278626
3250,3249.53707695,1.46893801
3251,3251.00601496,0.73536736
3252,3251.74138232,0.74979748
3253,3252.49117981,1.16017996
3254,3253.65135977,0.61077868
3255,3254.26213845,0.94327670
3256,3255.20541514,1.16619473
3257,3256.37160987,1.35299647
3258,3257.72460634,0.54651625
3259,3258.27112259,1.26522539
3260,3259.53634798,0.99771308
3261,3260.53406106,1.56861753
3262,3262.10267859,0.31818386
3263,3262.42086244,0.93604392
3264,3263.35690636,1.25421033
3265,3264.61111670,0.80202503
3266,3265.41314173,0.33693694
3267,3265.75007867,1.74787620
3268,3267.49795487,1.47233131
3269,3268.97028618,0.85007109
3270,3269.82035727,0.75965830
3271,3270.58001557,0.72682761
3272,3271.30684318,1.07004483
3273,3272.37688801,1.21214977
3274,3273.58903777,0.98043865
3275,3274.56947643,0.65641350
3276,3275.22588993,0.88018153
3277,3276.10607146,1.83046251
3278,3277.93653396,0.37368246
3279,3278.31021642,1.44268396
3280,3279.75290038,1.33642247
3281,3281.08932285,0.24834091
3282,3281.33766376,1.13871751
3283,3282.47638127,0.44218301
3284,3282.91856428,1.37560044
3285,3284.29416472,1.22888912
3286,3285.52305384,1.09223637
3287,3286.61529021,1.18953269
3288,3287.80482289,0.75165543
3289,3288.55647832,0.92728960
3290,3289.48376792,1.04449649
3291,3290.52826441,1.01998390
3292,3291.54824831,0.95279508
3293,3292.50104339,0.79196827
3294,3293.29301166,1.29631046
3295,3294.58932212,0.12498151
3296,3294.71430363,2.45578753
3297,3297.17009116,0.64160070
3298,3297.81169186,0.77885673
3299,3298.59054860,0.82185275
3300,3299.41240134,1.03796935
3301,3300.45037069,0.89087495
3302,3301.34124564,0.91637592
3303,3302.25762156,1.02997048
3304,3303.28759204,1.44086527
3305,3304.72845730,0.88536017
3306,3305.61381747,0.81921759
3307,3306.43303506,1.24137290
3308,3307.67440796,0.86290831
3309,3308.53731628,1.37037359
3310,3309.90768987,0.55924895
3311,3310.46693882,0.54184389
3312,3311.00878270,1.20249135
3313,3312.21127405,1.01723239
3314,3313.22850645,1.76155902
3315,3314.99006546,0.50393257
3316,3315.49399803,1.62429449
3317,3317.11829252,0.26536228
3318,3317.38365480,0.95438354
3319,3318.33803834,0.74922585
3320,3319.08726419,1.79248981
3321,3320.87975400,0.44302826
3322,3321.32278225,0.82350712
3323,3322.14628938,1.32084306
3324,3323.46713244,1.18216852
3325,3324.64930096,1.06483697
3326,3325.71413792,1.07548256
3327,3326.78962049,0.76486540
3328,3327.55448589,0.92643150
3329,3328.48091739,0.85625516
3330,3329.33717255,0.85541426
3331,3330.19258681,0.82490816
3332,3331.01749497,1.79825138
3333,3332.81574635,1.15590389
3334,3333.97165024,0.68934033
3335,3334.66099057,0.50273792
3336,3335.16372849,1.44610100
3337,3336.60982949,1.28513484
3338,3337.89496434,0.15324418
3339,3338.04820852,1.47247962
3340,3339.52068814,0.74807088
3341,3340.26875902,0.99094388
3342,3341.25970290,1.20398133
3343,3342.46368423,1.40552954
3344,3343.86921376,1.16928720
3345,3345.03850097,0.42881734
3346,3345.46731831,0.89525284
3347,3346.36257115,1.09259075
3348,3347.45516190,0.49513719
3349,3347.95029909,1.63429711
3350,3349.58459620,0.87349352
3351,3350.45808971,0.99390485
3352,3351.45199456,1.49126188
3353,3352.94325643,0.58961521
3354,3353.53287164,0.80099280
3355,3354.33386444,1.33970928
3356,3355.67357372,0.92075519
3357,3356.59432891,1.14080407
3358,3357.73513298,0.23126717
3359,3357.96640014,0.92141080
3360,3358.88781095,1.84484935
3361,3360.73266029,1.18046933
3362,3361.91312962,0.79568324
3363,3362.70881287,0.86257525
3364,3363.57138812,1.09603996
3365,3364.66742807,0.41535865
3366,3365.08278673,1.40869114
3367,3366.49147786,0.80247705
3368,3367.29395491,1.09978808
3369,3368.39374299,1.25684410
3370,3369.65058709,0.79951635
3371,3370.45010344,0.99458659
3372,3371.44469003,1.41656670
3373,3372.86125673,1.09486931
3374,3373.95612604,0.34160754
3375,3374.29773358,0.96259427
3376,3375.26032785,1.05196238
3377,3376.31229022,0.98854711
3378,3377.30083733,0.79285026
3379,3378.09368759,2.11807244
3380,3380.21176003,0.42816899
3381,3380.63992902,0.88000120
3382,3381.51993022,1.19477152
3383,3382.71470173,0.28539434
3384,3383.00009607,1.77303581
3385,3384.77313188,0.63099627
3386,3385.40412815,0.98390386
3387,3386.38803201,0.74664612
3388,3387.13467814,1.25716535
3389,3388.39184349,1.51746975
3390,3389.90931324,0.80391054
3391,3390.71322378,0.79861024
3392,3391.51183402,1.34972530
3393,3392.86155932,0.62704521
3394,3393.48860454,0.51217654
3395,3394.00078108,1.03735546
3396,3395.03813654,1.56547806
3397,3396.60361460,1.07963542
3398,3397.68325002,0.95176868
3399,3398.63501869,0.92666957
3400,3399.56168826,1.08784546
3401,3400.64953372,0.76269765
3402,3401.41223137,1.24267797
3403,3402.65490934,0.81139591
3404,3403.46630526,0.87529231
3405,3404.34159757,0.90116774
3406,3405.24276531,0.91448438
3407,3406.15724969,1.45685055
3408,3407.61410024,1.54248984
3409,3409.15659008,0.54421838
3410,3409.70080845,0.95444654
3411,3410.65525499,0.31698142
3412,3410.97223641,1.59971837
3413,3412.57195478,0.67602318
3414,3413.24797796,1.22547775
3415,3414.47345571,0.74090930
3416,3415.21436501,1.72000983
3417,3416.93437484,0.63625383
3418,3417.57062867,0.69942539
3419,3418.27005406,1.58514426
3420,3419.85519832,0.84584948
3421,3420.70104781,0.74891642
3422,3421.44996423,0.90192752
3423,3422.35189175,0.83956103
3424,3423.19145278,0.74566794
3425,3423.93712072,2.13675216
3426,3426.07387288,0.42426948
3427,3426.49814235,1.45863332
3428,3427.95677567,0.40816392
3429,3428.36493959,1.27571184
3430,3429.64065143,0.61515665
3431,3430.25580808,0.95896359
3432,3431.21477167,1.55527333
3433,3432.77004500,0.61583414
3434,3433.38587914,0.71765742
3435,3434.10353656,1.43426121
3436,3435.53779778,1.33579522
3437,3436.87359299,0.86427506
3438,3437.73786805,0.84147905
3439,3438.57934710,1.03232361
3440,3439.61167071,0.63129132
3441,3440.24296203,1.09279324
3442,3441.33575527,0.68337819
3443,3442.01913346,1.46755639
3444,3443.48668985,1.44046311
3445,3444.92715296,0.81875101
3446,3445.74590397,0.91857968
3447,3446.66448365,0.45814469
3448,3447.12262834,1.47446445
3449,3448.59709280,1.20391056
3450,3449.80100335,0.68292428
3451,3450.48392763,0.39266819
3452,3450.87659583,1.61411073
3453,3452.49070656,0.83287892
3454,3453.32358548,1.38277205
3455,3454.70635753,1.23667045
3456,3455.94302798,0.73476481
3457,3456.67779279,1.01220802
3458,3457.69000081,0.49048518
3459,3458.18048600,0.89474551
3460,3459.07523151,1.45567695
3461,3460.53090846,0.73382860
3462,3461.26473706,1.52901440
3463,3462.79375146,0.64987023
3464,3463.44362168,1.15986999
3465,3464.60349168,1.11908729
3466,3465.72257897,0.78090045
3467,3466.50347942,0.98827042
3468,3467.49174985,1.13279956
3469,3468.62454940,0.79369588
3470,3469.41824529,0.64656774
3471,3470.06481303,0.91563061
3472,3470.98044364,2.17843643
3473,3473.15888007,0.72947873
3474,3473.88835880,0.51174414
3475,3474.40010294,1.15802708
3476,3475.55813002,0.99480676
3477,3476.55293678,0.59948698
3478,3477.15242377,1.36343652
3479,3478.51586028,0.80600993
3480,3479.32187021,1.09969286
3481,3480.42156307,1.08450312
3482,3481.50606619,1.24378911
3483,3482.74985530,0.56282397
3484,3483.31267927,1.71807273
3485,3485.03075200,0.63968896
3486,3485.67044096,0.69961377
3487,3486.37005473,0.93038732
3488,3487.30044205,0.68341588
3489,3487.98385793,1.46358897
3490,3489.44744690,1.02849999
3491,3490.47594689,1.34823843
3492,3491.82418531,1.09025990
3493,3492.91444521,0.76881441
3494,3493.68325962,0.33842197
3495,3494.02168159,1.50618738
3496,3495.52786898,1.08723408
3497,3496.61510306,0.77345532
3498,3497.38855838,1.07821553
3499,3498.46677391,0.49021687
3500,3498.95699078,1.72589428
3501,3500.68288505,1.04868545
3502,3501.73157051,1.29969050
3503,3503.03126100,0.39178523
3504,3503.42304623,0.97557479
3505,3504.39862102,1.22182582
3506,3505.62044684,0.54814459
3507,3506.16859143,0.75944334
3508,3506.92803477,1.76974076
3509,3508.69777553,1.17944603
3510,3509.87722155,0.60168539
3511,3510.47890694,1.00197372
3512,3511.48088066,1.07695776
3513,3512.55783842,1.19848939
3514,3513.75632781,0.67672244
3515,3514.43305025,0.93596813
3516,3515.36901838,1.11428558
3517,3516.48330396,0.53939906
3518,3517.02270302,1.27394348
3519,3518.29664650,1.66719199
3520,3519.96383849,0.75433321
3521,3520.71817171,1.19365802
3522,3521.91182973,0.53879920
3523,3522.45062893,0.75128697
3524,3523.20191589,0.93952278
3525,3524.14143867,1.63995084
3526,3525.78138952,0.47119538
3527,3526.25258490,0.98114456
3528,3527.23372946,1.66099039
3529,3528.89471986,0.58549952
3530,3529.48021938,1.15780412
3531,3530.63802350,0.81052441
3532,3531.44854791,1.56369082
3533,3533.01223873,0.44542866
3534,3533.45766739,0.58142063
3535,3534.03908803,1.12452257
3536,3535.16361060,0.99236337
3537,3536.15597397,1.74567755
3538,3537.90165151,1.13953679
3539,3539.04118831,0.31666573
3540,3539.35785404,1.23673276
3541,3540.59458680,0.84477017
3542,3541.43935698,0.95916502
3543,3542.39852199,0.99360355
3544,3543.39212555,1.03959046
3545,3544.43171600,0.91286447
3546,3545.34458048,1.35235864
3547,3546.69693911,0.33151785
3548,3547.02845696,2.16524602
3549,3549.19370299,0.43413254
3550,3549.62783552,0.99048496
3551,3550.61832048,0.75160544
3552,3551.36992592,0.95247203
3553,3552.32239795,1.00831304
3554,3553.33071099,0.71476516
3555,3554.04547615,1.55563240
3556,3555.60110855,1.22188698
3557,3556.82299553,0.98718885
3558,3557.81018438,0.65192594
3559,3558.46211032,0.91715561
3560,3559.37926593,1.07378382
3561,3560.45304975,1.35334224
3562,3561.80639199,0.59016998
3563,3562.39656197,0.89055668
3564,3563.28711864,0.60646070
3565,3563.89357934,1.87063147
3566,3565.76421082,0.97784653
3567,3566.74205735,0.88773896
3568,3567.62979631,1.36064789
3569,3568.99044420,0.39839733
3570,3569.38884153,0.98081369
3571,3570.36965522,0.67807330
3572,3571.04772852,1.27051808
3573,3572.31824660,1.41588823
3574,3573.73413483,0.57016140
3575,3574.30429623,1.45578803
3576,3575.76008426,0.79383958
3577,3576.55392384,0.88981968
3578,3577.44374352,1.51723941
3579,3578.96098293,0.47338506
3580,3579.43436799,0.81346377
3581,3580.24783176,1.35695160
3582,3581.60478336,0.48669011
3583,3582.09147348,0.92823853
3584,3583.01971201,1.87190172
3585,3584.89161372,1.33822155
3586,3586.22983527,0.23546693
3587,3586.46530221,0.88580661
3588,3587.35110881,0.95280418
3589,3588.30391300,1.26461703
3590,3589.56853003,0.83314530
3591,3590.40167534,0.84495851
3592,3591.24663384,1.24003828
3593,3592.48667212,0.95795385
3594,3593.44462597,1.23665746
3595,3594.68128344,0.81200614
3596,3595.49328958,1.41783204
3597,3596.91112162,0.64201332
3598,3597.55313494,1.07133956
3599,3598.62447451,0.73750461
3600,3599.36197912,0.46040647
3601,3599.82238559,1.49216351
3602,3601.31454911,1.45436978
3603,3602.76891889,0.97389393
3604,3603.74281282,0.81145258
3605,3604.55426541,1.25481149
3606,3605.80907690,0.72773196
3607,3606.53680886,0.49512403
3608,3607.03193289,1.74416550
3609,3608.77609839,0.69210064
3610,3609.46819903,0.81687401
3611,3610.28507304,0.82250204
3612,3611.10757508,1.36963384
3613,3612.47720892,1.43674636
3614,3613.91395528,0.98629825
3615,3614.90025353,0.59717436
3616,3615.49742789,1.02060548
3617,3616.51803336,0.90423855
3618,3617.42227191,0.64639359
3619,3618.06866550,1.47589879
3620,3619.54456429,0.49684068
3621,3620.04140497,2.03859835
3622,3622.08000333,0.56881136
3623,3622.64881469,0.72908133
3624,3623.37789602,0.99341754
3625,3624.37131356,1.55724124
3626,3625.92855480,0.54056211
3627,3626.46911691,1.09268438
3628,3627.56180129,0.43083374
3629,3627.99263503,1.42156819
3630,3629.41420322,0.72520716
3631,3630.13941038,1.67615133
3632,3631.81556171,1.10629940
3633,3632.92186111,0.81831811
3634,3633.74017922,0.72752615
3635,3634.46770537,0.99383794
3636,3635.46154331,0.63838167
3637,3636.09992498,1.25636089
3638,3637.35628588,1.39669840
3639,3638.75298428,0.45610030
3640,3639.20908458,1.21430961
3641,3640.42339419,1.32500439
3642,3641.74839858,0.93146416
3643,3642.67986274,0.88554714
3644,3643.56540989,1.03789218
3645,3644.60330207,0.97118921
3646,3645.57449128,0.93656209
3647,3646.51105338,0.54360260
3648,3647.05465597,0.82062038
3649,3647.87527635,2.25374012
3650,3650.12901647,0.40571815
3651,3650.53473462,1.29860354
3652,3651.83333816,0.77176765
3653,3652.60510581,0.55840276
3654,3653.16350857,1.50629023
3655,3654.66979880,0.66081822
3656,3655.33061702,1.16991302
3657,3656.50053004,0.70249350
3658,3657.20302353,1.24974517
3659,3658.45276871,1.08042814
3660,3659.53319685,0.96055097
3661,3660.49374782,1.46839611
3662,3661.96214393,0.96044498
3663,3662.92258891,0.54496511
3664,3663.46755401,0.48509700
