run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
d10,2,1,0.6931471805599453,0.6931476630021199,4.824421746540963e-07,7.717351270302306e-05,0.0062513958190631635,-13.681924285256226,-77.20012239961306,5.732608983315539,0.0001,-0.1560129290391036,-0.15601292902308433,2.5440803543691493e-11,0.9999999998973209,-1.6306855914439734e-10,0.0894284553892272,True,5.740433644609882,True,True,False,True,0.4054651081081645,0.9999999995903455,0.9999999996031141
d10,3,1,1.0986122886681098,1.098612452313197,1.6364508725885685e-07,2.6177367742390173e-05,0.0062513958190631635,-66.5109123364465,-76.62243883529293,7.368284265203893,0.0001,-0.20189889986939866,-0.2018988999098952,6.339460900672833e-11,1.0000000002005784,-3.139918495594602e-10,0.09015173439478667,True,7.369189191965698,True,True,False,True,0.2876820724517808,1.000000000173958,1.000000000001797
d10,2,2,1.3862943611198906,1.3862948960897095,5.349698188883423e-07,8.557605923096277e-05,0.0062513958190631635,52.06291989520812,-19.05224584555851,3.9099970844519882,0.0007,-0.1103178000763258,-0.11031780014589872,2.022909617593882e-11,1.000000000630659,-1.833710983103834e-10,0.09268571431565087,True,3.9164504081211367,False,True,False,True,0.2231435513142097,1.0000000006139982,1.0000000002554807
d10,5,1,1.6094379124341003,1.6094373327172324,5.797168678434161e-07,9.273398847591972e-05,0.0062513958190631635,114.45307024760936,12.524621248477498,7.9946640568590235,0.0001,-0.22910752440522542,-0.22910752443102714,6.742946478954792e-11,1.0000000001126184,-2.943136195854081e-10,0.09407349590470142,True,8.013678400321481,True,True,False,True,0.2231435513142097,1.0000000001290057,1.0000000000555558
d10,7,1,1.9459101490553132,1.9459107051820077,5.561266944731358e-07,8.896040349537123e-05,0.0062513958190631635,-33.179397217721764,112.87578755435796,7.96713621512193,0.0001,-0.23411211608563706,-0.23411211596122838,9.981997867170023e-11,0.9999999994685936,-4.2637681634653863e-10,0.0962884280348464,True,8.00036192205164,True,True,False,True,0.13353139262452252,0.9999999994559521,0.9999999992520611
d10,2,3,2.0794415416798357,,,,0.0062513958190631635,,,,,-0.0780064645195518,-0.07800646450591758,2.7907370858670788e-11,0.9999999998252168,-3.577571555823265e-10,0.09570840128708649,False,2.6818863715106214,False,False,False,True,0.11778303565638382,0.9999999998003725,1.0000000003181615
d10,3,2,2.1972245773362196,2.1972244711542923,1.0618192725075914e-07,1.6985315011883475e-05,0.0062513958190631635,8.235686318253,-57.997715498099254,4.062979958971148,0.0003,-0.1165663841886866,-0.11656638430923161,3.779414281535054e-11,1.000000001034132,-3.242284903946994e-10,0.09439569990360062,True,4.063319333299178,False,True,False,True,0.11778303565638382,1.0000000010988754,1.000000001241374
d10,11,1,2.3978952727983707,2.3978946942440333,5.785543373271196e-07,9.254802512470278e-05,0.0062513958190631635,-114.07766877862164,19.023904285414456,7.608933599756594,0.0001,-0.23013570108523157,-0.23013570148937976,-7.021456116182434e-11,1.00000000175613,3.051006893211855e-10,0.09929730570145572,True,7.626168063505015,True,True,False,True,0.16705408466316607,1.000000001739021,1.0000000017548158
d10,13,1,2.5649493574615367,2.564949112205646,2.45255890707341e-07,3.9232180749049916e-05,0.0062513958190631635,-30.188191857342748,-109.7196420660376,7.350916166365757,0.0001,-0.22644213759952758,-0.2264421375960881,-7.222064309433951e-11,0.9999999999848108,3.1893641290015434e-10,0.1004909418363804,True,7.41464170571298,True,True,False,True,0.16705408466316607,0.9999999999937971,1.0000000006299816
d10,2,4,2.772588722239781,,,,0.0062513958190631635,,,,,-0.0551589000381629,-0.05515889992102879,-8.793427097586459e-11,0.9999999978764241,1.594199142871965e-09,0.10393518605203218,False,1.7462758159532463,False,False,False,True,0.06062462181643502,0.9999999977925886,0.999999999501273
