tau,k_connected_zeros,k_gue_mean,k_gue_q025,k_gue_q975,k_poisson_mean,k_gue_limit_min_tau_1
0.02,3.4927920945116593e-10,0.020271005453023117,0.009839930160888976,0.03503042131052537,0.9977000204723534,0.02
0.04,3.8112253341793734e-09,0.03988514198575565,0.017601255327712097,0.07052563543957056,0.9938417645604447,0.04
0.06,2.6742074189316584e-07,0.06043395187521878,0.02895190880468407,0.10382790120157485,1.0076428217550382,0.06
0.08,0.6217840290613548,0.07958673401551129,0.037563045626183976,0.130349222500424,1.0210666110412734,0.08
0.1,6.98655262890991e-07,0.09973691797229979,0.04993891728319957,0.172643127292127,1.0004141039036432,0.1
0.12000000000000001,0.0006734642028110981,0.12001360904151927,0.05750403012503716,0.20546570121337154,1.0030232384198208,0.12000000000000001
0.13999999999999999,3.41115076054491e-05,0.14040463855850122,0.06851706621747132,0.24108317325806775,0.9939098730452903,0.13999999999999999
0.16,0.27721441349635956,0.16040955637128815,0.08316576085843938,0.27566390700542215,1.0019151805370459,0.16
0.18,0.00042433496698464595,0.1814392212895637,0.08676744110863328,0.3050288858114419,0.9949354855694839,0.18
0.19999999999999998,1.3987563209074428e-05,0.2005538085974552,0.09739986046239098,0.3332447363494978,0.9786317276278291,0.19999999999999998
0.22,0.004973146994737339,0.22169224899760565,0.10593510532687118,0.37713271074615123,0.9786991326690371,0.22
0.24,0.11472479941131546,0.23807851127396887,0.11480423877720582,0.40948399583253936,1.0042341019932102,0.24
0.26,0.023907685772684407,0.2604403335874212,0.12552589453740218,0.4505421737544324,0.9996923274802121,0.26
0.28,1.119861415430804,0.28840445510440754,0.13228506150645605,0.4936937764476214,1.0018398887174653,0.28
0.30000000000000004,0.8797772804143454,0.2997748591717903,0.13821178987378255,0.5166612607510861,1.000723611011312,0.30000000000000004
0.32,0.04338436455102979,0.32228752244113357,0.15715365741703038,0.5386532681791519,1.0130947680992122,0.32
0.34,0.6912073792165545,0.33903932125976577,0.1652763393971858,0.5787982596134208,1.0084966002040452,0.34
0.36000000000000004,0.12159694137193316,0.35606634154745037,0.17080011651547972,0.6009850420749513,0.994303155546212,0.36000000000000004
0.38,0.045827735591460236,0.38121794959901256,0.18719578741577067,0.6346216048846602,0.9950847814103604,0.38
0.4,0.9145360637336258,0.4044563336790786,0.19349867980220725,0.6792104005706718,1.0121706653039602,0.4
0.42000000000000004,0.8579472785486618,0.4198705739254963,0.2004455835058794,0.6985650890420277,1.0058570316210804,0.42000000000000004
0.44,0.35579272311957455,0.445692247426904,0.22666899775969898,0.7794943730146688,0.9940524167873184,0.44
0.46,0.5942791172669185,0.4605160724399182,0.213389169477744,0.7909434118171731,0.9930681819844842,0.46
0.48000000000000004,0.4406888357386035,0.47953895658572904,0.21297742327734853,0.8228334692717912,0.9815115087424686,0.48000000000000004
0.5,0.7441825894566277,0.49436654673489017,0.24525989750979546,0.8330246578570639,1.0002702198001545,0.5
0.52,0.4270272968553555,0.518877618026786,0.26033280606271014,0.8948914061658549,0.9999289315162778,0.52
0.54,1.1811691506145552,0.5437217494072669,0.26736660377054894,0.9717689923736994,0.9921636868928299,0.54
0.56,0.3578667861636505,0.5535916386970381,0.2704162515938526,0.9688315530778023,0.985693560939894,0.56
0.5800000000000001,0.49476063876042686,0.5851901810120818,0.3037089019037081,0.9920078590367668,0.9882583321503147,0.5800000000000001
0.6,0.6110652120438513,0.6091961288170933,0.300985952381156,1.0349368800585657,0.9829528204331944,0.6
0.62,0.1792929611727872,0.6237788048081613,0.3024200674022148,1.0512380242849295,1.006359016907857,0.62
0.64,0.4692417332517281,0.6539647787832845,0.32877131894549694,1.0875886387661322,1.0303268311105438,0.64
0.66,0.3971330185433369,0.6599355481630507,0.3156122884812709,1.1118545034349117,1.0043720476223172,0.66
0.68,0.7699689787117133,0.6808127914486801,0.333261059594294,1.0963326500375787,0.9979978241564225,0.68
0.7000000000000001,0.5657222437779328,0.7027766727624419,0.3337623703839393,1.2046165241173619,1.013755322261348,0.7000000000000001
0.7200000000000001,0.6954250112412687,0.7260306318056368,0.346137173139472,1.226035648844099,1.0007597273275968,0.7200000000000001
0.74,0.6882478521650423,0.7409555102135446,0.3777350765276759,1.2199729247297793,0.9910167680961539,0.74
0.76,0.4120445857635172,0.7578194371086087,0.3679103430251832,1.259021087274994,1.0023965097534666,0.76
0.78,0.792497767624246,0.7733559833748266,0.3832065124767584,1.3272326842126516,0.9970965783248804,0.78
0.8,0.41746603668883464,0.7926375562125698,0.37748592034034545,1.3462889787033865,0.9927352173338065,0.8
0.8200000000000001,0.5748136172023551,0.8067433724265675,0.39245782522653316,1.4545252286094714,1.0093892385136911,0.8200000000000001
0.8400000000000001,0.5377506423391423,0.8433337417837382,0.4012592377593049,1.4025719946229482,0.996013365899761,0.8400000000000001
0.86,0.8271483192562894,0.860199119683897,0.40429387873850803,1.50594075412699,0.9872451371619918,0.86
0.88,0.6010157857700998,0.8854387508695665,0.4122854765607096,1.4543959460995555,1.0010281415072284,0.88
0.9,1.1340582776977233,0.8844801481474898,0.4187090711540855,1.477191229774431,1.0097993112815298,0.9
0.92,2.147819841071039,0.9368314190566753,0.43475533343016215,1.5814804834720793,1.006508992643429,0.92
0.9400000000000001,1.0316182619332888,0.9432882073953,0.450673213297786,1.6084711129030065,1.0073523569675074,0.9400000000000001
0.9600000000000001,0.5527830960412929,0.9656283789314531,0.48079876468440796,1.5975747034000285,1.0062171361477923,0.9600000000000001
0.98,1.4017984947558209,0.9702749141532134,0.4819712739897057,1.6430508482000532,0.9996118588316621,0.98
1.0,2.8376362501211436,0.9807733485430987,0.4521678103049065,1.6559840080884074,1.0174565581639732,1.0
1.02,1.2219863622915232,0.9924163131312376,0.491597509072472,1.6526869082243063,0.99261823723027,1.0
1.04,1.2761412134505363,1.0095486230772108,0.4979900699978862,1.7399434470062496,1.004779498353046,1.0
1.06,0.8751458728354405,1.0008481506740141,0.47220725828773846,1.6511892048917576,0.9957294143563449,1.0
1.08,5.5509110076457056,1.0043020059743402,0.4910744283876928,1.7393029947111223,1.0019604466090357,1.0
1.1,0.42603711176638254,1.001122169192888,0.4761695138144161,1.7030532822666529,0.9909191256562702,1.0
1.12,0.7960506064197979,1.0018562431780578,0.45097204227559534,1.7207516027472338,0.9933103680706701,1.0
