bin_low,bin_high,count,r2_zeros,r2_montgomery_bin_average,r2_gue_q025,r2_gue_q975,r2_poisson_mean
0.0,0.1,3,0.01000215073888315,0.010880075773905347,0.0,0.026650375768950855,1.000763520514063
0.1,0.2,8,0.026673291214929284,0.07413404796904365,0.04666089464554106,0.10667273834402995,0.9959847801986769
0.2,0.30000000000000004,46,0.15337653798309664,0.19095854114451255,0.14336787980740992,0.23996941568695657,0.9940457965742869
0.30000000000000004,0.4,100,0.33343837352464273,0.34397032721535337,0.2800406939417381,0.403508110379626,1.000157910596192
0.4,0.5,133,0.4434878234365009,0.5115819583831043,0.43627445139331,0.5833687271434255,0.9993002153018976
0.5,0.6000000000000001,186,0.6202367342801877,0.6721885543830428,0.593383234588314,0.76051737492018,0.9972433785982336
0.6000000000000001,0.7000000000000001,259,0.8636917783482084,0.8080880987057939,0.7200176070892819,0.9002356728707911,1.0023651755911522
0.7000000000000001,0.8,280,0.9337519774728773,0.9082828445338809,0.810025333131195,1.0065818770784876,0.995345354347045
0.8,0.9,292,0.9738023919461852,0.9696220624379864,0.8701020476215018,1.067269959456343,0.9986165184059187
0.9,1.0,301,1.003850324913624,0.9961768215519745,0.8902643417266368,1.1043490092644408,1.0000731943519563
1.0,1.1,306,1.0205596135060477,0.9971682598039076,0.8936527006997884,1.0970545009731623,1.0019621457481225
1.1,1.2000000000000002,306,1.0205936498019126,0.9840897678865965,0.8738191000244084,1.0902706149625048,0.9995143148998464
1.2000000000000002,1.3,278,0.9272369194978329,0.9677947309947522,0.8603081102927438,1.0709246250684912,0.9971688482797723
1.3,1.4000000000000001,286,0.9539518122633902,0.9562443325964873,0.8572861151519203,1.0606120707322102,0.9988171993253729
1.4000000000000001,1.5,275,0.9172919522415818,0.9533617580525252,0.847144296811763,1.0668687891655504,0.9965237145488222
1.5,1.6,302,1.0073869442571626,0.9591011977685195,0.8471758780468462,1.0704014588593496,1.001480078154561
1.6,1.7000000000000002,297,0.9907413987131913,0.9705117715364148,0.8699807727214814,1.073895823447509,1.000191887499487
1.7000000000000002,1.8,306,1.0207979152621718,0.9833461401644016,0.8764416104606932,1.084411286362962,1.0003617425027325
