run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
b02,2,1,0.6931471805599453,0.6931474689314435,2.883714982360175e-07,4.22362625200633e-05,0.006827580875533996,-41.55788540641671,-54.66701539227426,6.006101944299577,0.001,-0.1560129290391036,-0.1560129219717497,-1.0287573987133314e-08,0.9999999547002038,6.594052503545916e-08,0.08612200222984528,True,6.031291747675128,True,True,False,True,0.4054651081081645,0.9999999468199949,1.0000003464733072
b02,3,1,1.0986122886681098,1.0986124986303285,2.0996221872238152e-07,3.075206614904581e-05,0.006827580875533996,80.62497612456492,-37.37505534879098,7.6311674767666,0.001,-0.20189889986939866,-0.20189891609786084,-7.634980050963414e-09,1.0000000803791511,3.781585457973791e-08,0.08742187767161458,True,7.6891385543432555,True,True,False,True,0.2876820724517808,1.0000000686138182,0.999999385044205
b02,2,2,1.3862943611198906,1.3862944084280933,4.73082026886118e-08,6.928984592205472e-06,0.006827580875533996,12.989153269128014,-46.787287855674286,4.110295774810645,0.001,-0.1103178000763258,-0.11031780004445549,-2.2837550947563123e-09,0.9999999997111045,2.070160113631719e-08,0.08851669385365639,True,4.149390159319606,False,True,False,True,0.2231435513142097,1.000000010504584,1.0000000060169123
b02,5,1,1.6094379124341003,1.6094378363262452,7.610785512923712e-08,1.1147118798982313e-05,0.006827580875533996,-32.24214812113829,-95.54941424402618,8.417502572279496,0.001,-0.22910752440522542,-0.22910752287086306,-6.9222173080391025e-09,0.9999999933028723,3.021383681032955e-08,0.0906092263280389,True,8.418423986714515,True,True,False,True,0.2231435513142097,0.9999999864000505,1.0000000509586904
b02,7,1,1.9459101490553132,1.9459104060185088,2.5696319561063774e-07,3.763605298788061e-05,0.006827580875533996,-68.56412240215278,76.9241790851888,8.219346398238134,0.001,-0.23411211608563706,-0.23411212916742663,-1.430044122702201e-08,1.0000000558783106,6.10837263232737e-08,0.09468279392213809,True,8.232214730957988,True,True,False,True,0.13353139262452252,1.000000050102395,0.99999957374868
b02,2,3,2.0794415416798357,,,,0.006827580875533996,,,,,-0.0780064645195518,-0.07800644979234735,5.971078312350109e-09,0.9999998112053334,-7.654595649776484e-08,0.09442088083341987,False,2.750593495619435,False,False,False,True,0.11778303565638382,0.999999831412064,1.0000014453363213
b02,3,2,2.1972245773362196,2.1972243098964537,2.6743976588861074e-07,3.9170501347989354e-05,0.006827580875533996,-33.15651692130594,39.154586889091625,4.0614592162454555,0.001,-0.1165663841886866,-0.11656639444333224,-1.2269507576601058e-08,1.0000000879725806,1.0525767426533664e-07,0.09511317607257037,True,4.080341433923772,False,True,False,True,0.11778303565638382,1.0000000807202143,0.9999993346178163
b02,11,1,2.3978952727983707,2.3978950243102934,2.484880772257725e-07,3.6394746800613744e-05,0.006827580875533996,-99.16460349193662,-20.666751014598763,7.877525666584685,0.001,-0.23013570108523157,-0.2301356961338123,-2.0815331194801168e-09,0.9999999784847842,9.044807713227636e-09,0.09708602364422073,True,7.8920739605723735,True,True,False,True,0.16705408466316607,0.9999999750272598,1.0000001619007106
b02,13,1,2.5649493574615367,2.5649492503914195,1.0707011721677873e-07,1.568199911046892e-05,0.006827580875533996,32.69601817954844,-94.15408205340925,7.44531396491495,0.001,-0.22644213759952758,-0.2264421309532677,1.6479922815282322e-08,0.9999999706491912,-7.277763526560062e-08,0.1003327004456996,True,7.514128347876141,True,True,False,True,0.16705408466316607,0.9999999751961831,1.0000002265178043
b02,2,4,2.772588722239781,,,,0.006827580875533996,,,,,-0.0551589000381629,-0.05515891689578539,1.1145562701930789e-08,1.000000305619265,-2.0206275483959426e-07,0.1038976240957982,False,1.7675586983260085,False,False,False,True,0.06062462181643502,1.0000002951159168,0.9999976559116087
b02,17,1,2.833213344056216,2.833213173243575,1.7081264136464824e-07,2.5018032664649868e-05,0.006827580875533996,-90.44519134562233,-32.990842266992225,6.831135890728187,0.001,-0.21872828371837585,-0.21872827706919856,-3.750082411269062e-09,0.9999999696007431,1.7144936455027517e-08,0.10652885321005039,True,6.835992188104601,True,True,False,True,0.06062462181643502,0.9999999660642288,1.0000002268082844
b02,19,1,2.9444389791664403,2.944439228933184,2.49766743731783e-07,3.658202638460117e-05,0.006827580875533996,4.508988554730141,-94.53382734491485,6.613266126564749,0.001,-0.21501852841127717,-0.2150185268993781,2.065367113099348e-08,0.9999999929685173,-9.60553094136799e-08,0.10806435012154168,True,6.624564051495969,True,True,False,True,0.1112256351102241,0.9999999940963428,1.000000054572504
