peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6927819120308875,0.6931473421055078,0.006193796370470279,5.790805538276794,0.0001,detected,True,8.289000298081227,0.005,detected,True,5.840864832543628,64.83630054370174,45.36703059329997,79.1322521671577,0.6105356840911021,13.542992303444512
1,1.0984755742966907,1.098612772742502,0.006193796370470279,7.480987942697823,0.0001,detected,True,8.914155200315394,0.005,detected,True,7.489914551553383,79.23647526627677,-64.8740409823376,102.40634846532372,-0.6860635433452218,13.671684031245418
2,1.3864871055235586,1.3862937824117643,0.006193796370470279,4.014024519537566,0.0003,detected,True,4.340698648955529,0.005,detected,True,4.024114338131039,-19.172368609015972,-52.56782366544066,55.95494440173133,-1.9205212560932492,13.905074871271273
3,1.6094637748604887,1.6094378069685253,0.006193796370470279,8.207277097151561,0.0001,detected,True,8.471918890003273,0.005,detected,True,8.207800512805102,-115.43332987757914,-13.387094873242932,116.20700476206764,-3.026135900638904,14.158383618047276
4,1.9462514525048102,1.9459098315477656,0.006193796370470279,8.057854063470606,0.0001,detected,True,7.777468876644064,0.005,detected,True,8.124129144899618,16.318306661771317,117.61889381385265,118.74548965877379,1.4329375339365094,14.621533432439579
5,2.1971002055088564,2.197224999071252,0.006193796370470279,3.9434188138146626,0.0003,detected,True,3.6601437758366497,0.015,detected,True,3.947210890098278,-11.668972862055869,57.96132732385275,59.12427921588724,1.769464085016545,14.977571571849014
6,2.3976243630028318,2.3978958466213744,0.006193796370470279,7.772617822836222,0.0001,detected,True,7.01914070563206,0.005,detected,True,7.814537304998808,-99.15521716039432,61.59373525697954,116.728511140303,2.585741401732582,14.943935766172226
7,2.5648568650055292,2.564949698191358,0.006193796370470279,7.353702497190999,0.0001,detected,True,6.688182482804176,0.005,detected,True,7.3573534264105,-114.85242115620446,-0.7800529826597228,114.8550701018371,-3.13480097274446,15.60969207232227
8,2.8335127825746778,2.8332128850061906,0.006193796370470279,7.01916029549615,0.0001,detected,True,6.022979472332302,0.005,detected,True,7.059786867517553,-89.64012062722514,-65.36683711938169,110.94221298070114,-2.5115277968072434,15.710575688705884
9,2.944226892696834,2.9444395562332004,0.006193796370470279,6.877478068675031,0.0001,detected,True,5.79955255273716,0.005,detected,True,6.89633910562273,16.50028822403092,-107.80553076385897,109.06095531744363,-1.4189189298333877,15.809799791129713
10,3.1354603556351037,3.135494407366184,0.006193796370470279,6.338108901740024,0.0001,detected,True,5.289368088925375,0.005,detected,True,6.338520392091386,97.5025624932659,40.44087883589947,105.55668796326039,0.3931716709468444,16.65299903766303
11,3.2190766066364525,3.2188749677497865,0.006193796370470279,3.1980170681715947,0.0814,not_detected,False,2.645403548798034,0.795,not_detected,False,3.2072725071918367,-50.590304695119855,-11.893895675671882,51.9696419411259,-2.910683773894721,16.206455119223094
12,3.3669534949814306,3.36729611935922,0.006193796370470279,5.926184463796004,0.0001,detected,True,4.9446831738190875,0.005,detected,True,5.972709342674937,-77.29695330424475,64.93896043880332,100.95487889642112,2.4428606257956473,16.901571840327755
