period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.615120460370438,3.2346328228847314,3.1816320806640355,3.2555211306535354,4.61512051684126,101,1,7.83747973907371e-06
4.634728846910929,3.19539617931998,3.1816320806640355,3.2555211306535354,4.634728988229636,103,1,1.961335902871893e-05
