period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.574711311759006,3.2278219299089383,3.1885231226570623,3.279226536680091,4.574710978503383,97,1,4.1427705544014564e-05
