period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.57471065885255,3.2589620033365065,3.178027402938839,3.292488676919092,4.574710978503383,97,1,4.148690079354179e-05
4.6151201620125235,3.2077760755274993,3.178027402938839,3.292488676919092,4.61512051684126,101,1,4.6052576938492415e-05
