peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6935846501750156,0.6931470464411651,0.007704861698508082,5.354037133396146,0.001,detected,True,7.628196311387845,0.005,detected,True,5.398989708808126,-39.57372633953408,-46.225068404712246,60.85093890332885,-2.2788266713245715,11.267175754703104
1,1.0990529970590033,1.0986121591936602,0.007704861698508082,6.653313143093553,0.001,detected,True,7.90490492112288,0.005,detected,True,6.714584718660956,78.01225898997686,10.741421037678238,78.74827413110654,0.13682853893939942,11.7321084964155
2,1.3860590953284295,1.3862946854549691,0.007704861698508082,3.742403956997521,0.003,detected,True,3.930464983360116,0.005,detected,True,3.7525980105461865,6.631354742607755,-42.514037383526656,43.028109886098974,-1.4160628121773917,11.468621365254878
3,1.6095000845851637,1.6094378032646817,0.007704861698508082,7.550034986543111,0.001,detected,True,7.788194701214826,0.005,detected,True,7.551736848524431,82.13498187250092,-35.201899150302296,89.36066780739783,-0.40490405346253366,11.833720375346823
4,1.9456246761825788,1.9459104773868432,0.007704861698508082,7.5061423520371395,0.001,detected,True,6.818703610727137,0.005,detected,True,7.531628691027237,64.29905632017616,-64.83545665506692,91.31267756087458,-0.7895519503094153,12.120173651819774
5,2.196995789096405,2.1972249096546306,0.007704861698508082,3.6018546703452374,0.007,detected,True,3.204768196165865,0.08,inconclusive,False,3.6117688284136387,-43.773542536226756,-12.287265675561576,45.465370601730356,-2.8679342750658496,12.592827095764028
6,2.3982853009699285,2.39789503896065,0.007704861698508082,7.07291818056363,0.001,detected,True,6.127732805682312,0.005,detected,True,7.122852761565063,-10.369876885688154,89.16065088130411,89.76166226291781,1.6865816531139357,12.603616255781468
7,2.5649029352001658,2.564949441721144,0.007704861698508082,6.777556359458655,0.001,detected,True,5.862634145212589,0.005,detected,True,6.7780035170843895,63.27342198110831,-61.620667581597495,88.32118999651863,-0.7721656882716141,13.030147146891272
8,2.833609986935635,2.833213105217314,0.007704861698508082,6.307284763445537,0.001,detected,True,5.4138710569785955,0.005,detected,True,6.347882653975497,75.83620395768375,-39.07748818634108,85.31224949363975,-0.47580309771745966,13.429785787672373
9,2.944367373851689,2.944439096605652,0.007704861698508082,6.0747500807224455,0.001,detected,True,5.135450489025894,0.005,detected,True,6.0762532214041824,-83.83461985664158,2.2740725620069635,83.8654570876763,3.1144736059317983,13.802372084653708
10,3.135062700889764,3.1354943735201717,0.007704861698508082,5.712164763917297,0.001,detected,True,4.737612599298934,0.005,detected,True,5.759691678842742,-68.77817908393729,43.10742826185013,81.1707354251069,2.5817285465319695,14.090607053909297
