period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.844192831152539,3.2753031229195435,3.2641513180015354,3.2965109666614962,4.844187086458591,127,1,0.0009479800702167309
