peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6933230895791995,0.6931466839504429,0.005121141445806609,6.973617517416595,0.0001,detected,True,9.239398397315478,0.005,detected,True,6.994541936643815,-57.92039887607438,-76.19092229688219,95.70699685191829,-2.220794035804379,13.682430957794235
1,1.0985334064786474,1.0986125885861375,0.005121141445806609,8.869259319856281,0.0001,detected,True,9.924933935210762,0.005,detected,True,8.87637904231034,112.36936024813687,-52.090631514009225,123.85599304879781,-0.4340780905119252,13.956092546863768
2,1.3865976128052693,1.386294230519253,0.005121141445806609,4.739009133902065,0.0001,detected,True,4.57180619200195,0.005,detected,True,4.783611764487853,18.103284101681922,-65.20879795849784,67.6750783262081,-1.299995707294322,14.15171288787352
3,1.6093672656978566,1.609438185302799,0.005121141445806609,9.759180315984743,0.0001,detected,True,9.36578067414115,0.005,detected,True,9.763574333508746,-44.936759680470736,-133.16991753721524,140.54728495225044,-1.8962376606454625,14.394477079710313
4,1.9460823157596412,1.9459096512901477,0.005121141445806609,9.469049315974146,0.0001,detected,True,8.269306234059128,0.005,detected,True,9.498536232640673,-95.55986016820944,107.21132710941177,143.6173928740145,2.298796450077896,15.122862188685085
5,2.079231993350613,2.0794420312902067,0.005121141445806609,3.154507358791706,0.1239,not_detected,False,2.700679806427322,0.82,not_detected,False,3.168057382139181,44.45421599584441,-17.714244507021778,47.853649581403296,-0.37919784072081025,15.104513742237902
6,2.197018246604165,2.1972250739813255,0.005121141445806609,4.726664893177411,0.0001,detected,True,4.054891822781562,0.005,detected,True,4.747100713283176,-46.21103023574778,54.57073844668625,71.50821498307616,2.273435334750669,15.065430945269084
7,2.3980230483520746,2.39789483892989,0.005121141445806609,9.041885968140413,0.0001,detected,True,7.500100393265371,0.005,detected,True,9.056563791432264,-138.20834512697746,-28.804141687373765,141.17799134809937,-2.936122813865851,15.588718464200886
8,2.565100288021515,2.564948882885184,0.005121141445806609,8.653944136870276,0.0001,detected,True,6.94430410978937,0.005,detected,True,8.673896931480746,45.569107837351794,-131.22516186980144,138.91215460443982,-1.2365655345218074,16.015953729454758
9,2.833320071245636,2.8332129770464607,0.005121141445806609,7.908523565581517,0.0001,detected,True,6.6679219293628,0.005,detected,True,7.917096056690976,-126.05534041837524,-45.980464671177806,134.1795512713092,-2.7918259679163913,16.947453285184558
