run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
c03,2,1,0.6931471805599453,0.693146720939362,4.596205832596567e-07,7.900831295791498e-05,0.0058173699203586445,30.047299291361096,-78.71261170873501,6.051883299360207,0.0001,-0.1560129290391036,-0.15601292908710657,-7.55105786925947e-12,1.0000000003076859,4.840020576143079e-11,0.08454347364425842,True,6.0889486386050145,True,True,False,True,0.4054651081081645,1.0000000005202154,1.0000000005877414
c03,3,1,1.0986122886681098,1.098612791653289,5.029851792848206e-07,8.646264311378212e-05,0.0058173699203586445,88.8467203511808,63.20133828611335,7.978140681864871,0.0001,-0.20189889986939866,-0.2018988998298751,-8.376821458710992e-11,0.9999999998042409,4.149017882598422e-10,0.08334152795181217,True,7.993450724058724,True,True,False,True,0.2876820724517808,0.9999999998359861,0.9999999999119874
c03,2,2,1.3862943611198906,1.3862939096526556,4.5146723492983654e-07,7.760676063419452e-05,0.0058173699203586445,44.421143202641375,39.6990433645111,4.188728413302544,0.0001,-0.1103178000763258,-0.11031780006232117,-2.5128524261397445e-11,0.999999999873052,2.2778304359950741e-10,0.08681141542088268,True,4.193055041814941,False,True,False,True,0.2231435513142097,0.9999999998080474,0.9999999998603305
c03,5,1,1.6094379124341003,1.6094373525150345,5.599190657790132e-07,9.6249520564182e-05,0.0058173699203586445,-17.650040696243206,122.46106041996423,8.5692305766917,0.0001,-0.22910752440522542,-0.22910752447715182,1.446500072499468e-10,1.0000000003139418,-6.313629706403304e-10,0.0878785220908485,True,8.602375899523576,True,True,False,True,0.2231435513142097,1.0000000003566185,1.000000000602079
c03,7,1,1.9459101490553132,1.9459105663813832,4.173260699236181e-07,7.173792893299274e-05,0.0058173699203586445,-47.60988290886409,117.12231284267845,8.470588091972994,0.0001,-0.23411211608563706,-0.23411211612924526,-6.571779947485423e-11,1.0000000001862706,2.807108002841412e-10,0.0906215794163552,True,8.52420864555951,True,True,False,True,0.13353139262452252,1.000000000213462,1.0000000003985685
c03,2,3,2.0794415416798357,,,,0.0058173699203586445,,,,,-0.0780064645195518,-0.07800646438014558,-4.4907872559507567e-11,0.9999999982128889,5.756942442700639e-10,0.08871463499720458,False,2.9013300272574365,False,False,False,True,0.11778303565638382,0.9999999982610294,0.9999999994231178
c03,3,2,2.1972245773362196,2.1972245948802764,1.7544056873930458e-08,3.0158056156155284e-06,0.0058173699203586445,-20.647535868115344,-59.46767540174469,4.203408203579273,0.0001,-0.1165663841886866,-0.11656638424085553,6.126250201576866e-11,1.0000000004475469,-5.255589114712944e-10,0.09150291191514856,True,4.20339514404246,False,True,False,True,0.11778303565638382,1.0000000004035252,1.0000000002544724
c03,11,1,2.3978952727983707,2.3978951885640214,8.423434927351536e-08,1.4479799364095151e-05,0.0058173699203586445,-64.47425022296237,-106.24975850035692,8.151523998083219,0.0001,-0.23013570108523157,-0.23013570102821865,6.612498005750811e-11,0.999999999752264,-2.8733038708062093e-10,0.09315377233149602,True,8.15164686620205,True,True,False,True,0.16705408466316607,0.9999999997705933,0.9999999997634275
c03,13,1,2.5649493574615367,2.5649487900258285,5.674357081986159e-07,9.754162378651573e-05,0.0058173699203586445,104.8459706216249,-62.940088354565574,7.840350008587068,0.0001,-0.22644213759952758,-0.2264421376274277,-5.4823185921537565e-11,1.0000000001232108,2.421068202939325e-10,0.09494839896350192,True,7.869214941837152,True,True,False,True,0.16705408466316607,1.0000000001337175,1.0000000003564222
c03,2,4,2.772588722239781,,,,0.0058173699203586445,,,,,-0.0551589000381629,-0.0551588999648089,-3.861753104794641e-11,0.999999998670133,7.001142349210046e-10,0.09717970758748581,False,1.8728449187291938,False,False,False,True,0.06062462181643502,0.9999999986037968,0.9999999978788621
