peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.6931181602218511,0.6931472966752387,0.005919330581512679,6.079512467714773,0.0001,detected,True,8.968610183385639,0.005,detected,True,6.079865092003369,-82.79146596928753,-1.284754824711213,82.80143375753414,-3.1260759369992446,13.618904542626034
1,1.0985923050554698,1.098612369076316,0.005919330581512679,7.794268871181126,0.0001,detected,True,9.127240995452574,0.005,detected,True,7.794621992905701,-64.34068873512564,85.68785881024772,107.15471699554467,2.2148558403578376,13.747481429689357
2,1.3864197545815236,1.3862939157528893,0.005919330581512679,4.149147147760701,0.0001,detected,True,4.489020485697357,0.005,detected,True,4.153550941610104,-58.52124333881078,-1.8167594092385515,58.54943668961607,-3.110558177826647,14.094870805634589
3,1.609134567710938,1.6094383151158964,0.005919330581512679,8.331143917905232,0.0001,detected,True,8.4900817061131,0.005,detected,True,8.38775836190301,44.970820497841345,-112.97360420698699,121.59527105840102,-1.1919592972391688,14.496653627219578
4,1.9457964945344717,1.9459105705191495,0.005919330581512679,8.550145653978724,0.0001,detected,True,8.157787775984854,0.005,detected,True,8.558630149601317,84.05509272983703,-91.50487546892806,124.25136155554004,-0.8278071253341432,14.518258805193732
5,2.1973680442487606,2.197224094063849,0.005919330581512679,4.059965601828008,0.0005,detected,True,3.689510585339418,0.01,detected,True,4.066097047916499,17.25592397852006,59.41053174844139,61.865807963567626,1.2881217678993013,15.214938400146057
6,2.3978853676975027,2.3978953117607116,0.005919330581512679,7.85267697567325,0.0001,detected,True,6.964299491519757,0.005,detected,True,7.852710594297411,-67.4548719097216,101.82442233635848,122.14079060039707,2.15588277492405,15.55391988371176
7,2.565106456625236,2.564948833549767,0.005919330581512679,7.824206150732384,0.0001,detected,True,6.836041180468459,0.005,detected,True,7.83899477268389,-94.95071592406977,73.67285633382414,120.18039863004985,2.481716632743257,15.332184817022819
8,2.8329561654386843,2.8332138797004642,0.005919330581512679,7.165267312140895,0.0001,detected,True,6.228824733525754,0.005,detected,True,7.202766754733502,-27.366214097527966,112.81430800433753,116.08607911601318,1.8087770106854593,16.122484333759388
9,2.9446835301647365,2.9444384300088524,0.005919330581512679,7.011784854363817,0.0001,detected,True,5.793966763785944,0.005,detected,True,7.045569617259044,110.19677743347644,-29.655465832401553,114.11737996668114,-0.2628855996790006,16.203553456089217
10,3.13558194141852,3.1354939225396867,0.005919330581512679,6.594258802645498,0.0001,detected,True,5.525606058638988,0.005,detected,True,6.598626558999846,71.65005856080172,84.05704497244126,110.45052150743939,0.864911735732712,16.740019258459537
11,3.219192485882387,3.2188753676274033,0.005919330581512679,3.2243481382246357,0.0645,not_detected,False,2.697877414195397,0.82,not_detected,False,3.2480668353105773,39.50241913541708,37.3706153575027,54.3783413662883,0.7576737790749848,16.74068989104369
12,3.367175750420204,3.367296316912034,0.005919330581512679,6.218833563189386,0.0001,detected,True,5.129524322242332,0.005,detected,True,6.226379069784072,-103.01680376604023,-23.38043108352668,105.63667173771796,-2.9184158650679857,16.968529543947557
13,3.4337682194622214,3.433987871355614,0.005919330581512679,5.903532657800042,0.0001,detected,True,4.982894566989979,0.005,detected,True,5.923597857996853,45.60698783529385,-93.68555901104583,104.19683923527042,-1.1177569705199655,17.58762285849191
14,3.6106082205849126,3.610918273587207,0.005919330581512679,5.539083990576944,0.0001,detected,True,4.872950331829771,0.005,detected,True,5.580682916274843,-27.64911197595727,-96.39999633503368,100.28675229786599,-1.8501147404087044,17.97782151134071
15,3.7134565894386955,3.713572037277202,0.005919330581512679,5.2961410051381534,0.0001,detected,True,4.454578047521128,0.005,detected,True,5.301806114243916,80.77588998659331,-55.4548871985019,97.97953315527073,-0.6016268212164504,18.482164846373177
16,3.761551150413486,3.7612005045796337,0.005919330581512679,5.413047972624668,0.0001,detected,True,4.354752139098227,0.005,detected,True,5.461802001252964,-95.75456075372719,14.861129630669625,96.90092403604207,2.987620829325506,17.74000340586243
17,3.8503411091361763,3.8501472318734486,0.005919330581512679,5.169760168288122,0.0001,detected,True,4.260296526544377,0.005,detected,True,5.182837508681357,-67.04529489381801,67.12860903312804,94.87529561546346,2.355573548815789,18.30154666740242
18,3.9702075534118078,3.9702922480084957,0.005919330581512679,4.9201238325116385,0.0001,detected,True,4.021591581186124,0.005,detected,True,4.922212828792652,92.05013668223235,3.89072381302942,92.13232546184281,0.042242298165579645,18.71579898181178
19,4.077495420201725,4.077536738913565,0.005919330581512679,4.714279410176613,0.0001,detected,True,3.8634830385265806,0.005,detected,True,4.7144501595583455,60.09790786480867,66.58173066248993,89.69328507608239,0.8365363723752972,19.0235036926877
20,4.110791654722734,4.110875020184176,0.005919330581512679,4.6412015012847965,0.0001,detected,True,3.787132831904314,0.01,detected,True,4.64306844024582,22.151343234376178,86.1302007106095,88.93308429115129,1.3190673973644174,19.151902161475785
21,4.204761027704247,4.204692339551458,0.005919330581512679,4.379403515473049,0.0001,detected,True,3.8321022326887895,0.01,detected,True,4.381000932693678,83.43556124985753,23.86723562899202,86.7821284461758,0.2786154743566912,19.809140713664732
22,4.262474500873997,4.262680243343955,0.005919330581512679,4.361267333575304,0.0001,detected,True,3.6674994807175034,0.01,detected,True,4.375277746218331,71.63682581071164,-46.619430498429466,85.47049849060281,-0.5769195997585979,19.53693623808714
23,4.290591321136182,4.290459227372736,0.005919330581512679,4.234926325727497,0.0001,detected,True,3.6338006423089535,0.01,detected,True,4.241070089118999,56.85747820507463,62.968345908389615,84.839763167274,0.8363519399315814,20.00779883062927
24,4.369762367663913,4.369447386982745,0.005919330581512679,4.098279527874128,0.0002,detected,True,3.493405487216875,0.015,detected,True,4.126935866271944,-64.11413602750869,-52.795225026271346,83.05394767335575,-2.452711499799391,20.1182474975642
25,4.418596844961393,4.41884057563702,0.005919330581512679,3.8700304574920064,0.0014,detected,True,3.5479447658885808,0.015,detected,True,3.885577830395119,42.482370901620904,-70.05555695953473,81.93004881198046,-1.0256771194099497,21.078482345745314
26,4.4888888956168564,4.488635900497611,0.005919330581512679,3.8487466642500903,0.0016,detected,True,3.425752349241256,0.02,detected,True,3.8675532136801114,-60.9150485346351,52.439447909891015,80.37747716289137,2.43082636553545,20.786278766595487
27,4.57471918904879,4.574710972768081,0.005919330581512679,3.681332564014596,0.004,detected,True,3.216294951059313,0.055,inconclusive,False,3.6813529428888705,-32.060794853706454,-71.62671885647799,78.47471835436167,-1.9916604761198682,21.31682771404274
