run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
H,1,1,0.962423650119,,,,0.07459965766253873,,,,,-0.137003421011,0.26971745812935344,-0.17835108356218365,-1.9686914103239643,2.5573483618949586,1.2491013487632945,False,0.3173021066887217,False,False,False,True,0.80032352392,-1.9686904460835954,-1.5012943392403106
H,2,1,1.762747174039,,,,0.07459965766253873,,,,,-0.198378755256,-0.09842050294483586,0.05879487217676231,0.49612420855160655,-0.5384940385827554,1.1654235354133637,False,0.49243691028432524,False,False,False,True,0.16210012619900005,0.49612413505969916,0.5644120609924499
H,3,1,1.924847300238,,,,0.07459965766253873,,,,,0.137003421011,0.16792758003207114,-0.06905060237170496,1.2257181520933573,-0.39011790062610013,1.1510594111264498,False,0.344328438305759,False,False,False,True,0.16210012619900005,1.2257185905069161,1.2171831917829703
H,3,1,2.389526434574,,,,0.07459965766253873,,,,,-0.210955226902,-0.17428864133243024,0.023105490263302664,0.8261878309059233,-0.13180171162448975,1.1783518114095748,False,0.5179102876814708,False,False,False,True,0.24438935927600003,0.8261877446914389,0.8429491013956663
H,4,1,2.63391579385,,,,0.07459965766253873,,,,,0.242025647543,0.10869554801667208,-0.006775346103380412,0.4491075599637037,-0.062252701011202026,1.1499685571907707,False,0.6088560782466705,False,False,False,True,0.24438935927600003,0.44910765175386924,0.5322067321858756
H,4,1,2.887270950358,,,,0.07459965766253873,,,,,-0.274006842021,-0.2837657679410519,0.1000398611941176,1.0356156286028215,-0.33893920804502103,1.0567581150090462,False,0.7501101411943789,False,False,False,True,0.24632752358699994,1.03561568485539,1.0213839491967844
H,5,1,3.133598473945,,,,0.07459965766253873,,,,,0.217662607229,0.1931448492769505,-0.07517818447430398,0.8873588887674461,-0.37118941994386295,1.0744685450793305,False,0.5860428099006069,False,False,False,True,0.1608638187970004,0.8873589687952695,0.9141505784519546
H,5,1,3.294462292742,,,,0.07459965766253873,,,,,-0.194731258002,-0.05081009217079622,-0.006402830824189298,0.26092417155891,0.1253541970270812,1.1331454995744838,False,0.4971520245590929,False,False,False,True,0.1608638187970004,0.26092414320788093,0.3715210374520433
H,6,1,3.525494348078,,,,0.07459965766253873,,,,,0.297568132884,0.3677001337601683,0.03714972738672848,1.2356838422060052,0.10069099614864103,1.036633842136378,False,0.8304247000592674,False,False,False,False,0.1113985703860001,1.2356838018801102,1.209471739719371
H,6,1,3.636892918464,,,,0.07459965766253873,,,,,-0.366083910189,-0.3185256634510415,0.0005088683186844634,0.8700892188531166,-0.0015975726421957803,1.1000716367723997,False,0.9627175641374802,False,False,False,False,0.1113985703860001,0.8700892412057001,0.8799051470614577
H,7,1,3.849694600477,,,,0.07459965766253873,,,,,0.228339035018,0.16321766529045625,0.1468397670427218,0.7148040424957992,0.7326250653531595,1.0783919394438375,False,0.6125516999477103,False,False,False,False,0.081746342822,0.7148040723287898,0.7876783957074482
H,7,1,3.931440943299,,,,0.07459965766253873,,,,,-0.171895278812,-0.0071666995274453915,-0.0730097528660793,0.04169224179381641,1.4729489427928812,1.0780313922965514,False,0.46128758065560865,False,False,False,False,0.081746342822,0.04169221415822574,0.14491940739155623
H,8,1,4.126874137791,,,,0.07459965766253873,,,,,0.339176474482,0.3163749630757612,-0.11123088231444744,0.9327739005452488,-0.3380810585984578,1.0996122526691696,False,0.8923297497728039,False,False,False,False,0.06255095673100008,0.9327738755696469,0.9155382823118098
H,8,1,4.189425094522,,,,0.07459965766253873,,,,,-0.323429847814,-0.3623288703807408,-0.04889694785399154,1.1202703548533066,0.13414142995722947,1.215485567141894,False,0.7697851187585614,False,False,False,False,0.06255095673100008,1.1202703682564479,1.0906322088533338
H,9,1,4.36928758321,,,,0.07459965766253873,,,,,0.158494937633,0.19024223145473218,0.04137022799680623,1.2003047813125998,0.21412704293048007,1.076177019075842,False,0.4260601369571372,False,False,False,False,0.04940783402099935,1.2003047926360038,1.2691842244057163
H,9,1,4.418695417231,,,,0.07459965766253873,,,,,-0.305115820387,-0.298752653998494,0.11060286702493453,0.9791450788083188,-0.3545694676896608,1.1037281174971114,False,0.7997271521836767,False,False,False,False,0.04940783402099935,0.9791450637546657,1.009874647777259
H,10,1,4.584863339122,,,,0.07459965766253873,,,,,0.446850409951,0.33252392812135884,-0.10947141272321723,0.7441504376326346,-0.318038259263289,1.1327309124702618,False,1.1412338090836864,False,False,False,False,0.04001334342399954,0.744150449137112,0.7399103960678979
H,10,1,4.624876682546,,,,0.07459965766253873,,,,,-0.288711185849,-0.20736428707956345,-0.16108070386294343,0.7182412640846478,0.6604340272711953,1.1588263682193287,False,0.7207496878648512,False,False,False,False,0.04001334342399954,0.7182412654661211,0.6883442560324791
H,11,1,4.779052869148,,,,0.07459965766253873,,,,,0.210955226902,0.04508476939258904,0.06179052977720535,0.21371724253854743,0.9404542271943758,1.1225572558743548,False,0.5436520252695445,False,False,False,False,0.033065381447999975,0.21371719838898823,0.3789334243473592
H,11,1,4.812118250596,,,,0.07459965766253873,,,,,-0.164404105213,-0.17226091274897684,-0.1638141326077684,1.047789606748552,0.760269840644598,1.114842749668143,False,0.4266171058271471,False,False,False,False,0.033065381447999975,1.0477896827143343,0.907485220910412
H,12,1,4.955777460577,,,,0.07459965766253873,,,,,0.266641596676,0.1379532619121588,-0.07157723225251321,0.5173733717165958,-0.47861468045874,1.2084730065949179,False,0.6383078247106924,False,False,False,False,0.02778224471300028,0.5173733469845773,0.5940339940900861
H,12,1,4.98355970529,,,,0.07459965766253873,,,,,-0.521577593957,-0.39957165784087145,-0.03237544728945946,0.7660828656566352,0.08084876628466861,1.2104073987951827,False,1.2465984369541139,False,False,False,False,0.02778224471300028,0.7660829048268626,0.7921249153751472
