run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
S1,1,1,0.962423650119,,,,0.1395559821086903,,,,,-0.137003421011,-0.13700351199647076,1.3724705850287622e-07,1.0000006641109405,-1.0017776661547611e-06,0.9347044294591385,False,0.3933142328733435,False,False,False,True,0.80032352392,1.0000002706073794,0.9999996109099586
S1,2,1,1.762747174039,,,,0.1395559821086903,,,,,-0.198378755256,-0.19837858563433558,-2.669483391143368e-07,0.9999991449605368,1.3456509847601813e-06,0.9009660150893137,False,0.5908392021275235,False,False,False,False,0.16210012619900005,0.9999997063552926,0.9999945022665137
S1,3,1,1.924847300238,,,,0.1395559821086903,,,,,0.137003421011,0.13700389722706202,-6.420550272001613e-09,1.0000034759428524,-4.6863997316518475e-08,0.9261532185030682,False,0.3969457194461171,False,False,False,False,0.16210012619900005,1.0000025540253443,1.0000072691626196
S1,3,1,2.389526434574,,,,0.1395559821086903,,,,,-0.210955226902,-0.21095498607624227,-1.9816961345509032e-07,0.9999988584034571,9.393928872741153e-07,0.9207582872367578,False,0.6147905816516914,False,False,False,False,0.24438935927600003,0.99999904628913,0.99998093406769
S1,4,1,2.63391579385,,,,0.1395559821086903,,,,,0.242025647543,0.24202622874380142,-5.91414838699289e-07,1.0000024014017,-2.4435981247477033e-06,0.9124959188452433,False,0.7117262954371161,False,False,False,False,0.24438935927600003,1.000002375046586,1.0000084762647041
S1,4,1,2.887270950358,,,,0.1395559821086903,,,,,-0.274006842021,-0.2740065886537286,-1.9634863607231878e-07,0.9999990753250192,7.16583630477651e-07,0.9002025451451701,False,0.8167774188539086,False,False,False,False,0.24632752358699994,0.9999990720860191,0.9999871029739436
S1,5,1,3.133598473945,,,,0.1395559821086903,,,,,0.217662607229,0.2176634786894808,3.3228097551523013e-07,1.0000040037215943,1.526581204690773e-06,0.9035564686488081,False,0.6464144842272798,False,False,False,False,0.1608638187970004,1.0000038860705383,1.0000649293393895
S1,5,1,3.294462292742,,,,0.1395559821086903,,,,,-0.194731258002,-0.19473149728095474,3.418909931413028e-07,1.0000012287650026,-1.7557046390275423e-06,0.9153276422604228,False,0.570875812972091,False,False,False,False,0.1608638187970004,1.000001359068841,1.00007345976873
S1,6,1,3.525494348078,,,,0.1395559821086903,,,,,0.297568132884,0.2975659159048708,-2.477074714884314e-06,0.9999925496755727,-8.324457145216173e-06,0.9270351055014041,False,0.8613363803706219,False,False,False,False,0.1113985703860001,0.9999925492276168,1.0000014675304933
S1,6,1,3.636892918464,,,,0.1395559821086903,,,,,-0.366083910189,-0.3660850641986339,-9.966246959230984e-07,1.0000031523090793,2.722385569327347e-06,0.9495288974725373,False,1.0345583891999142,False,False,False,False,0.1113985703860001,1.0000031091339823,0.999934567213163
S1,7,1,3.849694600477,,,,0.1395559821086903,,,,,0.228339035018,0.22833587491273305,-4.058189954189023e-06,0.9999861604685039,-1.777289685780964e-05,0.9666678836893084,False,0.6338484358461411,False,False,False,False,0.081746342822,0.9999861101411716,1.000128896316857
S1,7,1,3.931440943299,,,,0.1395559821086903,,,,,-0.171895278812,-0.17190827915086018,-3.7390093394762403e-06,1.0000756294119886,2.1750024823443387e-05,0.9648629344723509,False,0.47805831580896024,False,False,False,False,0.081746342822,1.000075190243311,1.0004156105592161
S1,8,1,4.126874137791,,,,0.1395559821086903,,,,,0.339176474482,0.3392174266693533,5.006799411538809e-06,1.0001207400584484,1.475985317244778e-05,0.9744091051778031,False,0.934043149831361,False,False,False,False,0.06255095673100008,1.0001209801030042,0.9990536007191628
S1,8,1,4.189425094522,,,,0.1395559821086903,,,,,-0.323429847814,-0.323393052459963,-2.43041347008921e-06,0.9998862338949677,7.5153546174104816e-06,0.9841173561328087,False,0.8818927184397007,False,False,False,False,0.06255095673100008,0.9998860807430964,1.0008388857472097
S1,9,1,4.36928758321,,,,0.1395559821086903,,,,,0.158494937633,0.16044833637580155,-0.003686876185789112,1.0123246759295539,-0.022974544736965353,0.951944370042865,False,0.44677244219992723,False,False,False,False,0.04940783402099935,1.012324432292428,1.001370100608417
S1,9,1,4.418695417231,,,,0.1395559821086903,,,,,-0.305115820387,-0.30139581783911684,-0.0027622804643278043,0.9878079001502943,0.009164702906015261,0.946290670458102,False,0.8652123696203458,False,False,False,False,0.04940783402099935,0.9878079680924847,0.9980649009468281
S1,10,1,4.584863339122,,,,0.1395559821086903,,,,,0.446850409951,0.48337151403140644,-0.009971736744747323,1.0817300449257978,-0.02062662410053821,0.9445136044483046,False,1.2695110767082916,False,False,False,False,0.04001334342399954,1.0817299516258123,0.9961260585850392
S1,10,1,4.624876682546,,,,0.1395559821086903,,,,,-0.288711185849,-0.2559702634502978,0.02714291490791154,0.8865962802846641,-0.10564454139307178,0.9537220071494232,False,0.812314785119092,False,False,False,False,0.04001334342399954,0.8865964670420853,1.0092799520155695
S1,11,1,4.779052869148,,,,0.1395559821086903,,,,,0.210955226902,0.19014687402205824,0.15806463591306905,0.9013612832186028,0.6935232036501289,0.9680044607573335,False,0.5847840024704276,False,False,False,False,0.033065381447999975,0.9013612255346574,0.9574486309345288
S1,11,1,4.812118250596,,,,0.1395559821086903,,,,,-0.164404105213,-0.3467032735308777,0.01845866956900133,2.1088480307817927,-0.053190321157942665,0.9618284742062624,False,0.458667089396339,False,False,False,False,0.033065381447999975,2.1088477214217245,1.405957308915193
S1,12,1,4.955777460577,,,,0.1395559821086903,,,,,0.266641596676,0.23171256134269586,-0.4878602401415211,0.8690038022246509,-1.127383200092183,0.9584148893341945,False,0.7465465637092377,False,False,False,False,0.14365920998100012,0.8690038845156371,0.9206699879570147
