period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.615120823399413,3.195929757180556,3.1675337541903086,3.289645121416166,4.61512051684126,101,1,3.927940344280183e-05
4.634729287245545,3.1869957475872903,3.1675337541903086,3.289645121416166,4.634728988229636,103,1,3.8313013058648486e-05
