period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
3.218875866489378,3.279440248262179,3.276350388439017,3.3055048932820457,3.2188758248682006,5,2,7.4378982149158765e-06
