peak_id,grid_period,period,fwhm_instrument,z,p_adjusted_primary,class_primary,detected_primary,z_secondary,p_adjusted_secondary,class_secondary,detected_secondary,z_refined,amplitude_real,amplitude_imag,modulus,phase_rad,null_noise_rms
0,0.693392848314667,0.6931465843763881,0.006213424845451147,5.819970201557002,0.0001,detected,True,8.971601250346193,0.005,detected,True,5.8421898546316,-35.77243162315739,-70.30467806730326,78.88228332382768,-2.0414750740880234,13.499155013323305
1,1.0988188194803543,1.0986116898904432,0.006213424845451147,7.4071070921630096,0.0001,detected,True,9.031204696086963,0.005,detected,True,7.426379577910161,-2.19842556768101,102.0592049573175,102.08288001176484,1.592333684832768,13.74251135439198
2,1.3861897185824699,1.3862947563032124,0.006213424845451147,4.080689924521816,0.0002,detected,True,4.236148115063125,0.005,detected,True,4.08314085466627,32.83609094265883,-45.08883238021893,55.77823656056222,-0.9413589923617393,13.658826084817711
3,1.6090963349130298,1.6094382248656602,0.006213424845451147,8.046326100237781,0.0001,detected,True,8.263043221301063,0.005,detected,True,8.105789742176519,-67.95473543542559,-93.8138507502645,115.83990961966256,-2.197683035151484,14.284730674425264
4,1.9461746327787544,1.9459095670823017,0.006213424845451147,8.047352787386373,0.0001,detected,True,7.904934225449593,0.005,detected,True,8.089161608676582,91.50453103365253,-75.08958060912458,118.37028476667147,-0.6871825954970602,14.640590382337463
5,2.1970416609138446,2.1972251295736247,0.006213424845451147,3.9198817683028144,0.0004,detected,True,3.6023342407565653,0.015,detected,True,3.9293479369272077,58.88284053097331,2.538070299336531,58.937515300871034,0.04307706918456646,15.001958356201396
6,2.3982012902853254,2.3978948147070396,0.006213424845451147,7.6629611321954,0.0001,detected,True,6.862572903012468,0.005,detected,True,7.70909229850129,76.4315794067583,-87.73730667943255,116.35987845461338,-0.8541560469995372,15.089940120021241
7,2.565187083006825,2.564948744371064,0.006213424845451147,7.301416569827326,0.0001,detected,True,6.506037170319159,0.005,detected,True,7.326648717023599,59.94108424577146,-97.54785597618728,114.49243549732729,-1.0197986566126933,15.621720157676524
8,2.8331410294669057,2.833213665220729,0.006213424845451147,7.035760495699554,0.0001,detected,True,5.997893098975328,0.005,detected,True,7.038197142157626,-108.18221101898932,22.962672309015325,110.59238265146635,2.932437643815441,15.713112823713336
9,2.9442059985793447,2.9444395430209704,0.006213424845451147,6.772112061846507,0.0001,detected,True,5.609101458829687,0.005,detected,True,6.797576791547553,-108.09967114160695,-11.56779763865842,108.71684709893182,-3.034987858060097,15.995486816222252
10,3.135268812576968,3.1354948562629157,0.006213424845451147,6.391810450535379,0.0001,detected,True,5.293201048739598,0.005,detected,True,6.413611719807802,-95.52899033027629,44.11552629509307,105.22341780143367,2.708967231416445,16.406392667598748
11,3.219150047990558,3.218875052233596,0.006213424845451147,3.0921649776283484,0.1379,not_detected,False,2.601859853556227,0.87,not_detected,False,3.107206477175744,16.150276400765076,-49.22345247871973,51.805209214381996,-1.2537620131418805,16.669549049722402
12,3.3674955661757044,3.367295247240856,0.006213424845451147,6.036624834368388,0.0001,detected,True,4.82491191145924,0.005,detected,True,6.052592620975349,-99.28869460104801,-16.408350726908644,100.63537573416926,-2.9778139062645566,16.62641434279892
13,3.434289883264304,3.4339869527579974,0.006213424845451147,5.771983480805458,0.0001,detected,True,4.902911268213118,0.005,detected,True,5.808520246249867,-10.448331234649624,98.70836993120618,99.25981019559126,1.6762541446698862,17.092000825998753
14,3.6105958132539806,3.6109183324816327,0.006213424845451147,5.47530017658394,0.0001,detected,True,4.471049631796582,0.005,detected,True,5.513575104523763,81.26843468301277,50.233496137995076,95.5403716241102,0.5536352708440869,17.32869469101523
15,3.7138940013096056,3.713571735302372,0.006213424845451147,5.222265827679077,0.0001,detected,True,4.332134212300689,0.005,detected,True,5.256940205712562,32.41122254900258,-87.530805680328,93.33878770462103,-1.2161669732971254,17.749872014446975
16,3.761271365756171,3.761199798084696,0.006213424845451147,5.223384216093574,0.0001,detected,True,4.325907703489554,0.005,detected,True,5.225006694641316,-91.16736392254249,-14.489002764662366,92.3115347380797,-2.983983278927542,17.66674420892384
17,3.8498126698038497,3.850148008704505,0.006213424845451147,4.913355925164456,0.0001,detected,True,4.20559684298784,0.005,detected,True,4.949594319140017,26.85090070589788,-86.29906660879263,90.37975307704052,-1.269152957864151,18.2572465992637
18,3.970197776184466,3.9702922861632777,0.006213424845451147,4.83195078836371,0.0001,detected,True,4.028414884992468,0.005,detected,True,4.835651238121057,84.77799547280028,22.726065220578167,87.77119434527549,0.26190800535414666,18.1539964777996
19,4.077379354768498,4.077537837577408,0.006213424845451147,4.492947588904026,0.0001,detected,True,3.7642480871843667,0.005,detected,True,4.500826241108468,38.921972772251856,-76.05304069041034,85.43409719041412,-1.0977739042574233,18.983485851603458
20,4.110776513312798,4.110874292881419,0.006213424845451147,4.535627738038837,0.0001,detected,True,3.797867405018167,0.005,detected,True,4.538483408802784,-70.79831481287792,-46.51291765704691,84.71040602732698,-2.560327789090708,18.664825412635558
21,4.204754564100247,4.204692236459409,0.006213424845451147,4.309259358414994,0.0001,detected,True,3.659265530503714,0.01,detected,True,4.3107673799852275,79.5790291294766,22.404529343717865,82.67275737692313,0.2744344203745984,19.17996857024809
22,4.263005422026351,4.262676435465817,0.006213424845451147,4.142882539328828,0.0001,detected,True,3.5458828382055083,0.025,inconclusive,False,4.173363149292435,80.58255726444486,-11.572924281534407,81.40934290180498,-0.14264040909753983,19.508976198947163
23,4.2901891557252,4.290463206704979,0.006213424845451147,4.054060009835766,0.0002,detected,True,3.5230733050366494,0.025,inconclusive,False,4.073575913381762,75.37597607307313,-29.137174629483503,80.81158774802974,-0.3688648721187768,19.83396254834221
24,4.369410322504702,4.3694486633550005,0.006213424845451147,4.027864601042434,0.0003,detected,True,3.381355787722415,0.035,inconclusive,False,4.028166892722674,-75.1685894909952,24.67772754056589,79.11578276571721,2.8243803644763847,19.640198940503048
