period,z,z_low,z_high,nearest_catalog_period,nearest_prime,nearest_repetition,distance_fwhm
4.844183160697415,3.282067782635301,3.25603621050616,3.2884421651593163,4.844187086458591,127,1,0.0006318192098929137
