run_block,prime,repetition,period_theoretical,period_observed,absolute_error,error_in_fwhm,fwhm_instrument,amplitude_real,amplitude_imag,z_primary,p_adjusted,coefficient_theoretical,fit_coefficient_real,fit_coefficient_imag,fit_ratio_to_theory,fit_phase_error_rad,detection_limit_coefficient,predicted_detectable,z_predicted,clearly_detectable,detected,inconclusive_candidate_within_tolerance,resolved,nearest_neighbor_separation,ratio_to_theory__band_no_conjugate,ratio_to_theory__centers_conjugate
c07,2,1,0.6931471805599453,0.6931468435950031,3.369649421713916e-07,4.2467032868689506e-05,0.007934741831700521,38.04389120605904,45.21120396084407,5.245560296913864,0.001,-0.1560129290391036,-0.15601294403204674,2.024686356072447e-08,1.0000000961006452,-1.2977681875271473e-07,0.09716443078560362,True,5.2600003541436084,True,True,False,True,0.4054651081081645,1.000000070094064,0.9999992679740909
c07,3,1,1.0986122886681098,1.0986121772312338,1.1143687594916685e-07,1.4044171607948136e-05,0.007934741831700521,-42.135366777742995,-63.810601526736185,6.530214337345197,0.001,-0.20189889986939866,-0.2018988866922112,-1.498242627184787e-08,0.9999999347337333,7.420757249983305e-08,0.10041230038135437,True,6.586876634061941,True,True,False,True,0.2876820724517808,0.9999999414739162,1.0000004958357673
c07,2,2,1.3862943611198906,1.386294111465541,2.4965434963775124e-07,3.146344959080376e-05,0.007934741831700521,7.140884855741732,-41.1668645854283,3.532926208403478,0.007,-0.1103178000763258,-0.11031779268262276,2.371686491642322e-08,0.99999993297815,-2.1498676088139977e-07,0.10149434273531366,True,3.5607071028671027,False,True,False,True,0.2231435513142097,0.9999999007409915,1.0000005080179502
c07,5,1,1.6094379124341003,1.6094377304820562,1.819520440982103e-07,2.293106038702907e-05,0.007934741831700521,-25.121260490465176,83.05582561465741,7.220840050880225,0.001,-0.22910752440522542,-0.22910751377705668,2.2652811293433217e-08,0.9999999536105645,-9.88741526630003e-08,0.10303138240640992,True,7.284543136252763,True,True,False,True,0.2231435513142097,0.999999940183925,1.0000003527015064
c07,7,1,1.9459101490553132,1.945909858823781,2.902315321406945e-07,3.657731257004162e-05,0.007934741831700521,9.996195430469305,-88.1019554649462,7.356648914857159,0.001,-0.23411211608563706,-0.23411211038488913,2.599939628866732e-08,0.9999999756494964,-1.110553240749623e-07,0.10406948175924798,True,7.369414631210081,True,True,False,True,0.13353139262452252,0.9999999629858294,1.0000001822510058
c07,2,3,2.0794415416798357,,,,0.007934741831700521,,,,,-0.0780064645195518,-0.07800644127990003,7.866535603473501e-09,0.9999997020804376,-1.0084469275103887e-07,0.1093366377607721,False,2.337208052165862,False,False,False,True,0.11778303565638382,0.9999996937733906,1.0000022794982257
c07,3,2,2.1972245773362196,2.197224846755649,2.694194294328156e-07,3.3954403955078074e-05,0.007934741831700521,17.338662440476565,-40.60094189695251,3.5594639223003033,0.006,-0.1165663841886866,-0.11656638771236573,6.613764008678302e-09,1.0000000302289476,-5.673817417245646e-08,0.10711215951644477,True,3.5650616424242823,False,True,False,True,0.11778303565638382,1.0000000292990139,0.9999997638247925
c07,11,1,2.3978952727983707,2.397895265544375,7.253995626399501e-09,9.142068866587021e-07,0.007934741831700521,-73.12819032721266,-47.42702758235459,6.9079967820199775,0.001,-0.23013570108523157,-0.23013571960057577,1.818353517583915e-08,1.0000000804540283,-7.901222464465103e-08,0.10801852179843047,True,6.979402748421756,True,True,False,True,0.16705408466316607,1.0000000706451597,0.9999993857216808
c07,13,1,2.5649493574615367,2.5649492393869004,1.1807463629054382e-07,1.4880715566424277e-05,0.007934741831700521,81.83421950671978,-25.65803846132081,6.6283765096074445,0.001,-0.22644213759952758,-0.22644211076807727,5.6361473231569814e-09,0.9999998815085805,-2.4890014070437368e-08,0.11188961108388322,True,6.629793100148305,True,True,False,True,0.16705408466316607,0.9999998808139086,1.000000906725855
c07,2,4,2.772588722239781,,,,0.007934741831700521,,,,,-0.0551589000381629,-0.05515888023374582,-1.4507808107633302e-08,0.9999996409569976,2.630185392842183e-07,0.11581034959603043,False,1.5602734485262562,False,False,False,True,0.06062462181643502,0.9999996709968367,1.0000027100627806
